Society,Year,Node,Coherence,Capacity,Stress,Abstraction,_source_file,Node Value,Bond Strength,AC,K_S,sigma
Germany,2019,Craft,7.2,6.6,4.0,7.0,Germany_ENS_1880_2026_cleaned.csv,13.3,30.225,50.4,2.5999999999999996,131.04
Germany,2019,Hands,6.0,5.2,3.6,4.8,Germany_ENS_1880_2026_cleaned.csv,10.0,24.722,28.799999999999997,1.6,46.08
Germany,2019,Archive,6.6,7.2,3.4,6.8,Germany_ENS_1880_2026_cleaned.csv,13.8,29.36,44.879999999999995,3.8000000000000003,170.54399999999998
Germany,2019,Flow,7.4,7.4,3.6,7.2,Germany_ENS_1880_2026_cleaned.csv,14.8,31.453,53.28,3.8000000000000003,202.46400000000003
Germany,2020,Helm,6.4,6.6,5.8,7.0,Germany_ENS_1880_2026_cleaned.csv,10.7,22.895,44.800000000000004,0.7999999999999998,35.839999999999996
Germany,2020,Shield,5.8,6.4,5.2,5.0,Germany_ENS_1880_2026_cleaned.csv,9.5,19.899,29.0,1.2000000000000002,34.800000000000004
Germany,2020,Lore,7.0,6.6,4.8,6.8,Germany_ENS_1880_2026_cleaned.csv,12.2,24.712,47.6,1.7999999999999998,85.67999999999999
Germany,2020,Stewards,6.2,7.4,6.2,4.8,Germany_ENS_1880_2026_cleaned.csv,9.8,19.504,29.759999999999998,1.2000000000000002,35.712
Germany,2020,Craft,6.4,6.2,6.0,7.8,Germany_ENS_1880_2026_cleaned.csv,10.5,23.599,49.92,0.20000000000000018,9.984000000000009
Germany,2020,Hands,4.8,4.6,6.6,5.4,Germany_ENS_1880_2026_cleaned.csv,5.5,17.393,25.92,-2.0,-51.84
Germany,2020,Archive,7.2,7.2,4.0,7.0,Germany_ENS_1880_2026_cleaned.csv,13.9,26.143,50.4,3.2,161.28
Germany,2020,Flow,5.0,6.6,6.2,5.6,Germany_ENS_1880_2026_cleaned.csv,8.2,18.328,28.0,0.39999999999999947,11.199999999999985
Germany,2021,Helm,7.0,7.0,5.2,7.0,Germany_ENS_1880_2026_cleaned.csv,12.3,24.954,49.0,1.7999999999999998,88.19999999999999
Germany,2021,Shield,5.6,6.4,4.0,4.8,Germany_ENS_1880_2026_cleaned.csv,10.4,20.66,26.88,2.4000000000000004,64.512
Germany,2021,Lore,6.8,7.2,5.0,6.6,Germany_ENS_1880_2026_cleaned.csv,12.3,24.324,44.879999999999995,2.2,98.736
Germany,2021,Stewards,5.6,7.0,5.0,4.6,Germany_ENS_1880_2026_cleaned.csv,9.9,19.512,25.759999999999998,2.0,51.519999999999996
Germany,2021,Craft,6.2,7.6,4.8,7.0,Germany_ENS_1880_2026_cleaned.csv,12.5,23.872,43.4,2.8,121.51999999999998
Germany,2021,Hands,5.0,6.0,6.4,4.8,Germany_ENS_1880_2026_cleaned.csv,7.0,17.454,24.0,-0.40000000000000036,-9.600000000000009
Germany,2021,Archive,6.2,6.8,3.8,6.4,Germany_ENS_1880_2026_cleaned.csv,12.4,24.155,39.68000000000001,3.0,119.04000000000002
Germany,2021,Flow,6.2,7.4,4.6,6.0,Germany_ENS_1880_2026_cleaned.csv,12.0,22.858,37.2,2.8000000000000007,104.16000000000004
Germany,2022,Helm,6.8,5.6,6.8,7.4,Germany_ENS_1880_2026_cleaned.csv,9.3,21.157,50.32,-1.2000000000000002,-60.38400000000001
Germany,2022,Shield,4.6,5.4,5.8,5.2,Germany_ENS_1880_2026_cleaned.csv,6.8,16.018,23.919999999999998,-0.39999999999999947,-9.567999999999987
Germany,2022,Lore,6.0,6.2,6.0,7.0,Germany_ENS_1880_2026_cleaned.csv,9.7,20.213,42.0,0.20000000000000018,8.400000000000007
Germany,2022,Stewards,5.6,6.6,6.6,4.4,Germany_ENS_1880_2026_cleaned.csv,7.8,16.132,24.64,0.0,0.0
Germany,2022,Craft,5.4,6.2,6.4,6.8,Germany_ENS_1880_2026_cleaned.csv,8.6,18.713,36.72,-0.20000000000000018,-7.3440000000000065
Germany,2022,Hands,5.4,4.2,7.0,5.0,Germany_ENS_1880_2026_cleaned.csv,5.1,16.244,27.0,-2.8,-75.6
Germany,2022,Archive,7.2,5.8,4.8,7.2,Germany_ENS_1880_2026_cleaned.csv,11.8,23.356,51.84,1.0,51.84
Germany,2022,Flow,5.2,6.2,7.8,6.2,Germany_ENS_1880_2026_cleaned.csv,6.7,16.684,32.24,-1.5999999999999996,-51.58399999999999
Germany,2023,Helm,5.6,6.4,7.2,5.8,Germany_ENS_1880_2026_cleaned.csv,7.7,16.676,32.48,-0.7999999999999998,-25.98399999999999
Germany,2023,Shield,5.0,5.4,6.0,5.2,Germany_ENS_1880_2026_cleaned.csv,7.0,15.945,26.0,-0.5999999999999996,-15.59999999999999
Germany,2023,Lore,5.6,5.4,7.4,7.0,Germany_ENS_1880_2026_cleaned.csv,7.1,17.769,39.199999999999996,-2.0,-78.39999999999999
Germany,2023,Stewards,5.4,5.4,6.0,5.2,Germany_ENS_1880_2026_cleaned.csv,7.4,16.572,28.080000000000002,-0.5999999999999996,-16.847999999999992
Germany,2023,Craft,6.4,6.2,6.0,7.2,Germany_ENS_1880_2026_cleaned.csv,10.2,20.253,46.080000000000005,0.20000000000000018,9.21600000000001
Germany,2023,Hands,5.4,5.0,7.0,5.2,Germany_ENS_1880_2026_cleaned.csv,6.0,15.866,28.080000000000002,-2.0,-56.160000000000004
Germany,2023,Archive,6.4,6.0,5.4,7.0,Germany_ENS_1880_2026_cleaned.csv,10.5,20.548,44.800000000000004,0.5999999999999996,26.87999999999999
Germany,2023,Flow,4.8,5.8,6.6,5.6,Germany_ENS_1880_2026_cleaned.csv,6.8,15.667,26.88,-0.7999999999999998,-21.503999999999994
Germany,2024,Helm,4.6,5.2,8.2,5.6,Germany_ENS_1880_2026_cleaned.csv,4.4,13.612,25.759999999999998,-2.999999999999999,-77.27999999999997
Germany,2024,Shield,4.6,5.0,5.4,5.2,Germany_ENS_1880_2026_cleaned.csv,6.8,14.921,23.919999999999998,-0.40000000000000036,-9.568000000000008
Germany,2024,Lore,5.0,5.4,7.4,6.8,Germany_ENS_1880_2026_cleaned.csv,6.4,15.889,34.0,-2.0,-68.0
Germany,2024,Stewards,5.2,6.0,6.6,5.2,Germany_ENS_1880_2026_cleaned.csv,7.2,15.005,27.040000000000003,-0.5999999999999996,-16.223999999999993
Germany,2024,Craft,6.2,6.2,6.2,8.0,Germany_ENS_1880_2026_cleaned.csv,10.2,19.559,49.6,0.0,0.0
Germany,2024,Hands,5.0,5.2,7.2,5.4,Germany_ENS_1880_2026_cleaned.csv,5.7,14.564,27.0,-2.0,-54.0
Germany,2024,Archive,5.6,6.0,4.8,6.8,Germany_ENS_1880_2026_cleaned.csv,10.2,18.607,38.08,1.2000000000000002,45.696000000000005
Germany,2024,Flow,5.4,6.2,7.4,5.2,Germany_ENS_1880_2026_cleaned.csv,6.8,14.76,28.080000000000002,-1.2000000000000002,-33.696000000000005
Germany,2025,Helm,5.4,6.0,5.8,6.0,Germany_ENS_1880_2026_cleaned.csv,8.6,18.134,32.400000000000006,0.20000000000000018,6.480000000000007
Germany,2025,Shield,5.0,6.0,4.8,5.4,Germany_ENS_1880_2026_cleaned.csv,8.9,17.527,27.0,1.2000000000000002,32.400000000000006
Germany,2025,Lore,5.0,6.0,5.4,6.8,Germany_ENS_1880_2026_cleaned.csv,9.0,18.705,34.0,0.5999999999999996,20.399999999999988
Germany,2025,Stewards,6.2,5.6,6.0,5.6,Germany_ENS_1880_2026_cleaned.csv,8.6,18.759,34.72,-0.40000000000000036,-13.888000000000012
Germany,2025,Craft,5.8,5.8,6.2,6.6,Germany_ENS_1880_2026_cleaned.csv,8.7,19.122,38.279999999999994,-0.40000000000000036,-15.312000000000012
Germany,2025,Hands,5.4,4.6,5.6,4.8,Germany_ENS_1880_2026_cleaned.csv,6.8,16.849,25.92,-1.0,-25.92
Germany,2025,Archive,6.0,6.0,4.6,7.0,Germany_ENS_1880_2026_cleaned.csv,10.9,21.234,42.0,1.4000000000000004,58.80000000000001
Germany,2025,Flow,5.2,6.8,7.4,5.6,Germany_ENS_1880_2026_cleaned.csv,7.4,16.175,29.119999999999997,-0.6000000000000005,-17.472000000000016
Germany,2026,Helm,6.0,6.4,5.2,6.0,Germany_ENS_1880_2026_cleaned.csv,10.2,19.609,36.0,1.2000000000000002,43.2
Germany,2026,Shield,4.2,6.0,4.2,5.0,Germany_ENS_1880_2026_cleaned.csv,8.5,16.122,21.0,1.7999999999999998,37.8
Germany,2026,Lore,6.4,5.8,6.6,7.4,Germany_ENS_1880_2026_cleaned.csv,9.3,20.635,47.36000000000001,-0.7999999999999998,-37.888
Germany,2026,Stewards,6.2,6.6,6.2,5.4,Germany_ENS_1880_2026_cleaned.csv,9.3,18.368,33.480000000000004,0.39999999999999947,13.391999999999983
Germany,2026,Craft,5.2,6.2,5.2,7.0,Germany_ENS_1880_2026_cleaned.csv,9.7,19.543,36.4,1.0,36.4
Germany,2026,Hands,5.0,4.4,5.4,5.0,Germany_ENS_1880_2026_cleaned.csv,6.5,16.62,25.0,-1.0,-25.0
Germany,2026,Archive,5.8,5.8,5.4,7.6,Germany_ENS_1880_2026_cleaned.csv,10.0,21.001,44.08,0.39999999999999947,17.631999999999977
Germany,2026,Flow,4.4,5.4,7.6,6.0,Germany_ENS_1880_2026_cleaned.csv,5.2,15.323,26.400000000000002,-2.1999999999999993,-58.079999999999984
Iran,1875,Helm,3.8,4.4,5.0,4.0,Iran_ENS_1875_2026_cleaned.csv,5.2,10.738,15.2,-0.5999999999999996,-9.119999999999994
Iran,1875,Shield,3.0,3.4,4.8,2.8,Iran_ENS_1875_2026_cleaned.csv,3.0,8.413,8.399999999999999,-1.4,-11.759999999999998
Iran,1875,Lore,5.8,4.4,3.6,6.2,Iran_ENS_1875_2026_cleaned.csv,9.7,16.292,35.96,0.8000000000000003,28.76800000000001
Iran,1875,Stewards,4.0,3.8,5.4,4.2,Iran_ENS_1875_2026_cleaned.csv,4.5,11.027,16.8,-1.6000000000000005,-26.88000000000001
Iran,1875,Craft,4.6,3.2,4.4,4.0,Iran_ENS_1875_2026_cleaned.csv,5.4,12.22,18.4,-1.2000000000000002,-22.080000000000002
Iran,1875,Hands,5.2,4.8,4.4,3.4,Iran_ENS_1875_2026_cleaned.csv,7.3,12.49,17.68,0.39999999999999947,7.07199999999999
Iran,1875,Archive,5.0,4.0,3.8,5.2,Iran_ENS_1875_2026_cleaned.csv,7.8,14.223,26.0,0.20000000000000018,5.200000000000005
Iran,1875,Flow,4.2,4.0,5.0,4.0,Iran_ENS_1875_2026_cleaned.csv,5.2,11.332,16.8,-1.0,-16.8
Iran,1876,Helm,3.8,4.4,5.2,3.2,Iran_ENS_1875_2026_cleaned.csv,4.6,9.805,12.16,-0.7999999999999998,-9.727999999999998
Iran,1876,Shield,3.2,3.6,4.4,3.4,Iran_ENS_1875_2026_cleaned.csv,4.1,9.382,10.88,-0.8000000000000003,-8.704000000000004
Iran,1876,Lore,5.8,5.6,4.2,6.0,Iran_ENS_1875_2026_cleaned.csv,10.2,15.55,34.8,1.3999999999999995,48.71999999999998
Iran,1876,Stewards,4.0,4.0,5.0,4.2,Iran_ENS_1875_2026_cleaned.csv,5.1,11.082,16.8,-1.0,-16.8
Iran,1876,Craft,5.6,4.2,4.0,4.2,Iran_ENS_1875_2026_cleaned.csv,7.9,13.943,23.52,0.20000000000000018,4.704000000000004
Iran,1876,Hands,5.2,4.2,4.6,2.2,Iran_ENS_1875_2026_cleaned.csv,5.9,11.182,11.440000000000001,-0.39999999999999947,-4.575999999999994
Iran,1876,Archive,5.0,3.8,4.4,5.2,Iran_ENS_1875_2026_cleaned.csv,7.0,13.699,26.0,-0.6000000000000005,-15.600000000000014
Iran,1876,Flow,3.8,4.0,5.2,3.8,Iran_ENS_1875_2026_cleaned.csv,4.5,10.34,14.44,-1.2000000000000002,-17.328000000000003
Iran,1877,Helm,3.8,3.6,5.2,4.0,Iran_ENS_1875_2026_cleaned.csv,4.2,10.487,15.2,-1.6,-24.32
Iran,1877,Shield,3.2,3.6,5.0,2.0,Iran_ENS_1875_2026_cleaned.csv,2.8,7.76,6.4,-1.4,-8.959999999999999
Iran,1877,Lore,6.2,4.8,4.4,6.4,Iran_ENS_1875_2026_cleaned.csv,9.8,16.201,39.68000000000001,0.39999999999999947,15.871999999999982
Iran,1877,Stewards,3.8,3.0,5.4,3.6,Iran_ENS_1875_2026_cleaned.csv,3.2,10.044,13.68,-2.4000000000000004,-32.832
Iran,1877,Craft,5.2,3.6,3.4,4.4,Iran_ENS_1875_2026_cleaned.csv,7.6,13.84,22.880000000000003,0.20000000000000018,4.576000000000005
Iran,1877,Hands,5.0,4.4,3.8,3.2,Iran_ENS_1875_2026_cleaned.csv,7.2,12.214,16.0,0.6000000000000005,9.600000000000009
Iran,1877,Archive,4.6,4.2,3.8,4.6,Iran_ENS_1875_2026_cleaned.csv,7.3,12.912,21.159999999999997,0.40000000000000036,8.464000000000006
Iran,1877,Flow,4.0,4.0,5.4,4.2,Iran_ENS_1875_2026_cleaned.csv,4.7,10.863,16.8,-1.4000000000000004,-23.520000000000007
Iran,1878,Helm,4.2,4.0,5.2,4.0,Iran_ENS_1875_2026_cleaned.csv,5.0,10.874,16.8,-1.2000000000000002,-20.160000000000004
Iran,1878,Shield,3.0,2.8,5.8,2.4,Iran_ENS_1875_2026_cleaned.csv,1.2,7.42,7.199999999999999,-3.0,-21.599999999999998
Iran,1878,Lore,6.4,5.4,4.4,5.6,Iran_ENS_1875_2026_cleaned.csv,10.2,15.536,35.839999999999996,1.0,35.839999999999996
Iran,1878,Stewards,3.6,3.8,5.4,4.2,Iran_ENS_1875_2026_cleaned.csv,4.1,10.08,15.120000000000001,-1.6000000000000005,-24.19200000000001
Iran,1878,Craft,5.0,3.8,4.2,3.8,Iran_ENS_1875_2026_cleaned.csv,6.5,12.321,19.0,-0.40000000000000036,-7.600000000000007
Iran,1878,Hands,4.8,3.6,4.0,3.2,Iran_ENS_1875_2026_cleaned.csv,6.0,11.584,15.36,-0.3999999999999999,-6.143999999999998
Iran,1878,Archive,4.8,4.0,4.6,5.2,Iran_ENS_1875_2026_cleaned.csv,6.8,13.015,24.96,-0.5999999999999996,-14.975999999999992
Iran,1878,Flow,3.6,4.2,4.2,4.0,Iran_ENS_1875_2026_cleaned.csv,5.6,10.447,14.4,0.0,0.0
Iran,1879,Helm,4.0,4.0,4.8,4.4,Iran_ENS_1875_2026_cleaned.csv,5.4,11.171,17.6,-0.7999999999999998,-14.079999999999998
Iran,1879,Shield,2.4,2.4,5.4,2.6,Iran_ENS_1875_2026_cleaned.csv,0.7,6.84,6.24,-3.0000000000000004,-18.720000000000002
Iran,1879,Lore,5.8,4.8,3.2,5.8,Iran_ENS_1875_2026_cleaned.csv,10.3,15.749,33.64,1.5999999999999996,53.82399999999999
Iran,1879,Stewards,4.4,4.0,5.0,3.8,Iran_ENS_1875_2026_cleaned.csv,5.3,11.153,16.72,-1.0,-16.72
Iran,1879,Craft,5.0,4.2,4.2,4.0,Iran_ENS_1875_2026_cleaned.csv,7.0,12.591,20.0,0.0,0.0
Iran,1879,Hands,4.8,3.8,4.2,2.0,Iran_ENS_1875_2026_cleaned.csv,5.4,10.403,9.6,-0.40000000000000036,-3.8400000000000034
Iran,1879,Archive,5.0,3.2,3.8,5.0,Iran_ENS_1875_2026_cleaned.csv,6.9,13.652,25.0,-0.5999999999999996,-14.999999999999991
Iran,1879,Flow,4.0,4.0,5.4,4.0,Iran_ENS_1875_2026_cleaned.csv,4.6,10.554,16.0,-1.4000000000000004,-22.400000000000006
Iran,1880,Helm,4.8,3.6,5.0,4.4,Iran_ENS_1875_2026_cleaned.csv,5.6,12.823,21.12,-1.4,-29.567999999999998
Iran,1880,Shield,2.6,3.4,5.2,2.8,Iran_ENS_1875_2026_cleaned.csv,2.2,7.756,7.279999999999999,-1.8000000000000003,-13.104000000000001
Iran,1880,Lore,5.8,4.2,3.8,5.8,Iran_ENS_1875_2026_cleaned.csv,9.1,16.17,33.64,0.40000000000000036,13.456000000000012
Iran,1880,Stewards,4.8,4.2,5.0,4.0,Iran_ENS_1875_2026_cleaned.csv,6.0,12.466,19.2,-0.7999999999999998,-15.359999999999996
Iran,1880,Craft,4.8,3.4,4.4,4.2,Iran_ENS_1875_2026_cleaned.csv,5.9,12.974,20.16,-1.0000000000000004,-20.16000000000001
Iran,1880,Hands,5.4,3.6,4.6,2.8,Iran_ENS_1875_2026_cleaned.csv,5.8,12.407,15.12,-0.9999999999999996,-15.119999999999992
Iran,1880,Archive,5.2,4.4,4.0,5.0,Iran_ENS_1875_2026_cleaned.csv,8.1,14.511,26.0,0.40000000000000036,10.40000000000001
Iran,1880,Flow,3.8,4.2,5.2,4.4,Iran_ENS_1875_2026_cleaned.csv,5.0,11.195,16.72,-1.0,-16.72
Iran,1881,Helm,3.8,4.0,5.4,4.0,Iran_ENS_1875_2026_cleaned.csv,4.4,10.255,15.2,-1.4000000000000004,-21.280000000000005
Iran,1881,Shield,3.2,2.8,5.0,3.0,Iran_ENS_1875_2026_cleaned.csv,2.5,8.611,9.600000000000001,-2.2,-21.120000000000005
Iran,1881,Lore,5.8,4.8,4.2,6.6,Iran_ENS_1875_2026_cleaned.csv,9.7,15.726,38.279999999999994,0.5999999999999996,22.967999999999982
Iran,1881,Stewards,4.2,3.4,5.2,4.4,Iran_ENS_1875_2026_cleaned.csv,4.6,11.267,18.480000000000004,-1.8000000000000003,-33.26400000000001
Iran,1881,Craft,4.8,4.4,3.4,4.2,Iran_ENS_1875_2026_cleaned.csv,7.9,12.861,20.16,1.0000000000000004,20.16000000000001
Iran,1881,Hands,5.2,3.8,4.4,2.4,Iran_ENS_1875_2026_cleaned.csv,5.8,11.139,12.48,-0.6000000000000005,-7.488000000000007
Iran,1881,Archive,4.2,4.0,3.8,4.6,Iran_ENS_1875_2026_cleaned.csv,6.7,12.141,19.32,0.20000000000000018,3.8640000000000034
Iran,1881,Flow,3.6,4.6,5.2,3.8,Iran_ENS_1875_2026_cleaned.csv,4.9,9.874,13.68,-0.6000000000000005,-8.208000000000007
Iran,1882,Helm,3.6,4.4,5.0,3.6,Iran_ENS_1875_2026_cleaned.csv,4.8,9.827,12.96,-0.5999999999999996,-7.775999999999996
Iran,1882,Shield,3.0,2.8,5.0,2.8,Iran_ENS_1875_2026_cleaned.csv,2.2,8.146,8.399999999999999,-2.2,-18.479999999999997
Iran,1882,Lore,5.2,4.6,4.0,6.2,Iran_ENS_1875_2026_cleaned.csv,8.9,14.858,32.24,0.5999999999999996,19.34399999999999
Iran,1882,Stewards,3.4,4.0,4.8,4.0,Iran_ENS_1875_2026_cleaned.csv,4.6,9.991,13.6,-0.7999999999999998,-10.879999999999997
Iran,1882,Craft,5.0,4.2,3.0,4.2,Iran_ENS_1875_2026_cleaned.csv,8.3,13.415,21.0,1.2000000000000002,25.200000000000003
Iran,1882,Hands,5.4,3.6,3.6,3.4,Iran_ENS_1875_2026_cleaned.csv,7.1,12.844,18.36,0.0,0.0
Iran,1882,Archive,5.0,4.0,3.8,5.0,Iran_ENS_1875_2026_cleaned.csv,7.7,13.706,25.0,0.20000000000000018,5.000000000000004
Iran,1882,Flow,3.4,3.2,5.2,4.0,Iran_ENS_1875_2026_cleaned.csv,3.4,9.816,13.6,-2.0,-27.2
Iran,1883,Helm,4.2,3.6,4.6,4.0,Iran_ENS_1875_2026_cleaned.csv,5.2,11.706,16.8,-0.9999999999999996,-16.799999999999994
Iran,1883,Shield,2.8,2.6,5.2,3.0,Iran_ENS_1875_2026_cleaned.csv,1.7,8.236,8.399999999999999,-2.6,-21.839999999999996
Iran,1883,Lore,6.2,5.2,3.6,5.8,Iran_ENS_1875_2026_cleaned.csv,10.7,16.774,35.96,1.6,57.536
Iran,1883,Stewards,3.8,3.8,4.4,3.6,Iran_ENS_1875_2026_cleaned.csv,5.0,10.8,13.68,-0.6000000000000005,-8.208000000000007
Iran,1883,Craft,5.0,3.4,3.6,4.0,Iran_ENS_1875_2026_cleaned.csv,6.8,13.499,20.0,-0.20000000000000018,-4.0000000000000036
Iran,1883,Hands,5.4,4.2,4.0,2.2,Iran_ENS_1875_2026_cleaned.csv,6.7,12.139,11.880000000000003,0.20000000000000018,2.3760000000000026
Iran,1883,Archive,5.0,4.8,4.0,5.0,Iran_ENS_1875_2026_cleaned.csv,8.3,14.131,25.0,0.7999999999999998,19.999999999999996
Iran,1883,Flow,4.6,4.2,5.2,4.2,Iran_ENS_1875_2026_cleaned.csv,5.7,12.187,19.32,-1.0,-19.32
Iran,1884,Helm,4.0,3.8,5.2,4.0,Iran_ENS_1875_2026_cleaned.csv,4.6,10.979,16.0,-1.4000000000000004,-22.400000000000006
Iran,1884,Shield,2.6,2.8,4.4,3.0,Iran_ENS_1875_2026_cleaned.csv,2.5,8.117,7.800000000000001,-1.6000000000000005,-12.480000000000006
Iran,1884,Lore,5.8,5.4,3.6,5.4,Iran_ENS_1875_2026_cleaned.csv,10.3,15.712,31.32,1.8000000000000003,56.37600000000001
Iran,1884,Stewards,4.4,4.2,4.8,4.4,Iran_ENS_1875_2026_cleaned.csv,6.0,12.134,19.360000000000003,-0.5999999999999996,-11.615999999999994
Iran,1884,Craft,5.2,3.6,3.8,3.6,Iran_ENS_1875_2026_cleaned.csv,6.8,13.156,18.720000000000002,-0.19999999999999973,-3.7439999999999953
Iran,1884,Hands,5.0,4.6,4.0,3.2,Iran_ENS_1875_2026_cleaned.csv,7.2,12.37,16.0,0.5999999999999996,9.599999999999994
Iran,1884,Archive,5.0,3.2,4.2,4.8,Iran_ENS_1875_2026_cleaned.csv,6.4,13.7,24.0,-1.0,-24.0
Iran,1884,Flow,4.6,4.0,5.4,3.8,Iran_ENS_1875_2026_cleaned.csv,5.1,11.607,17.479999999999997,-1.4000000000000004,-24.472
Iran,1885,Helm,4.2,3.6,4.2,5.0,Iran_ENS_1875_2026_cleaned.csv,6.1,12.85,21.0,-0.6000000000000001,-12.600000000000001
Iran,1885,Shield,2.8,2.8,5.0,3.4,Iran_ENS_1875_2026_cleaned.csv,2.3,8.742,9.52,-2.2,-20.944
Iran,1885,Lore,6.0,5.0,3.8,6.0,Iran_ENS_1875_2026_cleaned.csv,10.2,16.531,36.0,1.2000000000000002,43.2
Iran,1885,Stewards,3.4,4.4,4.6,3.8,Iran_ENS_1875_2026_cleaned.csv,5.1,10.272,12.92,-0.1999999999999993,-2.5839999999999907
Iran,1885,Craft,5.0,3.6,3.4,3.6,Iran_ENS_1875_2026_cleaned.csv,7.0,13.123,18.0,0.20000000000000018,3.600000000000003
Iran,1885,Hands,5.0,4.0,3.4,3.6,Iran_ENS_1875_2026_cleaned.csv,7.4,13.123,18.0,0.6000000000000001,10.8
Iran,1885,Archive,5.4,3.8,4.0,4.6,Iran_ENS_1875_2026_cleaned.csv,7.5,14.341,24.84,-0.20000000000000018,-4.968000000000004
Iran,1885,Flow,3.4,4.4,5.6,4.2,Iran_ENS_1875_2026_cleaned.csv,4.3,10.198,14.28,-1.1999999999999993,-17.13599999999999
Iran,1886,Helm,3.8,3.6,5.2,4.8,Iran_ENS_1875_2026_cleaned.csv,4.6,11.635,18.24,-1.6,-29.183999999999997
Iran,1886,Shield,2.6,3.6,4.4,3.4,Iran_ENS_1875_2026_cleaned.csv,3.5,8.714,8.84,-0.8000000000000003,-7.072000000000002
Iran,1886,Lore,6.4,5.4,3.4,6.6,Iran_ENS_1875_2026_cleaned.csv,11.7,18.009,42.24,2.0000000000000004,84.48000000000002
Iran,1886,Stewards,4.4,3.8,4.8,4.0,Iran_ENS_1875_2026_cleaned.csv,5.4,12.027,17.6,-1.0,-17.6
Iran,1886,Craft,4.8,4.6,4.0,4.0,Iran_ENS_1875_2026_cleaned.csv,7.4,13.062,19.2,0.5999999999999996,11.519999999999992
Iran,1886,Hands,5.2,4.2,3.6,2.4,Iran_ENS_1875_2026_cleaned.csv,7.0,12.201,12.48,0.6000000000000001,7.488000000000001
Iran,1886,Archive,5.4,4.0,4.2,4.8,Iran_ENS_1875_2026_cleaned.csv,7.6,14.579,25.92,-0.20000000000000018,-5.184000000000005
Iran,1886,Flow,3.6,4.6,5.2,4.0,Iran_ENS_1875_2026_cleaned.csv,5.0,10.597,14.4,-0.6000000000000005,-8.640000000000008
Iran,1887,Helm,4.0,3.8,5.0,4.8,Iran_ENS_1875_2026_cleaned.csv,5.2,11.926,19.2,-1.2000000000000002,-23.040000000000003
Iran,1887,Shield,3.4,3.4,5.2,3.0,Iran_ENS_1875_2026_cleaned.csv,3.1,9.243,10.2,-1.8000000000000003,-18.360000000000003
Iran,1887,Lore,5.6,5.2,4.2,5.8,Iran_ENS_1875_2026_cleaned.csv,9.5,15.587,32.48,1.0,32.48
Iran,1887,Stewards,4.2,3.6,5.2,3.8,Iran_ENS_1875_2026_cleaned.csv,4.5,11.244,15.959999999999999,-1.6,-25.536
Iran,1887,Craft,5.2,4.0,3.4,4.4,Iran_ENS_1875_2026_cleaned.csv,8.0,14.285,22.880000000000003,0.6000000000000001,13.728000000000003
Iran,1887,Hands,5.2,3.8,3.4,3.0,Iran_ENS_1875_2026_cleaned.csv,7.1,12.904,15.600000000000001,0.3999999999999999,6.239999999999999
Iran,1887,Archive,5.2,3.4,4.2,4.6,Iran_ENS_1875_2026_cleaned.csv,6.7,13.997,23.919999999999998,-0.8000000000000003,-19.136000000000006
Iran,1887,Flow,3.8,3.6,5.4,4.0,Iran_ENS_1875_2026_cleaned.csv,4.0,10.717,15.2,-1.8000000000000003,-27.360000000000003
Iran,1888,Helm,4.2,4.0,4.6,4.4,Iran_ENS_1875_2026_cleaned.csv,5.8,12.349,18.480000000000004,-0.5999999999999996,-11.087999999999996
Iran,1888,Shield,3.0,2.8,5.2,3.0,Iran_ENS_1875_2026_cleaned.csv,2.1,8.767,9.0,-2.4000000000000004,-21.6
Iran,1888,Lore,6.0,4.8,4.0,6.4,Iran_ENS_1875_2026_cleaned.csv,10.0,17.123,38.400000000000006,0.7999999999999998,30.72
Iran,1888,Stewards,3.6,4.2,4.6,4.6,Iran_ENS_1875_2026_cleaned.csv,5.5,11.579,16.56,-0.39999999999999947,-6.623999999999991
Iran,1888,Craft,5.2,3.4,3.4,3.2,Iran_ENS_1875_2026_cleaned.csv,6.8,13.342,16.64,0.0,0.0
Iran,1888,Hands,5.2,4.0,3.8,3.0,Iran_ENS_1875_2026_cleaned.csv,6.9,12.904,15.600000000000001,0.20000000000000018,3.120000000000003
Iran,1888,Archive,5.4,4.0,4.0,5.2,Iran_ENS_1875_2026_cleaned.csv,8.0,15.248,28.080000000000002,0.0,0.0
Iran,1888,Flow,4.0,4.0,5.2,4.6,Iran_ENS_1875_2026_cleaned.csv,5.1,11.907,18.4,-1.2000000000000002,-22.080000000000002
Iran,1889,Helm,4.2,4.4,5.0,4.4,Iran_ENS_1875_2026_cleaned.csv,5.8,11.399,18.480000000000004,-0.5999999999999996,-11.087999999999996
Iran,1889,Shield,3.0,3.0,5.2,3.6,Iran_ENS_1875_2026_cleaned.csv,2.6,8.815,10.8,-2.2,-23.760000000000005
Iran,1889,Lore,5.4,5.4,4.4,5.6,Iran_ENS_1875_2026_cleaned.csv,9.2,14.373,30.24,1.0,30.24
Iran,1889,Stewards,4.4,4.2,5.4,3.6,Iran_ENS_1875_2026_cleaned.csv,5.0,10.778,15.840000000000002,-1.2000000000000002,-19.008000000000006
Iran,1889,Craft,4.8,4.4,4.0,3.8,Iran_ENS_1875_2026_cleaned.csv,7.1,12.213,18.24,0.40000000000000036,7.296000000000006
Iran,1889,Hands,4.4,4.4,4.0,3.2,Iran_ENS_1875_2026_cleaned.csv,6.4,11.063,14.080000000000002,0.40000000000000036,5.632000000000006
