Society,Year,Node,Coherence,Capacity,Stress,Abstraction
Poland,2003,Hands,5.0,5.0,5.0,5.0
Poland,2003,Archive,6.0,6.0,5.0,6.0
Poland,2003,Flow,6.0,6.8,4.2,6.0
Poland,2004,Helm,6.0,6.0,4.0,6.0
Poland,2004,Shield,5.0,6.0,4.0,5.0
Poland,2004,Lore,6.0,6.0,4.0,7.0
Poland,2004,Stewards,5.6,6.0,4.4,5.0
Poland,2004,Craft,6.0,6.4,4.0,6.0
Poland,2004,Hands,5.0,5.4,4.8,5.0
Poland,2004,Archive,6.0,6.0,4.0,6.0
Poland,2004,Flow,6.0,7.0,4.0,6.0
Poland,2005,Helm,6.0,6.0,4.0,6.0
Poland,2005,Shield,5.0,6.0,4.0,5.0
Poland,2005,Lore,6.0,6.0,4.0,7.0
Poland,2005,Stewards,5.6,6.0,4.4,5.0
Poland,2005,Craft,6.0,6.0,4.0,6.0
Poland,2005,Hands,5.0,5.6,5.0,5.0
Poland,2005,Archive,6.0,6.0,4.0,6.0
Poland,2005,Flow,6.0,7.0,4.0,6.0
Poland,2006,Helm,6.0,6.0,5.0,6.0
Poland,2006,Shield,5.0,6.0,4.0,5.0
Poland,2006,Lore,6.0,6.0,4.0,7.0
Poland,2006,Stewards,5.0,6.0,5.0,5.0
Poland,2006,Craft,6.0,6.6,4.0,6.0
Poland,2006,Hands,5.0,5.4,4.8,5.0
Poland,2006,Archive,6.0,6.0,4.0,6.0
Poland,2006,Flow,6.0,7.0,4.0,6.0
Poland,2007,Helm,6.0,6.0,5.0,6.0
Poland,2007,Shield,5.0,6.0,4.0,5.0
Poland,2007,Lore,6.0,6.0,4.0,7.0
Poland,2007,Stewards,5.4,6.0,4.0,5.0
Poland,2007,Craft,6.0,7.0,4.0,6.0
Poland,2007,Hands,5.0,6.0,4.0,5.0
Poland,2007,Archive,6.0,6.0,4.0,6.0
Poland,2007,Flow,6.0,7.0,4.0,6.0
Poland,2008,Helm,6.0,6.0,5.0,6.0
Poland,2008,Shield,5.0,6.0,4.0,5.0
Poland,2008,Lore,6.0,6.0,4.0,7.0
Poland,2008,Stewards,5.0,6.0,5.0,5.0
Poland,2008,Craft,6.0,7.0,4.2,6.0
Poland,2008,Hands,5.0,6.0,4.0,5.0
Poland,2008,Archive,6.0,6.0,4.0,6.0
Poland,2008,Flow,6.0,7.0,5.0,6.0
Poland,2009,Helm,6.0,6.0,4.0,6.0
Poland,2009,Shield,5.0,6.0,4.0,5.0
Poland,2009,Lore,6.0,6.0,4.0,7.0
Poland,2009,Stewards,5.0,6.0,4.0,5.0
Poland,2009,Craft,6.0,7.0,4.0,6.0
Poland,2009,Hands,5.0,6.0,5.0,5.0
Poland,2009,Archive,6.0,6.0,4.0,6.0
Poland,2009,Flow,6.0,7.0,4.0,6.0
Poland,2010,Helm,6.0,6.0,5.0,6.0
Poland,2010,Shield,5.0,6.0,4.0,5.0
Poland,2010,Lore,6.0,6.0,4.0,7.0
Poland,2010,Stewards,5.0,6.0,4.2,5.0
Poland,2010,Craft,6.0,7.0,4.0,6.0
Poland,2010,Hands,5.0,6.0,5.0,5.0
Poland,2010,Archive,6.0,6.0,4.0,6.0
Poland,2010,Flow,6.0,7.0,4.0,6.0
Poland,2011,Helm,6.0,6.0,4.8,6.0
Poland,2011,Shield,5.0,6.0,4.0,5.0
Poland,2011,Lore,6.0,6.0,4.0,7.0
Poland,2011,Stewards,5.0,6.0,4.0,5.0
Poland,2011,Craft,6.0,7.0,4.0,6.0
Poland,2011,Hands,5.0,6.0,4.0,5.0
Poland,2011,Archive,6.0,6.0,4.0,6.0
Poland,2011,Flow,6.0,7.0,4.0,6.0
Poland,2012,Helm,6.0,6.0,4.8,6.0
Poland,2012,Shield,5.0,6.0,4.0,5.0
Poland,2012,Lore,6.0,6.0,4.0,7.0
Poland,2012,Stewards,6.0,6.0,4.0,5.0
Poland,2012,Craft,6.0,7.0,4.0,6.0
Poland,2012,Hands,5.0,6.0,4.0,5.0
Poland,2012,Archive,6.0,6.0,4.0,6.0
Poland,2012,Flow,6.0,7.0,4.0,6.0
Poland,2013,Helm,6.0,6.0,4.8,6.0
Poland,2013,Shield,5.0,6.0,4.0,5.0
Poland,2013,Lore,6.0,6.0,4.0,7.0
Poland,2013,Stewards,6.0,6.0,4.0,5.0
Poland,2013,Craft,6.0,7.0,4.0,6.0
Poland,2013,Hands,5.0,6.0,4.0,5.0
Poland,2013,Archive,6.0,6.0,4.0,6.0
Poland,2013,Flow,6.0,7.0,4.0,6.0
Poland,2014,Helm,6.0,6.0,5.0,6.0
Poland,2014,Shield,5.0,6.0,4.0,5.0
Poland,2014,Lore,6.0,6.0,5.0,7.0
Poland,2014,Stewards,6.0,6.0,4.0,5.0
Poland,2014,Craft,6.0,7.0,4.0,6.0
Poland,2014,Hands,5.0,6.0,4.0,5.0
Poland,2014,Archive,6.0,6.0,4.0,6.0
Poland,2014,Flow,6.0,7.0,4.0,6.0
Poland,2015,Helm,5.0,6.0,5.0,6.0
Poland,2015,Shield,5.0,6.0,5.0,5.0
Poland,2015,Lore,6.0,6.0,5.0,7.0
Poland,2015,Stewards,6.0,6.0,4.0,5.0
Poland,2015,Craft,6.0,7.0,4.0,6.0
Poland,2015,Hands,5.0,6.0,4.0,5.0
Poland,2015,Archive,6.0,6.0,4.0,6.0
Poland,2015,Flow,6.0,7.0,4.0,6.0
Poland,2016,Helm,5.0,6.0,6.0,6.0
Poland,2016,Shield,5.0,6.0,5.0,5.0
Poland,2016,Lore,5.0,6.0,6.0,7.0
Poland,2016,Stewards,6.0,6.0,5.0,5.0
Poland,2016,Craft,6.0,7.0,4.0,6.0
Poland,2016,Hands,5.0,6.0,4.0,5.0
Poland,2016,Archive,5.0,6.0,5.0,6.0
Poland,2016,Flow,6.0,7.0,4.0,6.0
Poland,2017,Helm,5.0,6.0,6.0,6.0
Poland,2017,Shield,5.0,6.0,5.0,5.0
Poland,2017,Lore,5.0,6.0,6.0,7.0
Poland,2017,Stewards,6.0,6.0,5.0,5.0
Poland,2017,Craft,6.0,7.0,4.0,6.0
Poland,2017,Hands,5.0,6.0,4.0,5.0
Poland,2017,Archive,5.0,6.0,5.0,6.0
Poland,2017,Flow,6.0,7.0,4.0,6.0
Poland,2018,Helm,5.0,6.0,6.0,6.0
Poland,2018,Shield,5.0,6.0,5.0,5.0
Poland,2018,Lore,5.0,6.0,6.0,7.0
Poland,2018,Stewards,6.0,6.0,5.0,5.0
Poland,2018,Craft,6.0,7.0,4.0,6.0
Poland,2018,Hands,5.0,6.0,5.0,5.0
Poland,2018,Archive,5.0,6.0,5.0,6.0
Poland,2018,Flow,6.0,7.0,4.0,6.0
Poland,2019,Helm,5.0,6.0,6.0,6.0
Poland,2019,Shield,5.0,6.0,5.0,5.0
Poland,2019,Lore,5.0,6.0,6.0,7.0
Poland,2019,Stewards,6.0,6.0,5.0,5.0
Poland,2019,Craft,6.0,7.0,4.0,6.0
Poland,2019,Hands,5.0,6.0,5.0,5.0
Poland,2019,Archive,5.0,6.0,5.0,6.0
Poland,2019,Flow,6.0,7.0,4.0,6.0
Poland,2020,Helm,5.0,6.0,7.0,6.0
Poland,2020,Shield,5.0,6.0,5.0,5.0
Poland,2020,Lore,5.0,6.0,6.0,7.0
Poland,2020,Stewards,5.0,6.0,6.0,5.0
Poland,2020,Craft,6.0,6.0,5.0,6.0
Poland,2020,Hands,5.0,5.0,6.0,5.0
Poland,2020,Archive,5.0,6.0,5.0,6.0
Poland,2020,Flow,5.0,6.0,6.0,6.0
Poland,2021,Helm,5.0,6.0,6.0,6.0
Poland,2021,Shield,5.0,6.0,5.0,5.0
Poland,2021,Lore,5.0,6.0,6.0,7.0
Poland,2021,Stewards,5.0,6.0,5.0,5.0
Poland,2021,Craft,6.0,7.0,5.0,6.0
Poland,2021,Hands,5.0,6.0,5.0,5.0
Poland,2021,Archive,5.0,6.0,5.0,6.0
Poland,2021,Flow,6.0,7.0,5.0,6.0
Poland,2022,Helm,5.0,6.0,7.0,6.0
Poland,2022,Shield,6.0,6.4,6.0,5.0
Poland,2022,Lore,5.0,6.0,6.0,7.0
Poland,2022,Stewards,5.0,6.0,6.0,5.0
Poland,2022,Craft,6.0,7.0,5.0,6.0
Poland,2022,Hands,5.0,6.0,5.2,5.0
Poland,2022,Archive,5.0,6.0,5.0,6.0
Poland,2022,Flow,6.0,7.0,5.0,6.0
Poland,2023,Helm,5.0,6.0,6.0,6.0
Poland,2023,Shield,6.0,7.0,5.0,5.0
Poland,2023,Lore,5.0,6.0,5.0,7.0
Poland,2023,Stewards,5.0,6.0,5.0,5.0
Poland,2023,Craft,6.0,7.0,4.0,6.0
Poland,2023,Hands,5.0,6.0,5.0,5.0
Poland,2023,Archive,6.0,6.0,5.0,6.0
Poland,2023,Flow,6.0,7.0,4.0,6.0
Poland,2024,Helm,6.0,6.0,5.0,6.0
Poland,2024,Shield,6.0,7.0,5.0,5.6
Poland,2024,Lore,6.0,6.0,5.0,7.0
Poland,2024,Stewards,5.0,6.0,5.0,5.0
Poland,2024,Craft,6.0,7.0,4.0,6.0
Poland,2024,Hands,5.0,6.0,5.0,5.0
Poland,2024,Archive,6.0,6.0,5.0,6.0
Poland,2024,Flow,6.0,7.0,4.0,6.0
Poland,2025,Helm,6.0,6.0,5.0,6.0
Poland,2025,Shield,6.0,7.0,5.0,5.6
Poland,2025,Lore,6.0,6.0,5.0,7.0
Poland,2025,Stewards,5.0,6.0,5.0,5.0
Poland,2025,Craft,6.0,7.0,4.0,6.0
Poland,2025,Hands,5.0,6.0,5.0,5.0
Poland,2025,Archive,6.0,6.0,5.0,6.0
Poland,2025,Flow,6.0,7.0,4.0,6.0
Poland,2026,Helm,6.0,6.0,5.0,6.0
Poland,2026,Shield,6.0,7.0,5.0,5.6
Poland,2026,Lore,6.0,6.0,5.0,7.0
Poland,2026,Stewards,5.0,6.0,5.0,5.0
Poland,2026,Craft,6.0,7.0,4.0,6.0
Poland,2026,Hands,5.0,6.0,5.0,5.0
Poland,2026,Archive,6.0,6.0,5.0,6.0
Poland,2026,Flow,6.0,7.0,4.0,6.0
