Society_ID,T_Offset,Society,Year,V_Mean,V_Min,B_Mean,Lambda2,s_min,Regime_v11
Society_D,T+11,Poland,1886,4.15,-1.0,0.1401,0.8957,-0.54,SYSTEMIC_CRISIS
Society_D,T+110,Poland,1985,7.05,5.5,0.1762,1.0879,-0.324,STRAINED
Society_D,T+111,Poland,1986,6.875,5.5,0.1746,1.084,-0.36,STRAINED
Society_D,T+112,Poland,1987,5.9625,3.5,0.1565,0.9654,-0.6,LOCAL_NODE_FAILURE
Society_D,T+113,Poland,1988,5.825,3.5,0.1543,0.9172,-0.6,LOCAL_NODE_FAILURE
Society_D,T+114,Poland,1989,6.3125,3.5,0.1636,0.9845,-0.72,LOCAL_NODE_FAILURE
Society_D,T+115,Poland,1990,4.925,2.5,0.1463,0.8728,-0.9,PHANTOM_TYPE_II
Society_D,T+116,Poland,1991,4.875,2.5,0.1454,0.8688,-0.9,PHANTOM_TYPE_II
Society_D,T+117,Poland,1992,5.525,2.5,0.153,0.9396,-0.8,PHANTOM_TYPE_II
Society_D,T+118,Poland,1993,6.85,4.3,0.1749,1.0726,-0.5,LOCAL_NODE_FAILURE
Society_D,T+119,Poland,1994,7.675,6.3,0.1887,1.178,-0.25,STRAINED
Society_D,T+12,Poland,1887,4.15,-1.0,0.1401,0.8957,-0.54,SYSTEMIC_CRISIS
Society_D,T+120,Poland,1995,8.8,6.5,0.209,1.3099,-0.25,STRAINED
Society_D,T+121,Poland,1996,9.175,7.5,0.2143,1.3357,0.0,STRAINED
Society_D,T+122,Poland,1997,9.2375,7.5,0.2155,1.3408,0.0,STRAINED
Society_D,T+123,Poland,1998,9.2375,7.5,0.2154,1.341,0.0,STRAINED
Society_D,T+124,Poland,1999,9.2375,7.5,0.2154,1.341,0.0,STRAINED
Society_D,T+125,Poland,2000,9.375,7.5,0.2167,1.3461,0.0,STRAINED
Society_D,T+126,Poland,2001,9.375,7.5,0.2167,1.3461,0.0,STRAINED
Society_D,T+127,Poland,2002,9.375,7.5,0.2167,1.3461,0.0,STRAINED
Society_D,T+128,Poland,2003,9.575,7.5,0.2201,1.3598,0.0,STRAINED
Society_D,T+129,Poland,2004,10.525,8.1,0.2449,1.5306,0.15,STRAINED
Society_D,T+13,Poland,1888,4.15,-1.0,0.1401,0.8957,-0.54,SYSTEMIC_CRISIS
Society_D,T+130,Poland,2005,10.475,8.1,0.2441,1.5259,0.15,STRAINED
Society_D,T+131,Poland,2006,10.275,8.1,0.2366,1.4374,0.15,STRAINED
Society_D,T+132,Poland,2007,10.675,9.5,0.2446,1.542,0.36,STRAINED
Society_D,T+133,Poland,2008,10.35,8.5,0.2346,1.4312,0.25,STRAINED
Society_D,T+134,Poland,2009,10.625,8.5,0.2437,1.5199,0.25,STRAINED
Society_D,T+135,Poland,2010,10.475,8.5,0.2385,1.4885,0.25,STRAINED
Society_D,T+136,Poland,2011,10.65,9.5,0.2443,1.5262,0.432,STRAINED
Society_D,T+137,Poland,2012,10.775,9.5,0.2472,1.5705,0.432,STRAINED
Society_D,T+138,Poland,2013,10.775,9.5,0.2472,1.5705,0.432,STRAINED
Society_D,T+139,Poland,2014,10.625,9.5,0.2426,1.5331,0.36,STRAINED
Society_D,T+14,Poland,1889,4.15,-1.0,0.1401,0.8957,-0.54,SYSTEMIC_CRISIS
Society_D,T+140,Poland,2015,10.375,8.5,0.2351,1.4942,0.25,STRAINED
Society_D,T+141,Poland,2016,9.625,8.0,0.2161,1.3271,0.0,STRAINED
Society_D,T+142,Poland,2017,9.625,8.0,0.2161,1.3271,0.0,STRAINED
Society_D,T+143,Poland,2018,9.5,8.0,0.2121,1.309,0.0,STRAINED
Society_D,T+144,Poland,2019,9.5,8.0,0.2121,1.309,0.0,STRAINED
Society_D,T+145,Poland,2020,8.125,6.5,0.185,1.1513,-0.3,STRAINED
Society_D,T+146,Poland,2021,9.125,8.0,0.2013,1.2523,0.0,STRAINED
Society_D,T+147,Poland,2022,8.9,7.0,0.1936,1.1875,-0.3,STRAINED
Society_D,T+148,Poland,2023,9.875,8.0,0.2184,1.3446,0.0,STRAINED
Society_D,T+149,Poland,2024,10.2875,8.5,0.2292,1.3974,0.25,STRAINED
Society_D,T+15,Poland,1890,4.4,-1.0,0.1431,0.9046,-0.5,SYSTEMIC_CRISIS
Society_D,T+150,Poland,2025,10.2875,8.5,0.2292,1.3974,0.25,STRAINED
Society_D,T+151,Poland,2026,10.2875,8.5,0.2292,1.3974,0.25,STRAINED
Society_D,T+16,Poland,1891,4.4,-1.0,0.1431,0.9046,-0.5,SYSTEMIC_CRISIS
Society_D,T+17,Poland,1892,4.4,-1.0,0.1431,0.9046,-0.5,SYSTEMIC_CRISIS
Society_D,T+18,Poland,1893,4.4,-1.0,0.1431,0.9046,-0.5,SYSTEMIC_CRISIS
Society_D,T+19,Poland,1894,4.4,-1.0,0.1431,0.9046,-0.5,SYSTEMIC_CRISIS
Society_D,T+2,Poland,1877,3.75,-1.0,0.1366,0.8774,-0.5616,SYSTEMIC_CRISIS
Society_D,T+20,Poland,1895,4.45,-1.0,0.1441,0.9083,-0.5,SYSTEMIC_CRISIS
Society_D,T+21,Poland,1896,4.45,-1.0,0.1441,0.9083,-0.5,SYSTEMIC_CRISIS
Society_D,T+22,Poland,1897,4.45,-1.0,0.1441,0.9083,-0.5,SYSTEMIC_CRISIS
Society_D,T+23,Poland,1898,4.45,-1.0,0.1441,0.9083,-0.5,SYSTEMIC_CRISIS
Society_D,T+24,Poland,1899,4.45,-1.0,0.1441,0.9083,-0.5,SYSTEMIC_CRISIS
Society_D,T+25,Poland,1900,4.65,-1.0,0.1464,0.9165,-0.5,SYSTEMIC_CRISIS
Society_D,T+26,Poland,1901,4.65,-1.0,0.1464,0.9165,-0.5,SYSTEMIC_CRISIS
Society_D,T+27,Poland,1902,4.65,-1.0,0.1464,0.9165,-0.5,SYSTEMIC_CRISIS
Society_D,T+28,Poland,1903,4.65,-1.0,0.1464,0.9165,-0.5,SYSTEMIC_CRISIS
Society_D,T+29,Poland,1904,4.65,-1.0,0.1464,0.9165,-0.5,SYSTEMIC_CRISIS
Society_D,T+3,Poland,1878,3.75,-1.0,0.1366,0.8774,-0.5616,SYSTEMIC_CRISIS
Society_D,T+30,Poland,1905,3.8375,-1.9,0.1318,0.8228,-1.008,SYSTEMIC_CRISIS
Society_D,T+31,Poland,1906,4.725,-1.0,0.1488,0.9269,-0.828,SYSTEMIC_CRISIS
Society_D,T+32,Poland,1907,4.725,-1.0,0.1488,0.9269,-0.828,SYSTEMIC_CRISIS
Society_D,T+33,Poland,1908,4.725,-1.0,0.1488,0.9269,-0.828,SYSTEMIC_CRISIS
Society_D,T+34,Poland,1909,4.725,-1.0,0.1488,0.9269,-0.828,SYSTEMIC_CRISIS
Society_D,T+35,Poland,1910,4.725,-1.0,0.1488,0.9269,-0.828,SYSTEMIC_CRISIS
Society_D,T+36,Poland,1911,4.725,-1.0,0.1488,0.9269,-0.828,SYSTEMIC_CRISIS
Society_D,T+37,Poland,1912,4.9125,1.0,0.1524,0.9686,-0.9,PHANTOM_TYPE_II
Society_D,T+38,Poland,1913,5.0875,1.5,0.1539,0.9795,-0.8,PHANTOM_TYPE_II
Society_D,T+39,Poland,1914,2.975,-0.0,0.1194,0.7657,-0.972,SYSTEMIC_CRISIS
Society_D,T+4,Poland,1879,3.75,-1.0,0.1366,0.8774,-0.5616,SYSTEMIC_CRISIS
Society_D,T+40,Poland,1915,1.25,-1.0,0.0981,0.6295,-1.26,SYSTEMIC_CRISIS
Society_D,T+41,Poland,1916,1.3875,-1.0,0.1,0.6376,-1.488,SYSTEMIC_CRISIS
Society_D,T+42,Poland,1917,3.4625,0.5,0.1307,0.8369,-1.4,PHANTOM_TYPE_II
Society_D,T+43,Poland,1918,4.3125,1.5,0.1439,0.9004,-1.92,PHANTOM_TYPE_II
Society_D,T+44,Poland,1919,5.6625,3.5,0.1571,0.9818,-0.84,PHANTOM_TYPE_II
Society_D,T+45,Poland,1920,5.325,2.5,0.1438,0.8834,-1.0,PHANTOM_TYPE_II
Society_D,T+46,Poland,1921,7.6,4.5,0.1886,1.1757,-0.42,LOCAL_NODE_FAILURE
Society_D,T+47,Poland,1922,7.775,4.5,0.2001,1.223,-0.5,LOCAL_NODE_FAILURE
Society_D,T+48,Poland,1923,7.0625,4.5,0.1858,1.1627,-0.5,LOCAL_NODE_FAILURE
Society_D,T+49,Poland,1924,7.5625,5.5,0.1953,1.2419,-0.3,STRAINED
Society_D,T+5,Poland,1880,4.025,-1.0,0.1376,0.8833,-0.5616,SYSTEMIC_CRISIS
Society_D,T+50,Poland,1925,7.8125,5.5,0.199,1.2585,-0.2,STRAINED
Society_D,T+51,Poland,1926,7.6875,5.5,0.1953,1.2419,-0.3,STRAINED
Society_D,T+52,Poland,1927,7.9875,5.5,0.2019,1.271,-0.2,STRAINED
Society_D,T+53,Poland,1928,8.1125,6.5,0.2019,1.271,0.0,STRAINED
Society_D,T+54,Poland,1929,7.5625,4.5,0.1922,1.1881,-0.4,LOCAL_NODE_FAILURE
Society_D,T+55,Poland,1930,7.3625,4.5,0.1865,1.1647,-0.4,LOCAL_NODE_FAILURE
Society_D,T+56,Poland,1931,6.3125,3.5,0.1689,1.0042,-0.6,LOCAL_NODE_FAILURE
Society_D,T+57,Poland,1932,6.3125,3.5,0.1689,1.0042,-0.6,LOCAL_NODE_FAILURE
Society_D,T+58,Poland,1933,6.8625,4.5,0.1788,1.0941,-0.4,LOCAL_NODE_FAILURE
Society_D,T+59,Poland,1934,7.4125,4.5,0.19,1.1814,-0.4,LOCAL_NODE_FAILURE
Society_D,T+6,Poland,1881,4.025,-1.0,0.1376,0.8833,-0.5616,SYSTEMIC_CRISIS
Society_D,T+60,Poland,1935,7.6375,5.5,0.1952,1.189,-0.2,STRAINED
Society_D,T+61,Poland,1936,7.5625,5.5,0.1922,1.2098,-0.3,STRAINED
Society_D,T+62,Poland,1937,7.0625,4.5,0.1799,1.0988,-0.4,LOCAL_NODE_FAILURE
Society_D,T+63,Poland,1938,6.2375,3.9,0.1597,0.9862,-0.6,LOCAL_NODE_FAILURE
Society_D,T+64,Poland,1939,1.025,-1.5,0.0903,0.5484,-1.68,SYSTEMIC_CRISIS
Society_D,T+65,Poland,1940,-1.1875,-4.0,0.0766,0.4416,-2.1,FREEZE_COLLAPSE
Society_D,T+66,Poland,1941,-1.1875,-4.0,0.0766,0.4416,-2.1,FREEZE_COLLAPSE
Society_D,T+67,Poland,1942,-1.0625,-4.0,0.078,0.4458,-2.1,FREEZE_COLLAPSE
Society_D,T+68,Poland,1943,-0.75,-4.0,0.0802,0.4524,-2.1,FREEZE_COLLAPSE
Society_D,T+69,Poland,1944,-0.5125,-4.0,0.0816,0.4565,-2.4,FREEZE_COLLAPSE
Society_D,T+7,Poland,1882,4.025,-1.0,0.1376,0.8833,-0.5616,SYSTEMIC_CRISIS
Society_D,T+70,Poland,1945,-1.6125,-4.0,0.0769,0.4424,-2.24,FREEZE_COLLAPSE
Society_D,T+71,Poland,1946,2.4875,0.0,0.1188,0.7343,-1.2,SYSTEMIC_CRISIS
Society_D,T+72,Poland,1947,4.65,3.5,0.1444,0.8938,-0.9,PHANTOM_TYPE_II
Society_D,T+73,Poland,1948,5.65,4.5,0.1648,1.0265,-0.6,LOCAL_NODE_FAILURE
Society_D,T+74,Poland,1949,6.7,5.4,0.1864,1.1484,-0.5,STRAINED
Society_D,T+75,Poland,1950,7.55,6.4,0.195,1.2055,-0.24,STRAINED
Society_D,T+76,Poland,1951,7.55,6.4,0.195,1.2055,-0.24,STRAINED
Society_D,T+77,Poland,1952,7.55,6.4,0.195,1.2055,-0.24,STRAINED
Society_D,T+78,Poland,1953,7.625,6.8,0.195,1.2055,-0.144,STRAINED
Society_D,T+79,Poland,1954,7.6,6.8,0.195,1.2055,-0.144,STRAINED
Society_D,T+8,Poland,1883,4.025,-1.0,0.1376,0.8833,-0.5616,SYSTEMIC_CRISIS
Society_D,T+80,Poland,1955,7.6875,7.0,0.1954,1.2075,0.0,STRAINED
Society_D,T+81,Poland,1956,6.6375,5.5,0.1682,1.0581,-0.6,STRAINED
Society_D,T+82,Poland,1957,7.6875,7.0,0.1953,1.2159,0.0,STRAINED
Society_D,T+83,Poland,1958,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+84,Poland,1959,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+85,Poland,1960,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+86,Poland,1961,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+87,Poland,1962,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+88,Poland,1963,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+89,Poland,1964,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+9,Poland,1884,4.025,-1.0,0.1376,0.8833,-0.5616,SYSTEMIC_CRISIS
Society_D,T+90,Poland,1965,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+91,Poland,1966,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+92,Poland,1967,7.5,7.0,0.191,1.1929,0.0,STRAINED
Society_D,T+93,Poland,1968,7.075,6.5,0.1799,1.1311,-0.3,STRAINED
Society_D,T+94,Poland,1969,7.625,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+95,Poland,1970,7.125,5.5,0.1788,1.1202,-0.5,STRAINED
Society_D,T+96,Poland,1971,7.775,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+97,Poland,1972,7.775,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+98,Poland,1973,7.875,7.0,0.1933,1.2071,0.0,STRAINED
Society_D,T+99,Poland,1974,7.875,7.0,0.1933,1.2071,0.0,STRAINED
Society_E,T+0,Chile,1875,9.9375,4.7,0.2561,1.5885,-0.096,STRAINED
Society_E,T+1,Chile,1876,9.925,4.7,0.2551,1.582,-0.0684,STRAINED
Society_E,T+10,Chile,1885,11.9625,5.3,0.2814,1.6656,0.0,STABLE_ADAPTIVE
Society_E,T+100,Chile,1975,5.2125,-0.2,0.1348,0.7596,-0.4032,SYSTEMIC_CRISIS
Society_E,T+101,Chile,1976,7.1375,1.1,0.1705,0.9219,-0.288,LOCAL_NODE_FAILURE
Society_E,T+102,Chile,1977,7.2625,1.0,0.1707,0.9278,-0.24,LOCAL_NODE_FAILURE
Society_E,T+103,Chile,1978,7.8875,1.2,0.1811,0.9579,-0.2458,LOCAL_NODE_FAILURE
Society_E,T+104,Chile,1979,9.6625,2.6,0.2218,1.1435,-0.192,LOCAL_NODE_FAILURE
Society_E,T+105,Chile,1980,10.125,3.5,0.2338,1.2439,-0.152,LOCAL_NODE_FAILURE
Society_E,T+106,Chile,1981,9.9875,3.6,0.2275,1.2396,-0.168,LOCAL_NODE_FAILURE
Society_E,T+107,Chile,1982,4.65,-2.2,0.131,0.7486,-0.8,SYSTEMIC_CRISIS
Society_E,T+108,Chile,1983,4.9125,-0.0,0.1341,0.8282,-0.6566,SYSTEMIC_CRISIS
Society_E,T+109,Chile,1984,6.975,2.3,0.1705,1.0542,-0.384,LOCAL_NODE_FAILURE
Society_E,T+11,Chile,1886,12.1125,5.4,0.2856,1.7013,-0.0256,STABLE_ADAPTIVE
Society_E,T+110,Chile,1985,7.9375,2.6,0.1867,1.14,-0.3528,LOCAL_NODE_FAILURE
Society_E,T+111,Chile,1986,7.6875,2.7,0.1809,1.1194,-0.336,LOCAL_NODE_FAILURE
Society_E,T+112,Chile,1987,8.9,3.7,0.2028,1.2629,-0.216,LOCAL_NODE_FAILURE
Society_E,T+113,Chile,1988,9.95,7.2,0.2242,1.4498,-0.07,STRAINED
Society_E,T+114,Chile,1989,11.6125,7.6,0.2715,1.7482,0.12,STABLE_ADAPTIVE
Society_E,T+115,Chile,1990,12.1875,7.1,0.2892,1.8308,0.0,STABLE_ADAPTIVE
Society_E,T+116,Chile,1991,12.9625,8.3,0.3073,1.9618,0.252,STABLE_ADAPTIVE
Society_E,T+117,Chile,1992,13.1,8.5,0.3116,1.9903,0.2766,STABLE_ADAPTIVE
Society_E,T+118,Chile,1993,13.175,8.6,0.3083,1.954,0.2995,STABLE_ADAPTIVE
Society_E,T+119,Chile,1994,12.9875,8.2,0.307,1.9532,0.24,STABLE_ADAPTIVE
Society_E,T+12,Chile,1887,12.1125,5.7,0.2869,1.7152,0.024,STABLE_ADAPTIVE
Society_E,T+120,Chile,1995,13.0375,8.2,0.3085,1.9622,0.24,STABLE_ADAPTIVE
Society_E,T+121,Chile,1996,13.1375,8.1,0.3093,1.9567,0.2554,STABLE_ADAPTIVE
Society_E,T+122,Chile,1997,13.0875,9.0,0.31,1.9685,0.4,STABLE_ADAPTIVE
Society_E,T+123,Chile,1998,12.325,7.2,0.2835,1.8059,0.04,STABLE_ADAPTIVE
Society_E,T+124,Chile,1999,12.3125,7.0,0.2821,1.7785,0.0,STABLE_ADAPTIVE
Society_E,T+125,Chile,2000,13.2,8.9,0.3138,1.9912,0.378,STABLE_ADAPTIVE
Society_E,T+126,Chile,2001,13.2,9.5,0.3129,1.9874,0.506,STABLE_ADAPTIVE
Society_E,T+127,Chile,2002,13.4125,9.4,0.3178,2.0168,0.484,STABLE_ADAPTIVE
Society_E,T+128,Chile,2003,13.5375,9.0,0.3193,2.0262,0.396,STABLE_ADAPTIVE
Society_E,T+129,Chile,2004,13.625,8.9,0.3192,2.0225,0.378,STABLE_ADAPTIVE
Society_E,T+13,Chile,1888,11.8,5.4,0.2768,1.6463,0.0,STABLE_ADAPTIVE
Society_E,T+130,Chile,2005,13.4125,9.0,0.3146,2.0062,0.396,STABLE_ADAPTIVE
Society_E,T+131,Chile,2006,13.125,9.2,0.299,1.8766,0.44,STABLE_ADAPTIVE
Society_E,T+132,Chile,2007,13.4375,9.4,0.3133,1.9778,0.484,STABLE_ADAPTIVE
Society_E,T+133,Chile,2008,12.4875,9.1,0.2835,1.7963,0.3931,STABLE_ADAPTIVE
Society_E,T+134,Chile,2009,12.25,8.0,0.2753,1.7445,0.2,STABLE_ADAPTIVE
Society_E,T+135,Chile,2010,11.6,8.2,0.2562,1.64,0.24,STABLE_ADAPTIVE
Society_E,T+136,Chile,2011,11.725,8.6,0.2599,1.6276,0.2995,STABLE_ADAPTIVE
Society_E,T+137,Chile,2012,12.5875,8.5,0.2888,1.8256,0.25,STABLE_ADAPTIVE
Society_E,T+138,Chile,2013,12.775,8.8,0.2988,1.8897,0.336,STABLE_ADAPTIVE
Society_E,T+139,Chile,2014,12.7125,9.4,0.2947,1.8319,0.468,STABLE_ADAPTIVE
Society_E,T+14,Chile,1889,11.475,5.7,0.2646,1.6242,0.024,STABLE_ADAPTIVE
Society_E,T+140,Chile,2015,11.9875,8.2,0.27,1.7011,0.192,STABLE_ADAPTIVE
Society_E,T+141,Chile,2016,11.575,8.4,0.2656,1.6406,0.2496,STABLE_ADAPTIVE
Society_E,T+142,Chile,2017,12.075,8.2,0.2754,1.7422,0.2304,STABLE_ADAPTIVE
Society_E,T+143,Chile,2018,12.75,8.8,0.2988,1.9067,0.336,STABLE_ADAPTIVE
Society_E,T+144,Chile,2019,7.7125,5.1,0.1661,1.0763,-0.672,STRAINED
Society_E,T+145,Chile,2020,8.65,5.2,0.189,1.2109,-0.624,STRAINED
Society_E,T+146,Chile,2021,9.8875,6.4,0.2237,1.4498,-0.312,STRAINED
Society_E,T+147,Chile,2022,9.25,6.2,0.2106,1.3659,-0.384,STRAINED
Society_E,T+148,Chile,2023,9.4625,6.6,0.2169,1.4028,-0.4032,STRAINED
Society_E,T+149,Chile,2024,10.5875,7.6,0.2415,1.5502,0.0,STRAINED
Society_E,T+15,Chile,1890,9.6875,4.9,0.2108,1.3297,-0.1008,STRAINED
Society_E,T+150,Chile,2025,10.9625,7.8,0.2468,1.5851,0.0998,STRAINED
Society_E,T+151,Chile,2026,11.15,8.4,0.2502,1.6183,0.208,STABLE_ADAPTIVE
Society_E,T+16,Chile,1891,4.05,0.4,0.1108,0.7223,-0.5472,LOCAL_NODE_FAILURE
Society_E,T+17,Chile,1892,9.3875,4.3,0.2248,1.4073,-0.144,LOCAL_NODE_FAILURE
Society_E,T+18,Chile,1893,10.15,4.3,0.2483,1.5285,-0.144,LOCAL_NODE_FAILURE
Society_E,T+19,Chile,1894,10.4,4.0,0.2573,1.5562,-0.1702,LOCAL_NODE_FAILURE
Society_E,T+2,Chile,1877,9.825,4.4,0.2524,1.5641,-0.1536,LOCAL_NODE_FAILURE
Society_E,T+20,Chile,1895,10.3875,4.4,0.2549,1.5471,-0.0851,LOCAL_NODE_FAILURE
Society_E,T+21,Chile,1896,10.5125,4.7,0.2581,1.589,-0.126,STABLE_ADAPTIVE
Society_E,T+22,Chile,1897,10.35,4.8,0.2554,1.5713,-0.0941,STABLE_ADAPTIVE
Society_E,T+23,Chile,1898,10.4625,4.5,0.2547,1.5663,-0.12,LOCAL_NODE_FAILURE
Society_E,T+24,Chile,1899,10.5375,4.6,0.2599,1.5996,-0.128,STABLE_ADAPTIVE
Society_E,T+25,Chile,1900,10.3,2.8,0.2468,1.453,-0.2554,LOCAL_NODE_FAILURE
Society_E,T+26,Chile,1901,10.4,3.5,0.2482,1.4816,-0.2052,LOCAL_NODE_FAILURE
Society_E,T+27,Chile,1902,10.45,3.2,0.2536,1.4934,-0.2464,LOCAL_NODE_FAILURE
Society_E,T+28,Chile,1903,10.325,3.2,0.2468,1.4743,-0.2675,LOCAL_NODE_FAILURE
Society_E,T+29,Chile,1904,10.6,4.0,0.257,1.5561,-0.2048,LOCAL_NODE_FAILURE
Society_E,T+3,Chile,1878,9.625,5.1,0.2425,1.5429,-0.0756,STRAINED
Society_E,T+30,Chile,1905,10.1625,3.0,0.2392,1.414,-0.2688,LOCAL_NODE_FAILURE
Society_E,T+31,Chile,1906,10.35,3.5,0.2476,1.4999,-0.24,LOCAL_NODE_FAILURE
Society_E,T+32,Chile,1907,8.2375,-0.0,0.1909,1.0385,-0.3696,LOCAL_NODE_FAILURE
Society_E,T+33,Chile,1908,10.2375,3.4,0.2437,1.47,-0.224,LOCAL_NODE_FAILURE
Society_E,T+34,Chile,1909,10.2125,3.2,0.2446,1.4436,-0.2128,LOCAL_NODE_FAILURE
Society_E,T+35,Chile,1910,10.4875,3.7,0.2522,1.5146,-0.216,LOCAL_NODE_FAILURE
Society_E,T+36,Chile,1911,10.35,3.6,0.2507,1.5246,-0.256,LOCAL_NODE_FAILURE
Society_E,T+37,Chile,1912,10.4,3.2,0.2513,1.5133,-0.3072,LOCAL_NODE_FAILURE
Society_E,T+38,Chile,1913,10.5,4.0,0.2528,1.5494,-0.2189,LOCAL_NODE_FAILURE
Society_E,T+39,Chile,1914,9.525,3.9,0.2315,1.447,-0.264,LOCAL_NODE_FAILURE
Society_E,T+4,Chile,1879,9.0625,5.2,0.2171,1.3835,-0.2038,STRAINED
Society_E,T+40,Chile,1915,9.375,3.4,0.2268,1.3791,-0.2432,LOCAL_NODE_FAILURE
Society_E,T+41,Chile,1916,9.525,3.0,0.2325,1.3922,-0.2688,LOCAL_NODE_FAILURE
Society_E,T+42,Chile,1917,9.2,3.2,0.2224,1.3829,-0.3494,LOCAL_NODE_FAILURE
Society_E,T+43,Chile,1918,8.6125,3.3,0.208,1.3003,-0.264,LOCAL_NODE_FAILURE
Society_E,T+44,Chile,1919,7.95,2.3,0.1922,1.2028,-0.4624,LOCAL_NODE_FAILURE
Society_E,T+45,Chile,1920,8.05,3.1,0.1941,1.23,-0.4256,LOCAL_NODE_FAILURE
Society_E,T+46,Chile,1921,8.1125,2.5,0.194,1.1996,-0.36,LOCAL_NODE_FAILURE
Society_E,T+47,Chile,1922,7.45,2.3,0.1793,1.135,-0.384,LOCAL_NODE_FAILURE
Society_E,T+48,Chile,1923,7.3,2.3,0.1768,1.1174,-0.4134,LOCAL_NODE_FAILURE
Society_E,T+49,Chile,1924,6.2875,3.3,0.156,1.0016,-0.5208,LOCAL_NODE_FAILURE
Society_E,T+5,Chile,1880,9.5,5.1,0.2214,1.3968,-0.1728,STRAINED
Society_E,T+50,Chile,1925,8.025,4.0,0.1968,1.2815,-0.3696,LOCAL_NODE_FAILURE
Society_E,T+51,Chile,1926,8.55,4.5,0.208,1.3303,-0.2554,LOCAL_NODE_FAILURE
Society_E,T+52,Chile,1927,8.375,4.7,0.1986,1.1982,-0.096,STRAINED
Society_E,T+53,Chile,1928,9.325,5.2,0.2224,1.3243,-0.0224,STRAINED
Society_E,T+54,Chile,1929,10.1625,5.8,0.2323,1.3926,0.0256,STRAINED
Society_E,T+55,Chile,1930,6.9625,2.2,0.1723,1.0561,-0.5184,LOCAL_NODE_FAILURE
Society_E,T+56,Chile,1931,2.6,-1.8,0.1086,0.6664,-0.768,SYSTEMIC_CRISIS
Society_E,T+57,Chile,1932,3.0125,-0.2,0.1146,0.7376,-0.7114,SYSTEMIC_CRISIS
Society_E,T+58,Chile,1933,7.4625,2.7,0.1918,1.1715,-0.2371,LOCAL_NODE_FAILURE
Society_E,T+59,Chile,1934,7.7125,3.0,0.1984,1.2245,-0.2341,LOCAL_NODE_FAILURE
Society_E,T+6,Chile,1881,9.775,5.3,0.225,1.4142,-0.18,STRAINED
Society_E,T+60,Chile,1935,9.05,3.6,0.2276,1.3887,-0.2016,LOCAL_NODE_FAILURE
Society_E,T+61,Chile,1936,8.9875,4.0,0.2215,1.3503,-0.1568,LOCAL_NODE_FAILURE
Society_E,T+62,Chile,1937,9.925,5.7,0.2414,1.5154,0.0,STRAINED
Society_E,T+63,Chile,1938,9.875,7.2,0.2451,1.5288,0.04,STRAINED
Society_E,T+64,Chile,1939,9.925,7.1,0.24,1.5269,0.0,STRAINED
Society_E,T+65,Chile,1940,10.425,6.9,0.2539,1.6333,0.0365,STABLE_ADAPTIVE
Society_E,T+66,Chile,1941,10.45,7.0,0.2512,1.6091,0.0,STABLE_ADAPTIVE
Society_E,T+67,Chile,1942,10.4875,7.2,0.2517,1.6184,0.0,STABLE_ADAPTIVE
Society_E,T+68,Chile,1943,10.4875,6.7,0.2517,1.6163,0.0,STABLE_ADAPTIVE
Society_E,T+69,Chile,1944,10.5625,7.3,0.2534,1.6189,0.042,STABLE_ADAPTIVE
Society_E,T+7,Chile,1882,10.475,6.6,0.2447,1.5332,0.028,STRAINED
Society_E,T+70,Chile,1945,10.75,6.9,0.2552,1.6374,0.0,STABLE_ADAPTIVE
Society_E,T+71,Chile,1946,10.5875,7.5,0.256,1.6369,0.0437,STABLE_ADAPTIVE
Society_E,T+72,Chile,1947,10.125,6.2,0.2381,1.509,0.0,STRAINED
Society_E,T+73,Chile,1948,9.175,4.7,0.2153,1.328,-0.1824,STRAINED
Society_E,T+74,Chile,1949,9.5375,5.8,0.2248,1.3909,-0.0672,STRAINED
Society_E,T+75,Chile,1950,10.3,6.1,0.246,1.5515,0.0,STRAINED
Society_E,T+76,Chile,1951,10.2625,6.2,0.2447,1.5483,0.032,STRAINED
Society_E,T+77,Chile,1952,9.7875,6.1,0.2344,1.4838,0.0304,STRAINED
Society_E,T+78,Chile,1953,8.3625,5.4,0.2037,1.2429,-0.1997,STRAINED
Society_E,T+79,Chile,1954,8.35,5.2,0.2035,1.2462,-0.1997,STRAINED
Society_E,T+8,Chile,1883,11.7,7.0,0.284,1.7608,0.064,STABLE_ADAPTIVE
Society_E,T+80,Chile,1955,8.2875,5.4,0.2048,1.2532,-0.3,STRAINED
Society_E,T+81,Chile,1956,8.2125,5.1,0.2041,1.2371,-0.3,STRAINED
Society_E,T+82,Chile,1957,8.3125,4.6,0.2045,1.2231,-0.287,STRAINED
