Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Lambda2_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime,Regime_Label_Calc
Norway,2016,Archive,7.2,7.2,3.0,7.0,14.9,0.2555,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Craft,5.0,6.2,4.8,5.0,8.9,0.2468,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Flow,7.0,7.2,5.0,7.2,12.8,0.2821,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Hands,6.0,7.0,4.0,6.0,12.0,0.279,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Helm,7.0,7.0,4.0,7.0,13.5,0.2971,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Lore,6.2,6.2,3.8,6.0,11.6,0.2299,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Shield,4.8,5.0,5.2,5.0,7.1,0.2385,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2016,Stewards,6.2,6.2,5.0,6.0,10.4,0.2146,1.5966,11.4,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2017,Archive,7.2,7.2,3.0,7.0,14.9,0.27,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Craft,6.0,6.2,3.8,6.0,11.4,0.2977,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Flow,7.0,7.2,4.0,7.2,13.8,0.3151,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Hands,6.0,6.0,4.0,6.0,11.0,0.2943,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Helm,7.0,7.0,4.0,7.0,13.5,0.3137,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Lore,6.2,6.2,3.8,6.0,11.6,0.2426,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Shield,4.8,5.0,5.2,5.0,7.1,0.2512,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2017,Stewards,7.2,7.2,4.0,7.0,13.9,0.2552,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Archive,7.2,7.2,3.0,7.0,14.9,0.27,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Craft,6.0,6.2,3.8,6.0,11.4,0.2977,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Flow,7.0,7.2,4.0,7.2,13.8,0.3151,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Hands,6.0,6.0,4.0,6.0,11.0,0.2943,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Helm,7.0,7.0,4.0,7.0,13.5,0.3137,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Lore,6.2,6.2,3.8,6.0,11.6,0.2426,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Shield,4.8,5.0,5.2,5.0,7.1,0.2512,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2018,Stewards,7.2,7.2,4.0,7.0,13.9,0.2552,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Archive,7.2,7.2,3.0,7.0,14.9,0.27,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Craft,6.0,6.2,3.8,6.0,11.4,0.2977,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Flow,7.0,7.2,4.0,7.2,13.8,0.3151,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Hands,6.0,6.0,4.0,6.0,11.0,0.2943,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Helm,7.0,7.0,4.0,7.0,13.5,0.3137,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Lore,6.2,6.2,3.8,6.0,11.6,0.2426,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Shield,4.8,5.0,5.2,5.0,7.1,0.2512,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2019,Stewards,7.2,7.2,4.0,7.0,13.9,0.2552,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2020,Archive,7.2,7.2,3.0,7.0,14.9,0.2558,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Craft,6.0,5.2,4.8,6.0,9.4,0.2619,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Flow,7.0,6.2,6.0,7.2,10.8,0.2618,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Hands,6.0,5.0,6.0,6.0,8.0,0.2442,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Helm,7.0,7.0,5.0,7.0,12.5,0.2759,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Lore,6.2,6.2,3.8,6.0,11.6,0.2302,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Shield,4.8,5.0,5.2,5.0,7.1,0.2344,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2020,Stewards,7.2,7.2,4.0,7.0,13.9,0.242,1.6391,11.025,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Archive,7.2,7.2,3.0,7.0,14.9,0.2653,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Craft,6.0,6.2,4.8,6.0,10.4,0.2747,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Flow,7.0,7.2,4.0,7.2,13.8,0.3079,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Hands,6.0,6.0,5.0,6.0,10.0,0.2715,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Helm,7.0,7.0,4.0,7.0,13.5,0.3065,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Lore,6.2,6.2,3.8,6.0,11.6,0.2385,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Shield,4.8,5.0,5.2,5.0,7.1,0.2457,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2021,Stewards,7.2,7.2,4.0,7.0,13.9,0.2509,1.7235,11.9,7.1,STRAINED_COHERENT,Strained-Coherent
Norway,2022,Archive,7.2,7.2,3.0,7.0,14.9,0.2694,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Craft,6.0,6.2,3.8,6.0,11.4,0.2969,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Flow,7.0,8.2,3.0,8.2,16.3,0.3396,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Hands,6.0,6.0,4.0,6.0,11.0,0.2935,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Helm,7.0,7.0,5.0,7.0,12.5,0.2954,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Lore,6.2,6.2,3.8,6.0,11.6,0.242,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Shield,4.8,5.0,6.2,5.0,6.1,0.2358,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2022,Stewards,7.2,7.2,4.0,7.0,13.9,0.2547,1.7269,12.213,6.1,HIGH_COHERENCE,Coherent-Capable
Norway,2023,Archive,7.2,7.2,3.0,7.0,14.9,0.2655,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Craft,6.0,6.2,3.8,6.0,11.4,0.2913,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Flow,7.0,7.2,5.0,7.2,12.8,0.2912,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Hands,6.0,6.0,4.0,6.0,11.0,0.288,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Helm,7.0,7.0,4.0,7.0,13.5,0.3068,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Lore,6.2,6.2,3.8,6.0,11.6,0.2387,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Shield,4.8,5.0,6.2,5.0,6.1,0.2316,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2023,Stewards,7.2,7.2,4.0,7.0,13.9,0.2511,1.6982,11.9,6.1,STRAINED_COHERENT,Strained-Coherent
Norway,2024,Archive,7.2,7.2,3.0,7.0,14.9,0.27,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Craft,6.0,6.2,3.8,6.0,11.4,0.2977,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Flow,7.0,7.2,4.0,7.2,13.8,0.3151,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Hands,6.0,6.0,4.0,6.0,11.0,0.2943,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Helm,7.0,7.0,4.0,7.0,13.5,0.3137,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Lore,6.2,6.2,3.8,6.0,11.6,0.2426,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Shield,4.8,6.0,5.2,5.0,8.1,0.2512,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2024,Stewards,7.2,7.2,4.0,7.0,13.9,0.2552,1.7668,12.275,8.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Archive,7.2,7.2,3.0,7.0,14.9,0.27,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Craft,6.0,6.2,3.8,6.0,11.4,0.2977,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Flow,7.0,7.2,4.0,7.2,13.8,0.3151,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Hands,6.0,6.0,4.0,6.0,11.0,0.2943,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Helm,7.0,7.0,4.0,7.0,13.5,0.3137,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Lore,6.2,6.2,3.8,6.0,11.6,0.2426,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Shield,4.8,5.0,5.2,5.0,7.1,0.2512,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2025,Stewards,7.2,7.2,4.0,7.0,13.9,0.2552,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Archive,7.2,7.2,3.0,7.0,14.9,0.27,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Craft,6.0,6.2,3.8,6.0,11.4,0.2977,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Flow,7.0,7.2,4.0,7.2,13.8,0.3151,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Hands,6.0,6.0,4.0,6.0,11.0,0.2943,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Helm,7.0,7.0,4.0,7.0,13.5,0.3137,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Lore,6.2,6.2,3.8,6.0,11.6,0.2426,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Shield,4.8,5.0,5.2,5.0,7.1,0.2512,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Norway,2026,Stewards,7.2,7.2,4.0,7.0,13.9,0.2552,1.7668,12.15,7.1,HIGH_COHERENCE,Coherent-Capable
Poland,1875,Archive,5.0,4.4,6.0,7.0,6.9,0.1401,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Craft,4.0,4.0,5.0,5.0,5.5,0.1587,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Flow,4.0,4.0,5.8,5.0,4.7,0.1517,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Hands,3.0,3.0,7.0,4.0,1.0,0.1271,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Helm,2.0,2.0,7.2,5.4,-0.5,0.125,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Lore,6.2,5.0,5.8,7.0,8.9,0.1483,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Shield,2.0,2.0,7.0,4.0,-1.0,0.1169,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1875,Stewards,4.0,4.0,6.0,5.0,4.5,0.1253,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Archive,5.0,4.4,6.0,7.0,6.9,0.1401,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Craft,4.0,4.0,5.0,5.0,5.5,0.1587,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Flow,4.0,4.0,5.8,5.0,4.7,0.1517,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Hands,3.0,3.0,7.0,4.0,1.0,0.1271,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Helm,2.0,2.0,7.2,5.4,-0.5,0.125,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Lore,6.2,5.0,5.8,7.0,8.9,0.1483,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Shield,2.0,2.0,7.0,4.0,-1.0,0.1169,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1876,Stewards,4.0,4.0,6.0,5.0,4.5,0.1253,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Archive,5.0,4.4,6.0,7.0,6.9,0.1401,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Craft,4.0,4.0,5.0,5.0,5.5,0.1587,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Flow,4.0,4.0,5.8,5.0,4.7,0.1517,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Hands,3.0,3.0,7.0,4.0,1.0,0.1271,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Helm,2.0,2.0,7.2,5.4,-0.5,0.125,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Lore,6.2,5.0,5.8,7.0,8.9,0.1483,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Shield,2.0,2.0,7.0,4.0,-1.0,0.1169,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1877,Stewards,4.0,4.0,6.0,5.0,4.5,0.1253,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Archive,5.0,4.4,6.0,7.0,6.9,0.1401,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Craft,4.0,4.0,5.0,5.0,5.5,0.1587,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Flow,4.0,4.0,5.8,5.0,4.7,0.1517,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Hands,3.0,3.0,7.0,4.0,1.0,0.1271,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Helm,2.0,2.0,7.2,5.4,-0.5,0.125,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Lore,6.2,5.0,5.8,7.0,8.9,0.1483,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Shield,2.0,2.0,7.0,4.0,-1.0,0.1169,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1878,Stewards,4.0,4.0,6.0,5.0,4.5,0.1253,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Archive,5.0,4.4,6.0,7.0,6.9,0.1401,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Craft,4.0,4.0,5.0,5.0,5.5,0.1587,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Flow,4.0,4.0,5.8,5.0,4.7,0.1517,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Hands,3.0,3.0,7.0,4.0,1.0,0.1271,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Helm,2.0,2.0,7.2,5.4,-0.5,0.125,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Lore,6.2,5.0,5.8,7.0,8.9,0.1483,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Shield,2.0,2.0,7.0,4.0,-1.0,0.1169,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1879,Stewards,4.0,4.0,6.0,5.0,4.5,0.1253,0.8774,3.75,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Archive,5.0,5.0,5.6,7.0,7.9,0.144,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Craft,4.0,5.0,5.0,5.0,6.5,0.1593,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Flow,4.0,4.2,5.8,5.0,4.9,0.1523,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Hands,3.0,3.0,7.0,4.0,1.0,0.1275,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Helm,2.0,2.0,7.2,5.4,-0.5,0.1254,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Lore,6.2,5.0,5.8,7.0,8.9,0.1492,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Shield,2.0,2.0,7.0,4.0,-1.0,0.1173,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1880,Stewards,4.0,4.0,6.0,5.0,4.5,0.126,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Archive,5.0,5.0,5.6,7.0,7.9,0.144,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Craft,4.0,5.0,5.0,5.0,6.5,0.1593,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Flow,4.0,4.2,5.8,5.0,4.9,0.1523,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Hands,3.0,3.0,7.0,4.0,1.0,0.1275,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Helm,2.0,2.0,7.2,5.4,-0.5,0.1254,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Lore,6.2,5.0,5.8,7.0,8.9,0.1492,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Shield,2.0,2.0,7.0,4.0,-1.0,0.1173,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1881,Stewards,4.0,4.0,6.0,5.0,4.5,0.126,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Archive,5.0,5.0,5.6,7.0,7.9,0.144,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Craft,4.0,5.0,5.0,5.0,6.5,0.1593,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Flow,4.0,4.2,5.8,5.0,4.9,0.1523,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Hands,3.0,3.0,7.0,4.0,1.0,0.1275,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Helm,2.0,2.0,7.2,5.4,-0.5,0.1254,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Lore,6.2,5.0,5.8,7.0,8.9,0.1492,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Shield,2.0,2.0,7.0,4.0,-1.0,0.1173,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1882,Stewards,4.0,4.0,6.0,5.0,4.5,0.126,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Archive,5.0,5.0,5.6,7.0,7.9,0.144,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Craft,4.0,5.0,5.0,5.0,6.5,0.1593,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Flow,4.0,4.2,5.8,5.0,4.9,0.1523,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Hands,3.0,3.0,7.0,4.0,1.0,0.1275,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Helm,2.0,2.0,7.2,5.4,-0.5,0.1254,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Lore,6.2,5.0,5.8,7.0,8.9,0.1492,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Shield,2.0,2.0,7.0,4.0,-1.0,0.1173,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1883,Stewards,4.0,4.0,6.0,5.0,4.5,0.126,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Archive,5.0,5.0,5.6,7.0,7.9,0.144,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Craft,4.0,5.0,5.0,5.0,6.5,0.1593,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Flow,4.0,4.2,5.8,5.0,4.9,0.1523,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Hands,3.0,3.0,7.0,4.0,1.0,0.1275,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Helm,2.0,2.0,7.2,5.4,-0.5,0.1254,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Lore,6.2,5.0,5.8,7.0,8.9,0.1492,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Shield,2.0,2.0,7.0,4.0,-1.0,0.1173,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1884,Stewards,4.0,4.0,6.0,5.0,4.5,0.126,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Archive,5.0,5.0,5.6,7.0,7.9,0.144,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Craft,4.0,5.0,5.0,5.0,6.5,0.1593,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Flow,4.0,4.2,5.8,5.0,4.9,0.1523,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Hands,3.0,3.0,7.0,4.0,1.0,0.1275,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Helm,2.0,2.0,7.2,5.4,-0.5,0.1254,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Lore,6.2,5.0,5.8,7.0,8.9,0.1492,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Shield,2.0,2.0,7.0,4.0,-1.0,0.1173,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1885,Stewards,4.0,4.0,6.0,5.0,4.5,0.126,0.8833,4.025,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Archive,5.0,5.0,5.0,7.0,8.5,0.1507,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Craft,4.2,5.0,5.0,5.0,6.7,0.1627,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Flow,4.0,4.2,5.8,5.0,4.9,0.1538,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Hands,3.0,3.0,7.0,4.0,1.0,0.1288,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Helm,2.0,2.0,7.0,5.4,-0.3,0.1281,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Lore,6.2,5.0,5.8,7.0,8.9,0.151,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Shield,2.0,2.0,7.0,4.0,-1.0,0.1184,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1886,Stewards,4.0,4.0,6.0,5.0,4.5,0.1275,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Archive,5.0,5.0,5.0,7.0,8.5,0.1507,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Craft,4.2,5.0,5.0,5.0,6.7,0.1627,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Flow,4.0,4.2,5.8,5.0,4.9,0.1538,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Hands,3.0,3.0,7.0,4.0,1.0,0.1288,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Helm,2.0,2.0,7.0,5.4,-0.3,0.1281,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Lore,6.2,5.0,5.8,7.0,8.9,0.151,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Shield,2.0,2.0,7.0,4.0,-1.0,0.1184,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
Poland,1887,Stewards,4.0,4.0,6.0,5.0,4.5,0.1275,0.8957,4.15,-1.0,LOCAL_NODE_FAILURE,Local Node Failure
