Year,Node,Coherence_G,Capacity_G,Stress_G,Abstraction_G,Coherence_K,Capacity_K,Stress_K,Abstraction_K,Society
1986,Craft,9,10,2,10,9,9.0,5,9,Germany
1986,Hands,7,8,5,7,8,9.0,5,7,Germany
1986,Archive,10,10,2,10,8,9.0,5,8,Germany
1986,Flow,9,10,3,10,9,9.0,5,9,Germany
1987,Helm,8,8,3,8,8,8.0,5,8,Germany
1987,Shield,9,9,2,9,9,9.0,4,8,Germany
1987,Lore,7,8,4,9,7,8.0,6,9,Germany
1987,Stewards,9,9,3,9,8,9.0,5,8,Germany
1987,Craft,10,10,2,10,9,9.0,5,9,Germany
1987,Hands,7,8,4,7,8,9.0,5,7,Germany
1987,Archive,10,10,2,10,8,9.0,5,8,Germany
1987,Flow,10,10,2,10,9,9.0,5,9,Germany
1988,Helm,8,8,3,8,8,8.0,5,8,Germany
1988,Shield,9,9,2,9,9,9.0,4,8,Germany
1988,Lore,7,8,4,9,7,8.0,6,9,Germany
1988,Stewards,9,9,3,9,8,9.0,5,8,Germany
1988,Craft,10,10,2,10,9,9.0,5,9,Germany
1988,Hands,7,8,4,7,8,9.0,5,7,Germany
1988,Archive,10,10,2,10,8,9.0,5,8,Germany
1988,Flow,10,10,2,10,9,9.0,5,9,Germany
1989,Helm,9,9,4,9,7,8.0,7,8,Germany
1989,Shield,8,8,4,9,9,9.0,5,8,Germany
1989,Lore,9,9,3,10,6,8.0,8,9,Germany
1989,Stewards,8,9,5,9,8,9.0,6,8,Germany
1989,Craft,9,10,3,10,9,9.0,6,9,Germany
1989,Hands,8,8,4,7,7,8.0,8,7,Germany
1989,Archive,10,10,2,10,8,8.0,7,8,Germany
1989,Flow,10,10,3,10,8,9.0,7,9,Germany
1990,Helm,8,9,6,10,6,7.0,9,8,Germany
1990,Shield,7,8,5,9,8,9.0,7,8,Germany
1990,Lore,8,9,4,10,6,7.0,9,9,Germany
1990,Stewards,7,8,7,9,7,8.0,8,8,Germany
1990,Craft,9,9,5,10,8,9.0,7,9,Germany
1990,Hands,6,7,8,7,6,8.0,9,7,Germany
1990,Archive,10,10,3,10,7,8.0,8,8,Germany
1990,Flow,8,9,6,10,7,8.0,8,9,Germany
1991,Helm,8,8,5,9,6,7.0,8,8,Germany
1991,Shield,8,8,4,9,8,8.0,6,8,Germany
1991,Lore,7,8,5,9,7,7.0,7,9,Germany
1991,Stewards,7,7,7,9,6,7.0,8,8,Germany
1991,Craft,9,9,5,10,8,8.0,7,9,Germany
1991,Hands,5,6,9,7,6,7.0,8,7,Germany
1991,Archive,10,10,4,10,7,8.0,7,8,Germany
1991,Flow,8,8,6,10,7,8.0,7,9,Germany
1992,Helm,7,8,6,9,6,7.0,8,8,Germany
1992,Shield,8,8,4,9,8,8.0,6,8,Germany
1992,Lore,6,7,6,9,7,7.0,7,9,Germany
1992,Stewards,6,7,7,9,6,7.0,8,8,Germany
1992,Craft,8,9,5,10,8,8.0,7,9,Germany
1992,Hands,5,6,9,7,5,7.0,9,7,Germany
1992,Archive,10,10,4,10,7,8.0,7,8,Germany
1992,Flow,7,8,7,10,7,8.0,7,9,Germany
1993,Helm,6,7,6,8,6,7.0,8,8,Germany
1993,Shield,8,8,4,9,8,8.0,6,8,Germany
1993,Lore,6,7,6,9,7,7.0,7,9,Germany
1993,Stewards,6,7,8,9,6,7.0,8,8,Germany
1993,Craft,8,8,6,10,8,8.0,7,9,Germany
1993,Hands,5,6,9,7,5,6.0,9,7,Germany
1993,Archive,10,10,3,10,7,8.0,7,8,Germany
1993,Flow,7,7,8,10,7,7.0,8,9,Germany
1994,Helm,7,8,5,8,7,7.0,7,8,Germany
1994,Shield,8,8,4,9,8,9.0,5,8,Germany
1994,Lore,6,7,5,9,7,8.0,6,9,Germany
1994,Stewards,7,7,7,9,7,8.0,7,8,Germany
1994,Craft,8,8,5,10,8,9.0,6,9,Germany
1994,Hands,5,6,8,7,6,7.0,8,7,Germany
1994,Archive,10,10,3,10,8,8.0,6,8,Germany
1994,Flow,7,8,6,10,8,8.0,7,9,Germany
1995,Helm,6,7,5,8,7,8.0,6,8,Germany
1995,Shield,8,8,4,9,8,9.0,5,8,Germany
1995,Lore,7,8,5,9,7,8.0,6,9,Germany
1995,Stewards,6,7,7,9,7,8.0,6,8,Germany
1995,Craft,8,8,5,10,9,9.0,5,9,Germany
1995,Hands,5,6,8,7,7,8.0,7,7,Germany
1995,Archive,10,10,2,10,8,8.0,6,8,Germany
1995,Flow,7,8,6,10,8,9.0,6,9,Germany
1996,Helm,6,7,6,8,7,8.0,6,8,Germany
1996,Shield,8,8,4,9,8,9.0,5,8,Germany
1996,Lore,7,8,5,9,7,8.0,6,9,Germany
1996,Stewards,6,7,7,9,7,8.0,6,8,Germany
1996,Craft,8,8,6,10,9,9.0,5,9,Germany
1996,Hands,5,6,9,7,7,8.0,7,7,Germany
1996,Archive,10,10,2,10,8,8.0,6,8,Germany
1996,Flow,7,7,7,10,8,9.0,6,9,Germany
1997,Helm,5,7,6,8,7,8.0,6,8,Germany
1997,Shield,8,8,4,9,9,9.0,5,8,Germany
1997,Lore,7,8,5,9,7,8.0,6,9,Germany
1997,Stewards,6,7,7,9,8,8.0,6,8,Germany
1997,Craft,8,8,6,10,9,9.0,5,9,Germany
1997,Hands,5,6,9,7,7,8.0,6,7,Germany
1997,Archive,10,10,2,10,8,9.0,5,8,Germany
1997,Flow,7,8,6,10,8,9.0,6,9,Germany
1998,Helm,5,7,6,9,7,8.0,6,8,Germany
1998,Shield,8,8,4,9,9,9.0,5,8,Germany
1998,Lore,7,8,5,9,7,8.0,6,9,Germany
1998,Stewards,7,8,6,9,8,9.0,6,8,Germany
1998,Craft,9,9,5,10,9,9.0,5,9,Germany
1998,Hands,6,7,8,7,7,8.0,6,7,Germany
1998,Archive,10,10,2,10,8,9.0,5,8,Germany
1998,Flow,8,8,5,10,9,9.0,6,9,Germany
1999,Helm,7,8,5,9,8,8.0,5,8,Germany
1999,Shield,8,8,6,10,9,9.0,5,8,Germany
1999,Lore,7,8,5,9,8,8.0,5,9,Germany
1999,Stewards,8,8,5,9,8,9.0,5,8,Germany
1999,Craft,9,9,4,10,9,9.0,5,9,Germany
1999,Hands,7,8,7,7,8,8.0,5,7,Germany
1999,Archive,10,10,2,10,8,9.0,5,8,Germany
1999,Flow,9,9,4,10,9,9.0,5,9,Germany
1900,Helm,8,8,4,9,7,7.0,6,8,Germany
2000,Shield,8,8,5,9,9,9.0,5,8,Germany
2000,Lore,8,8,4,9,8,8.0,5,9,Germany
2000,Stewards,8,9,4,9,8,9.0,5,8,Germany
2000,Craft,9,10,3,10,9,9.0,5,9,Germany
2000,Hands,7,8,6,7,8,8.0,5,7,Germany
2000,Archive,10,10,2,10,8,9.0,5,8,Germany
2000,Flow,10,10,2,10,9,9.0,5,9,Germany
2001,Helm,7,8,6,9,7,8.0,6,8,Germany
2001,Shield,8,8,6,10,9,9.0,5,8,Germany
2001,Lore,8,8,5,9,8,8.0,5,9,Germany
2001,Stewards,8,8,5,9,8,8.0,6,8,Germany
2001,Craft,9,9,4,10,9,9.0,5,9,Germany
2001,Hands,7,7,6,7,7,8.0,6,7,Germany
2001,Archive,10,10,2,10,8,9.0,5,8,Germany
2001,Flow,9,9,4,10,8,9.0,6,9,Germany
2002,Helm,5,7,6,9,7,8.0,6,8,Germany
2002,Shield,8,8,4,9,9,9.0,5,8,Germany
2002,Lore,8,8,3,9,8,8.0,5,9,Germany
2002,Stewards,6,7,6,8,8,8.0,6,8,Germany
2002,Craft,9,10,2,10,9,9.0,5,9,Germany
2002,Hands,5,7,9,7,7,8.0,6,7,Germany
2002,Archive,10,10,2,10,8,9.0,5,8,Germany
2002,Flow,9,10,2,10,8,9.0,6,9,Germany
2003,Helm,5,7,6,9,7,8.0,7,8,Germany
2003,Hands,5,7,9,7,6,7.0,8,7,Germany
2004,Hands,5,7,9,7,7,8.0,7,7,Germany
2005,Helm,4,7,7,9,8,8.0,5,8,Germany
2005,Hands,5,7,9,7,8,8.0,5,7,Germany
2006,Helm,8,9,3,9,8,9.0,4,8,Germany
2006,Lore,9,8,3,9,8,9.0,4,9,Germany
2006,Hands,7,8,5,8,8,9.0,4,7,Germany
2007,Flow,9,10,2,10,9,9.0,4,9,Germany
2008,Stewards,6,7,9,9,8,8.0,7,8,Germany
2008,Flow,6,6,9,10,8,8.0,7,9,Germany
2009,Helm,7,8,4,9,7,8.0,7,8,Germany
2009,Hands,8,8,6,8,7,8.0,7,7,Germany
2009,Flow,6,6,9,10,8,8.0,7,9,Germany
2010,Helm,8,8,5,9,8,8.0,5,8,Germany
2010,Archive,10,10,2,10,8,9.0,5,8,Germany
2010,Flow,9,10,3,10,9,9.0,5,9,Germany
2002,Helm,5,7,6,9,7,8.0,6,8,Germany
2002,Shield,8,8,4,9,9,9.0,5,8,Germany
2002,Lore,8,8,3,9,8,8.0,5,9,Germany
2002,Stewards,6,7,6,8,8,8.0,6,8,Germany
2002,Craft,9,10,2,10,9,9.0,5,9,Germany
2002,Hands,5,7,9,7,7,8.0,6,7,Germany
2002,Archive,10,10,2,10,8,9.0,5,8,Germany
2002,Flow,9,10,2,10,8,9.0,6,9,Germany
2003,Helm,5,7,6,9,7,8.0,7,8,Germany
2003,Shield,8,8,4,9,9,9.0,5,8,Germany
2003,Lore,8,8,3,9,8,8.0,6,9,Germany
2003,Stewards,6,7,6,8,7,8.0,7,8,Germany
2003,Craft,9,10,2,10,9,9.0,6,9,Germany
2003,Hands,5,7,9,7,6,7.0,8,7,Germany
2003,Archive,10,10,2,10,8,8.0,6,8,Germany
2003,Flow,9,10,2,10,8,8.0,7,9,Germany
2004,Helm,5,7,6,9,7,8.0,6,8,Germany
2004,Shield,8,8,4,9,9,9.0,5,8,Germany
2004,Lore,8,8,3,9,8,8.0,6,9,Germany
2004,Stewards,6,7,6,8,8,8.0,6,8,Germany
2004,Craft,9,10,2,10,9,9.0,5,9,Germany
2004,Hands,5,7,9,7,7,8.0,7,7,Germany
2004,Archive,10,10,2,10,8,9.0,5,8,Germany
2004,Flow,9,10,2,10,8,9.0,6,9,Germany
2005,Helm,4,7,7,9,8,8.0,5,8,Germany
2005,Shield,8,8,4,9,9,9.0,5,8,Germany
2005,Lore,8,8,3,9,8,8.0,5,9,Germany
2005,Stewards,7,8,4,9,8,9.0,5,8,Germany
2005,Craft,9,10,2,10,9,9.0,5,9,Germany
2005,Hands,5,7,9,7,8,8.0,5,7,Germany
2005,Archive,10,10,2,10,8,9.0,5,8,Germany
2005,Flow,9,10,2,10,9,9.0,5,9,Germany
2006,Helm,8,9,3,9,8,9.0,4,8,Germany
2006,Shield,8,8,4,9,9,9.0,4,8,Germany
2006,Lore,9,8,3,9,8,9.0,4,9,Germany
2006,Stewards,8,9,3,9,8,9.0,4,8,Germany
2006,Craft,9,10,2,10,9,9.0,4,9,Germany
2006,Hands,7,8,5,8,8,9.0,4,7,Germany
2006,Archive,10,10,2,10,8,9.0,4,8,Germany
2006,Flow,9,10,2,10,9,9.0,4,9,Germany
2007,Helm,8,8,4,9,8,9.0,4,8,Germany
2007,Shield,8,8,4,9,9,9.0,4,8,Germany
2007,Lore,8,8,3,9,8,9.0,4,9,Germany
2007,Stewards,8,9,3,9,9,9.0,4,8,Germany
2007,Craft,9,10,2,10,9,9.0,4,9,Germany
2007,Hands,7,8,5,8,8,9.0,4,7,Germany
2007,Archive,10,10,2,10,8,9.0,4,8,Germany
2007,Flow,9,10,2,10,9,9.0,4,9,Germany
2008,Helm,8,8,4,9,7,8.0,7,8,Germany
2008,Shield,8,8,4,9,9,9.0,5,8,Germany
2008,Lore,8,8,3,9,8,8.0,6,9,Germany
2008,Stewards,6,7,9,9,8,8.0,7,8,Germany
2008,Craft,9,10,5,10,9,9.0,6,9,Germany
2008,Hands,7,8,5,8,7,8.0,7,7,Germany
2008,Archive,10,10,2,10,8,8.0,6,8,Germany
2008,Flow,6,6,9,10,8,8.0,7,9,Germany
2009,Helm,7,8,4,9,7,8.0,7,8,Germany
2009,Shield,8,8,4,9,9,9.0,6,8,Germany
2009,Lore,8,8,4,9,8,8.0,6,9,Germany
2009,Stewards,6,7,8,9,8,8.0,7,8,Germany
2009,Craft,9,10,5,10,9,9.0,6,9,Germany
2009,Hands,8,8,6,8,7,8.0,7,7,Germany
2009,Archive,10,10,2,10,8,8.0,6,8,Germany
2009,Flow,6,6,9,10,8,8.0,7,9,Germany
2010,Helm,8,8,5,9,8,8.0,5,8,Germany
2010,Shield,8,8,4,9,9,9.0,5,8,Germany
2010,Lore,8,8,4,9,8,8.0,5,9,Germany
2010,Stewards,8,9,4,9,8,9.0,5,8,Germany
2010,Craft,9,10,2,10,9,9.0,5,9,Germany
2010,Hands,8,9,4,8,8,8.0,5,7,Germany
2010,Archive,10,10,2,10,8,9.0,5,8,Germany
2010,Flow,9,10,3,10,9,9.0,5,9,Germany
2011,Helm,8,9,4,9,8,9.0,5,8,Germany
2011,Shield,7,6,5,8,9,9.0,5,8,Germany
2011,Lore,8,8,3,9,8,9.0,5,9,Germany
2011,Stewards,9,9,4,9,8,9.0,5,8,Germany
2011,Craft,9,10,2,10,9,9.0,5,9,Germany
2011,Hands,9,9,3,8,8,9.0,5,7,Germany
2011,Archive,10,10,2,9,8,9.0,5,8,Germany
2011,Flow,10,10,2,10,9,9.0,5,9,Germany
2012,Helm,8,9,3,9,8,9.0,4,8,Germany
2012,Shield,7,6,5,8,9,9.0,4,8,Germany
2012,Lore,8,8,3,9,8,9.0,4,9,Germany
2012,Stewards,9,9,3,9,9,9.0,4,8,Germany
2012,Craft,9,10,2,10,9,9.0,4,9,Germany
2012,Hands,9,9,3,8,8,9.0,4,7,Germany
2012,Archive,10,10,2,9,8,9.0,4,8,Germany
2012,Flow,10,10,2,10,9,9.0,4,9,Germany
2013,Helm,8,9,3,9,8,9.0,4,8,Germany
2013,Shield,7,6,5,8,9,9.0,4,8,Germany
2013,Lore,8,8,3,9,8,9.0,4,9,Germany
2013,Stewards,9,9,3,9,9,9.0,4,8,Germany
2013,Craft,9,10,2,10,9,9.0,4,9,Germany
2013,Hands,9,9,3,8,9,9.0,4,7,Germany
2013,Archive,10,10,2,9,8,9.0,4,8,Germany
2013,Flow,10,10,2,10,9,9.0,4,9,Germany
2014,Helm,8,9,3,10,8,9.0,4,8,Germany
2014,Shield,7,6,6,8,9,9.0,4,8,Germany
2014,Lore,8,8,3,9,8,9.0,4,9,Germany
2014,Stewards,9,9,3,9,9,9.0,4,8,Germany
2014,Craft,9,10,2,10,9,9.0,4,9,Germany
2014,Hands,9,9,3,8,9,9.0,4,7,Germany
2014,Archive,10,10,2,9,8,9.0,4,8,Germany
2014,Flow,10,10,2,10,9,9.0,4,9,Germany
2015,Helm,6,8,7,9,8,9.0,5,8,Germany
2015,Shield,7,6,7,8,9,9.0,5,8,Germany
2015,Lore,5,8,8,9,7,9.0,6,9,Germany
2015,Stewards,9,9,3,9,9,9.0,5,8,Germany
2015,Craft,9,10,5,10,9,9.0,5,9,Germany
2015,Hands,8,9,5,8,8,9.0,6,7,Germany
2015,Archive,10,10,2,9,8,9.0,5,8,Germany
2015,Flow,10,10,2,10,9,9.0,5,9,Germany
2016,Helm,7,8,6,9,7,8.0,7,8,Germany
2016,Shield,7,6,6,8,9,9.0,5,8,Germany
2016,Lore,6,8,6,9,7,8.0,7,9,Germany
2016,Stewards,9,9,3,9,8,9.0,6,8,Germany
2016,Craft,9,10,4,10,9,9.0,5,9,Germany
2016,Hands,9,9,4,8,7,8.0,7,7,Germany
2016,Archive,10,10,2,9,8,9.0,5,8,Germany
2016,Flow,10,10,2,10,9,9.0,6,9,Germany
2017,Helm,6,8,5,9,7,8.0,7,8,Germany
2017,Shield,7,5,5,8,9,9.0,5,8,Germany
2017,Lore,6,8,5,9,7,8.0,7,9,Germany
2017,Stewards,9,9,3,9,8,9.0,6,8,Germany
2017,Craft,9,10,3,10,9,9.0,5,9,Germany
2017,Hands,9,9,3,8,7,8.0,7,7,Germany
2017,Archive,10,10,3,9,8,9.0,5,8,Germany
2017,Flow,10,10,2,10,9,9.0,6,9,Germany
2018,Helm,6,8,5,9,7,8.0,6,8,Germany
2018,Shield,7,5,5,8,9,9.0,5,8,Germany
2018,Lore,6,8,5,9,7,8.0,6,9,Germany
2018,Stewards,9,9,3,9,8,9.0,5,8,Germany
2018,Craft,9,10,3,10,9,9.0,5,9,Germany
2018,Hands,9,9,3,8,8,8.0,6,7,Germany
2018,Archive,10,10,3,9,8,9.0,5,8,Germany
2018,Flow,10,10,2,10,9,9.0,5,9,Germany
2019,Helm,5,7,5,9,8,8.0,5,8,Germany
2019,Shield,7,5,5,8,9,9.0,5,8,Germany
2019,Lore,6,8,5,9,8,8.0,5,9,Germany
2019,Stewards,9,9,3,9,8,9.0,5,8,Germany
2019,Craft,9,10,3,10,9,9.0,5,9,Germany
2019,Hands,9,9,3,8,8,9.0,5,7,Germany
2019,Archive,10,10,3,9,8,9.0,5,8,Germany
2019,Flow,10,10,2,10,9,9.0,5,9,Germany
2020,Helm,8,9,7,10,7,8.0,8,8,Germany
2020,Shield,7,5,5,8,9,9.0,6,8,Germany
2020,Lore,8,10,6,10,7,8.0,8,9,Germany
2020,Stewards,8,7,8,9,8,8.0,8,8,Germany
2020,Craft,9,7,8,10,9,9.0,7,9,Germany
2020,Hands,8,8,7,9,7,8.0,8,7,Germany
2020,Archive,10,10,3,9,8,8.0,7,8,Germany
2020,Flow,7,6,10,10,8,8.0,8,9,Germany
2021,Helm,6,8,6,9,7,8.0,7,8,Germany
2021,Shield,7,5,5,8,9,9.0,6,8,Germany
2021,Lore,6,8,6,10,7,8.0,7,9,Germany
2021,Stewards,8,8,5,9,8,9.0,7,8,Germany
2021,Craft,9,10,3,10,9,9.0,6,9,Germany
2021,Hands,8,9,4,8,7,8.0,7,7,Germany
2021,Archive,10,10,3,9,8,9.0,6,8,Germany
2021,Flow,8,9,4,10,8,9.0,7,9,Germany
2022,Helm,7,8,9,10,7,8.0,8,8,Germany
2022,Shield,8,6,9,10,8,9.0,7,9,Germany
2022,Lore,7,8,8,10,7,8.0,8,9,Germany
2022,Stewards,6,7,9,9,8,8.0,8,8,Germany
2022,Craft,9,8,7,10,9,9.0,7,9,Germany
2022,Hands,7,8,8,8,7,8.0,8,7,Germany
2022,Archive,10,10,3,9,8,8.0,7,8,Germany
2022,Flow,6,7,10,10,8,8.0,8,9,Germany
2023,Helm,5,7,8,10,6,7.0,8,8,Germany
2023,Shield,8,6,7,10,8,9.0,7,9,Germany
2023,Lore,6,8,7,10,6,8.0,8,9,Germany
2023,Stewards,7,7,8,9,7,8.0,8,8,Germany
2023,Craft,9,9,6,10,8,9.0,7,9,Germany
2023,Hands,7,8,7,8,6,8.0,8,7,Germany
2023,Archive,10,10,3,9,8,8.0,7,8,Germany
2023,Flow,7,7,8,10,7,8.0,8,9,Germany
2024,Helm,4,6,8,10,7,8.0,7,8,Germany
2024,Shield,8,7,6,10,9,9.0,6,9,Germany
2024,Lore,5,8,8,10,7,8.0,7,9,Germany
2024,Stewards,6,7,8,9,8,9.0,6,8,Germany
2024,Craft,8,8,7,10,9,9.0,6,9,Germany
2024,Hands,7,8,8,8,7,9.0,7,7,Germany
2024,Archive,10,10,3,9,8,9.0,6,8,Germany
2024,Flow,7,7,7,10,8,9.0,7,9,Germany
2025,Helm,3,6,9,10,6,8.0,8,8,Germany
2025,Shield,8,7,6,10,9,9.0,6,9,Germany
2025,Lore,4,8,8,10,6,8.0,8,9,Germany
2025,Stewards,6,7,9,9,8,9.0,7,8,Germany
2025,Craft,8,8,8,10,9,9.0,6,9,Germany
2025,Hands,6,8,9,8,7,9.0,7,7,Germany
2025,Archive,10,10,4,9,8,9.0,6,8,Germany
2025,Flow,7,8,8,10,8,9.0,7,9,Germany
1970,Archive,8,8,3,8,8,8.0,4,8,USA
1970,Craft,7,7,4,7,7,8.0,4,8,USA
1970,Flow,7,8,5,8,7,8.0,5,7,USA
1970,Hands,6,7,5,5,6,7.0,5,6,USA
1970,Helm,6,7,6,7,6,7.0,7,7,USA
1970,Lore,6,8,5,9,7,7.0,6,8,USA
1970,Shield,5,8,7,7,8,9.0,6,8,USA
1970,Stewards,7,7,5,7,7,7.0,5,7,USA
1971,Archive,8,8,3,8,8,8.0,4,8,USA
1971,Craft,7,7,4,7,7,8.0,5,8,USA
1971,Flow,6,7,6,8,6,7.0,6,7,USA
1971,Hands,6,7,5,5,6,7.0,6,6,USA
1971,Helm,7,8,5,8,6,7.0,7,7,USA
1971,Lore,6,8,5,9,7,7.0,6,8,USA
1971,Shield,5,7,7,7,8,9.0,6,8,USA
1971,Stewards,6,7,6,7,6,6.0,6,7,USA
1972,Archive,8,8,3,8,8,8.0,4,8,USA
1972,Craft,7,7,4,7,7,8.0,4,8,USA
1972,Flow,6,7,5,8,7,8.0,5,7,USA
1972,Hands,6,7,5,5,6,7.0,5,6,USA
1972,Helm,8,8,4,8,7,8.0,6,7,USA
1972,Lore,7,8,4,9,7,8.0,5,8,USA
1972,Shield,6,7,6,7,8,9.0,5,8,USA
1972,Stewards,7,7,5,7,7,7.0,5,7,USA
1973,Archive,8,8,4,8,8,8.0,5,8,USA
1973,Craft,7,7,5,7,7,8.0,6,8,USA
1973,Flow,5,6,8,8,5,6.0,8,7,USA
1973,Hands,5,6,7,5,5,6.0,7,6,USA
1973,Helm,5,6,7,7,5,6.0,8,7,USA
1973,Lore,6,7,6,9,7,7.0,7,8,USA
1973,Shield,6,6,6,7,8,9.0,6,8,USA
1973,Stewards,5,6,8,7,5,5.0,8,7,USA
1974,Archive,8,7,5,8,7,7.0,6,8,USA
1974,Craft,6,6,6,7,7,7.0,7,8,USA
1974,Flow,4,5,9,8,4,5.0,9,7,USA
1974,Hands,4,5,8,5,5,5.0,8,6,USA
1974,Helm,3,4,9,7,3,4.0,10,6,USA
1974,Lore,6,7,6,9,6,6.0,8,8,USA
1974,Shield,6,6,5,7,8,9.0,7,8,USA
1974,Stewards,4,5,9,7,4,4.0,9,7,USA
1975,Archive,8,7,4,8,7,7.0,6,7,USA
1975,Craft,6,6,5,7,6,7.0,7,7,USA
1975,Flow,5,6,7,8,5,6.0,8,6,USA
1975,Hands,5,6,6,5,5,6.0,8,5,USA
1975,Helm,5,6,6,7,5,6.0,7,6,USA
1975,Lore,7,7,5,8,6,6.0,7,7,USA
1975,Shield,7,6,4,7,7,7.0,6,7,USA
1975,Stewards,5,6,7,7,5,5.0,8,6,USA
1976,Archive,8,8,3,8,8,8.0,5,7,USA
1976,Craft,7,7,4,7,7,7.0,6,7,USA
1976,Flow,6,7,6,8,6,7.0,7,6,USA
1976,Hands,6,7,5,5,6,6.0,7,5,USA
1976,Helm,6,7,5,7,6,6.0,6,6,USA
1976,Lore,7,8,4,8,7,7.0,6,7,USA
1976,Shield,7,7,3,7,7,8.0,5,7,USA
1976,Stewards,6,7,5,7,6,6.0,7,6,USA
1977,Archive,8,8,3,8,8,8.0,5,8,USA
1977,Craft,7,7,4,7,7,8.0,6,8,USA
1977,Flow,6,6,7,8,6,7.0,7,7,USA
1977,Hands,5,6,6,5,6,7.0,7,6,USA
1977,Helm,5,6,6,7,6,7.0,7,7,USA
1977,Lore,7,7,5,8,7,7.0,6,8,USA
1977,Shield,7,7,4,7,7,8.0,6,7,USA
1977,Stewards,6,6,6,7,6,6.0,7,7,USA
1978,Archive,8,8,3,8,7,8.0,6,8,USA
1978,Craft,7,7,5,7,7,8.0,7,8,USA
1978,Flow,5,6,8,8,5,6.0,8,7,USA
1978,Hands,5,6,7,5,5,6.0,8,6,USA
1978,Helm,5,6,7,7,5,6.0,8,7,USA
1978,Lore,7,7,5,8,6,7.0,7,8,USA
1978,Shield,7,7,4,7,7,8.0,6,7,USA
1978,Stewards,6,6,7,7,5,6.0,8,7,USA
1979,Archive,8,8,4,8,7,7.0,7,8,USA
1979,Craft,7,7,5,7,7,7.0,8,8,USA
1979,Flow,4,5,9,8,4,5.0,9,7,USA
1979,Hands,4,5,8,5,5,5.0,9,6,USA
1979,Helm,4,5,8,7,4,5.0,9,7,USA
1979,Lore,6,7,6,8,6,6.0,8,8,USA
1979,Shield,7,7,5,7,7,8.0,7,7,USA
1979,Stewards,5,5,9,7,4,5.0,9,7,USA
1980,Archive,8,8,4,8,7,7.0,7,8,USA
1980,Craft,6,6,6,7,6,7.0,8,8,USA
1980,Flow,4,5,9,8,4,5.0,9,7,USA
1980,Hands,4,5,9,5,4,5.0,9,6,USA
1980,Helm,4,5,9,7,3,4.0,10,6,USA
1980,Lore,6,7,6,8,6,6.0,8,8,USA
1980,Shield,6,7,6,7,7,8.0,7,7,USA
1980,Stewards,5,5,9,7,4,4.0,9,7,USA
1981,Archive,8,8,4,8,8,8.0,6,8,USA
1981,Craft,6,7,5,7,7,8.0,8,8,USA
1981,Flow,5,6,8,8,5,6.0,9,7,USA
1981,Hands,5,6,7,5,5,6.0,9,7,USA
1981,Helm,6,7,6,7,6,7.0,8,7,USA
1981,Lore,7,7,5,9,7,7.0,7,8,USA
1981,Shield,7,8,5,7,8,9.0,6,8,USA
1981,Stewards,6,7,7,7,5,6.0,9,7,USA
1982,Archive,8,8,4,8,8,8.0,5,8,USA
1982,Craft,6,7,5,7,7,8.0,7,8,USA
1982,Flow,5,6,8,9,6,7.0,8,7,USA
1982,Hands,4,5,8,5,5,6.0,9,7,USA
1982,Helm,7,7,6,7,6,7.0,7,7,USA
1982,Lore,7,8,4,9,7,8.0,6,8,USA
1982,Shield,8,8,4,8,8,9.0,5,8,USA
1982,Stewards,7,7,6,8,6,7.0,8,7,USA
1983,Archive,8,8,3,8,8,9.0,4,8,USA
1983,Craft,7,7,4,8,8,9.0,5,9,USA
1983,Flow,6,7,6,9,7,8.0,6,8,USA
1983,Hands,5,6,5,5,6,7.0,7,7,USA
1983,Helm,7,8,5,7,7,8.0,6,8,USA
1983,Lore,8,8,4,9,7,8.0,5,8,USA
1983,Shield,8,8,4,8,8,9.0,7,8,USA
1983,Stewards,7,8,5,8,7,8.0,6,8,USA
1984,Archive,8,8,3,8,8,9.0,4,8,USA
1984,Craft,7,7,3,8,8,9.0,4,9,USA
1984,Flow,7,8,4,9,8,9.0,5,8,USA
1984,Hands,6,7,4,5,7,8.0,6,7,USA
1984,Helm,8,8,3,7,8,9.0,5,8,USA
1984,Lore,8,8,3,9,8,8.0,5,8,USA
1984,Shield,8,9,3,8,8,9.0,6,8,USA
1984,Stewards,8,8,4,8,8,9.0,5,8,USA
1985,Archive,8,8,3,8,8,9.0,5,8,USA
1985,Craft,7,7,3,8,8,9.0,6,9,USA
1985,Flow,7,8,4,9,7,8.0,7,8,USA
1985,Hands,6,7,4,5,6,7.0,7,7,USA
1985,Helm,8,8,4,7,7,8.0,6,8,USA
1985,Lore,8,8,3,9,7,8.0,6,8,USA
1985,Shield,8,9,3,8,8,9.0,6,8,USA
1985,Stewards,8,8,4,8,7,8.0,7,8,USA
1986,Archive,8,8,3,8,8,9.0,5,8,USA
1986,Craft,7,7,3,8,8,9.0,5,9,USA
1986,Flow,7,8,4,9,7,8.0,7,8,USA
1986,Hands,6,7,4,5,6,7.0,7,7,USA
1986,Helm,8,8,4,7,6,7.0,8,7,USA
1986,Lore,8,8,3,9,7,8.0,6,8,USA
1986,Shield,8,9,3,8,8,9.0,6,8,USA
1986,Stewards,8,8,4,8,7,8.0,7,8,USA
1987,Archive,8,8,3,8,8,8.0,6,8,USA
1987,Craft,7,7,3,8,8,9.0,7,9,USA
1987,Flow,6,7,6,9,6,7.0,9,8,USA
1987,Hands,6,7,4,5,6,7.0,8,7,USA
1987,Helm,7,7,5,7,5,6.0,9,7,USA
1987,Lore,8,8,3,9,7,7.0,7,8,USA
