Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Markeraxax,2023,Lore,7,9,5,10,16.0,3.235
Markeraxax,2023,Shield,8,9,3,10,19.0,4.013
Markeraxax,2023,Stewards,8,9,3,10,19.0,4.013
Markeraxax,2024,Archive,8,9,3,10,19.0,4.070
Markeraxax,2024,Craft,8,9,3,10,19.0,4.070
Markeraxax,2024,Flow,8,9,4,10,18.0,3.698
Markeraxax,2024,Hands,7,8,4,9,15.5,3.514
Markeraxax,2024,Helm,8,9,4,10,18.0,3.698
Markeraxax,2024,Lore,8,9,3,10,19.0,4.070
Markeraxax,2024,Shield,8,9,3,10,19.0,4.070
Markeraxax,2024,Stewards,7,8,4,10,16.0,3.587
Markeraxax,2025,Archive,8,9,3,10,19.0,4.294
Markeraxax,2025,Craft,8,9,3,10,19.0,4.294
Markeraxax,2025,Flow,8,9,3,10,19.0,4.294
Markeraxax,2025,Hands,7,8,3,9,16.5,4.084
Markeraxax,2025,Helm,8,9,4,10,18.0,3.879
Markeraxax,2025,Lore,8,9,3,10,19.0,4.294
Markeraxax,2025,Shield,8,9,3,10,19.0,4.294
Markeraxax,2025,Stewards,8,9,3,10,19.0,4.294
