Society,Year,series_file,tier,range_tier,eta_unscaled,eta_x1000,interpretation_hermes,V_mean,sigma_V,BS_Lore,BS_Archive,C_Hands,S_Hands,numerator,denominator,epsilon
Latium Vetus,1400,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.006609,6.609,Organic / WATCH range,1.8625,1.705826,0.163446,0.179679,2.6,5.6,0.076356,11.552628,2.0
Latium Vetus,1420,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.014453,14.453,Organic / WATCH range,6.0625,2.303767,0.250415,0.279648,2.6,4.6,0.182073,12.59733,2.0
Latium Vetus,1440,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.018672,18.672,Organic / WATCH range,9.0875,3.426893,0.34046,0.374791,2.8,5.0,0.357284,19.134464,2.0
Latium Vetus,1460,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.018262,18.262,Organic / WATCH range,9.1125,3.639518,0.352264,0.387443,2.8,5.2,0.382151,20.925495,2.0
Latium Vetus,1480,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.027572,27.572,Organic / WATCH range,9.625,3.777483,0.363062,0.425248,4.0,5.4,0.617565,22.398406,2.0
Latium Vetus,1500,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.042137,42.137,Organic / WATCH range,10.675,3.546741,0.407071,0.430871,4.4,4.6,0.771739,18.315011,2.0
Latium Vetus,1520,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.025443,25.443,Organic / WATCH range,9.9375,4.164714,0.370068,0.404058,3.6,4.6,0.538305,21.157685,2.0
Latium Vetus,1540,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.011578,11.578,Organic / WATCH range,7.4,3.403307,0.301726,0.325898,2.8,6.4,0.27533,23.781166,2.0
Latium Vetus,1560,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.017474,17.474,Organic / WATCH range,9.1375,4.224612,0.336169,0.413568,2.8,4.8,0.38928,22.278136,2.0
Latium Vetus,1580,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.026673,26.673,Organic / WATCH range,9.6,4.195235,0.383712,0.413871,4.0,5.2,0.635229,23.815224,2.0
Latium Vetus,1600,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.019306,19.306,Organic / WATCH range,9.475,3.82647,0.341202,0.387203,3.2,5.2,0.422767,21.897646,2.0
Latium Vetus,1620,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.028522,28.522,Organic / WATCH range,8.7625,3.150372,0.301481,0.36814,4.4,4.8,0.488345,17.121786,2.0
Latium Vetus,1640,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.034517,34.517,Organic / WATCH range,8.275,2.451403,0.310013,0.325962,4.2,4.2,0.42442,12.295891,2.0
Latium Vetus,1660,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.021265,21.265,Organic / WATCH range,7.5125,2.949762,0.271916,0.327457,4.0,5.0,0.356164,16.748808,2.0
Latium Vetus,1680,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.02126,21.26,Organic / WATCH range,8.075,3.142352,0.272852,0.34024,4.2,5.2,0.389907,18.340229,2.0
Latium Vetus,1700,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.024393,24.393,Organic / WATCH range,7.1375,2.606692,0.264926,0.318143,4.2,4.8,0.353993,14.512122,2.0
Latium Vetus,1720,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.02225,22.25,Organic / WATCH range,6.225,2.86956,0.262433,0.303949,4.4,4.8,0.350971,15.773888,2.0
Latium Vetus,1740,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.020038,20.038,Organic / WATCH range,6.875,3.150298,0.279873,0.329023,4.0,5.2,0.368339,18.381548,2.0
Latium Vetus,1760,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.020501,20.501,Organic / WATCH range,5.775,1.954322,0.242463,0.265354,4.0,5.4,0.257354,12.55334,2.0
Latium Vetus,1780,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.016503,16.503,Organic / WATCH range,5.1625,2.157509,0.208976,0.256573,4.6,6.0,0.24664,14.945052,2.0
Latium Vetus,1800,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.00538,5.38,Organic / WATCH range,3.1875,2.482659,0.175474,0.212179,2.8,7.0,0.104249,19.37861,2.0
Latium Vetus,1820,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.010057,10.057,Organic / WATCH range,4.9,2.445404,0.200315,0.246279,3.0,5.2,0.148,14.7161,2.0
Latium Vetus,1840,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.007018,7.018,Organic / WATCH range,4.175,2.520789,0.18717,0.222206,3.4,7.2,0.141407,20.149678,2.0
Latium Vetus,1860,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.009214,9.214,Organic / WATCH range,3.05,1.726992,0.17039,0.181128,4.0,6.6,0.12345,13.398145,2.0
Latium Vetus,1880,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.02432,24.32,Organic / WATCH range,7.7625,1.974169,0.267686,0.28904,4.6,6.4,0.355911,14.634682,2.0
Latium Vetus,1900,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.034928,34.928,Organic / WATCH range,8.325,1.849155,0.289367,0.317036,4.0,4.6,0.36696,10.506114,2.0
Latium Vetus,1920,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.007004,7.004,Organic / WATCH range,4.0375,2.419162,0.216032,0.201623,3.2,7.4,0.139383,19.901797,2.0
Latium Vetus,1940,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.011891,11.891,Organic / WATCH range,6.45,2.017424,0.22365,0.230376,4.0,7.6,0.206094,17.332423,2.0
Latium Vetus,1960,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.059469,59.469,Organic / WATCH range,11.7375,2.953361,0.394496,0.4361,6.0,5.2,1.032238,17.357479,2.0
Latium Vetus,1980,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.039606,39.606,Organic / WATCH range,9.7,2.644334,0.331466,0.355795,6.0,6.0,0.707603,17.866001,2.0
Latium Vetus,2000,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.045591,45.591,Organic / WATCH range,10.3625,2.63673,0.351575,0.391794,5.2,5.2,0.716273,15.710995,2.0
Latium Vetus,2010,LatimVetus_ENS_460_2010_cleaned_Bij_v10.csv,cleaned_ens,in_range,0.019536,19.536,Organic / WATCH range,7.6,2.658477,0.281748,0.296087,5.2,7.6,0.433794,22.204425,2.0
Lebanon,1943,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.005661,5.661,Organic / WATCH range,6.625,3.895109,0.263678,0.209428,3.0,7.0,0.165665,29.265764,2.0
Lebanon,1943,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.005661,5.661,Organic / WATCH range,6.625,3.895109,0.263678,0.209428,3.0,7.0,0.165665,29.265764,2.0
Lebanon,1944,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.015016,15.016,Organic / WATCH range,8.0,3.020761,0.299962,0.251863,4.0,6.0,0.302197,20.124569,2.0
Lebanon,1944,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.015016,15.016,Organic / WATCH range,8.0,3.020761,0.299962,0.251863,4.0,6.0,0.302197,20.124569,2.0
Lebanon,1945,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.038002,38.002,Organic / WATCH range,10.5,2.610077,0.370384,0.308837,5.0,5.0,0.57194,15.050383,2.0
Lebanon,1945,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.038002,38.002,Organic / WATCH range,10.5,2.610077,0.370384,0.308837,5.0,5.0,0.57194,15.050383,2.0
Lebanon,1946,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.038002,38.002,Organic / WATCH range,10.5,2.610077,0.370384,0.308837,5.0,5.0,0.57194,15.050383,2.0
Lebanon,1946,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.038002,38.002,Organic / WATCH range,10.5,2.610077,0.370384,0.308837,5.0,5.0,0.57194,15.050383,2.0
Lebanon,1947,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.038002,38.002,Organic / WATCH range,10.5,2.610077,0.370384,0.308837,5.0,5.0,0.57194,15.050383,2.0
Lebanon,1947,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.038002,38.002,Organic / WATCH range,10.5,2.610077,0.370384,0.308837,5.0,5.0,0.57194,15.050383,2.0
Lebanon,1948,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1948,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1949,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1949,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1950,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1950,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1951,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1951,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1952,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1952,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1953,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1953,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1954,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1954,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1955,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1955,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1956,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1956,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1957,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1957,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.024544,24.544,Organic / WATCH range,9.5,2.610077,0.322438,0.268858,5.0,6.0,0.43345,17.66046,2.0
Lebanon,1958,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1958,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1959,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1959,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1960,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1960,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1961,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1961,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1962,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1962,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1963,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1963,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1964,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1964,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1965,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1965,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1966,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1966,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.016205,16.205,Organic / WATCH range,8.5,2.610077,0.280698,0.234054,5.0,7.0,0.328494,20.270536,2.0
Lebanon,1967,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1967,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1968,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1968,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1969,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1969,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1970,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1970,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1971,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1971,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1972,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1972,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1973,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1973,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1974,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1974,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.012939,12.939,Organic / WATCH range,7.375,2.328492,0.245642,0.217311,5.0,8.0,0.266904,20.627936,2.0
Lebanon,1975,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1975,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1976,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1976,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1977,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1977,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1978,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1978,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1979,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1979,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1980,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1980,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1981,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1981,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1982,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1982,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1983,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1983,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1984,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1984,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1985,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1985,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1986,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1986,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1987,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1987,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1988,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1988,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1989,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1989,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.000772,0.772,Organic / WATCH range,-1.625,1.899836,0.103352,0.078472,2.0,10.0,0.01622,20.998355,2.0
Lebanon,1990,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.002991,2.991,Organic / WATCH range,1.875,1.899836,0.15422,0.123459,3.0,9.0,0.057119,19.09852,2.0
Lebanon,1990,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.002991,2.991,Organic / WATCH range,1.875,1.899836,0.15422,0.123459,3.0,9.0,0.057119,19.09852,2.0
Lebanon,1991,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.008434,8.434,Organic / WATCH range,5.4375,2.053008,0.216779,0.179198,4.0,8.0,0.155385,18.424068,2.0
Lebanon,1991,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.008434,8.434,Organic / WATCH range,5.4375,2.053008,0.216779,0.179198,4.0,8.0,0.155385,18.424068,2.0
Lebanon,1992,Lebanon_ENS_Bij_v10.csv,canonical_ens,in_range,0.036852,36.852,Organic / WATCH range,10.4375,1.878122,0.332583,0.294048,5.0,6.0,0.488977,13.268734,2.0
Lebanon,1992,Lebanon_cleaned_Bij_v10.csv,usp_or_legacy,in_range,0.036852,36.852,Organic / WATCH range,10.4375,1.878122,0.332583,0.294048,5.0,6.0,0.488977,13.268734,2.0
