Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Bond_Strength_Calc_legacy,SBD_Calc,Lambda2_Calc,Decay_Index_Calc,Phase_Calc,Regime_Label_Calc,ESCH_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime
Hong Kong,2008,Craft,6.0,7.0,6.0,7.0,10.5,0.279982,0.2873,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2008,Flow,7.0,8.0,6.0,8.0,13.0,0.297840,0.28,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2008,Hands,5.0,6.0,7.0,6.0,7.0,0.244833,0.2723,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2008,Helm,6.0,7.0,6.0,7.0,10.5,0.279982,0.3045,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2008,Lore,6.0,7.0,6.0,8.0,11.0,0.287336,0.2978,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2008,Shield,6.0,6.0,6.0,6.0,9.0,0.272315,0.28,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2008,Stewards,6.0,7.0,6.0,7.0,10.5,0.279982,0.28,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Archive,7.0,7.0,6.0,9.0,12.5,0.304524,0.2448,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Craft,6.0,7.0,6.0,7.0,10.5,0.279982,0.2873,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Flow,7.0,8.0,6.0,8.0,13.0,0.297840,0.28,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Hands,5.0,6.0,7.0,6.0,7.0,0.244833,0.2723,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Helm,6.0,7.0,6.0,7.0,10.5,0.279982,0.3045,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Lore,6.0,7.0,6.0,8.0,11.0,0.287336,0.2978,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Shield,6.0,6.0,6.0,6.0,9.0,0.272315,0.28,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2009,Stewards,6.0,7.0,6.0,7.0,10.5,0.279982,0.28,0.2808,1.9562,-0.0298,5.0,Stable Integration,0.75,10.5,7.0,Local node failure
Hong Kong,2010,Archive,7.0,7.0,5.0,9.0,13.5,0.349806,0.2812,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Craft,6.0,7.0,5.0,7.0,11.5,0.321615,0.3301,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Flow,7.0,8.0,5.0,8.0,14.0,0.342129,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Hands,5.0,6.0,6.0,6.0,8.0,0.281240,0.3128,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Helm,6.0,7.0,5.0,7.0,11.5,0.321615,0.3498,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Lore,6.0,7.0,5.0,8.0,12.0,0.330063,0.3421,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Shield,6.0,6.0,5.0,6.0,10.0,0.312808,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2010,Stewards,6.0,7.0,5.0,7.0,11.5,0.321615,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Archive,7.0,7.0,5.0,9.0,13.5,0.349806,0.2812,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Craft,6.0,7.0,5.0,7.0,11.5,0.321615,0.3301,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Flow,7.0,8.0,5.0,8.0,14.0,0.342129,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Hands,5.0,6.0,6.0,6.0,8.0,0.281240,0.3128,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Helm,6.0,7.0,5.0,7.0,11.5,0.321615,0.3498,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Lore,6.0,7.0,5.0,8.0,12.0,0.330063,0.3421,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Shield,6.0,6.0,5.0,6.0,10.0,0.312808,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2011,Stewards,6.0,7.0,5.0,7.0,11.5,0.321615,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Archive,7.0,7.0,5.0,9.0,13.5,0.349806,0.2812,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Craft,6.0,7.0,5.0,7.0,11.5,0.321615,0.3301,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Flow,7.0,8.0,5.0,8.0,14.0,0.342129,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Hands,5.0,6.0,6.0,6.0,8.0,0.281240,0.3128,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Helm,6.0,7.0,5.0,7.0,11.5,0.321615,0.3498,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Lore,6.0,7.0,5.0,8.0,12.0,0.330063,0.3421,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Shield,6.0,6.0,5.0,6.0,10.0,0.312808,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2012,Stewards,6.0,7.0,5.0,7.0,11.5,0.321615,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Archive,7.0,7.0,5.0,9.0,13.5,0.349806,0.2812,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Craft,6.0,7.0,5.0,7.0,11.5,0.321615,0.3301,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Flow,7.0,8.0,5.0,8.0,14.0,0.342129,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Hands,5.0,6.0,6.0,6.0,8.0,0.281240,0.3128,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Helm,6.0,7.0,5.0,7.0,11.5,0.321615,0.3498,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Lore,6.0,7.0,5.0,8.0,12.0,0.330063,0.3421,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Shield,6.0,6.0,5.0,6.0,10.0,0.312808,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2013,Stewards,6.0,7.0,5.0,7.0,11.5,0.321615,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Archive,7.0,7.0,5.0,9.0,13.5,0.349806,0.2812,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Craft,6.0,7.0,5.0,7.0,11.5,0.321615,0.3301,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Flow,7.0,8.0,5.0,8.0,14.0,0.342129,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Hands,5.0,6.0,6.0,6.0,8.0,0.281240,0.3128,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Helm,6.0,7.0,5.0,7.0,11.5,0.321615,0.3498,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Lore,6.0,7.0,5.0,8.0,12.0,0.330063,0.3421,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Shield,6.0,6.0,5.0,6.0,10.0,0.312808,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2014,Stewards,6.0,7.0,5.0,7.0,11.5,0.321615,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Archive,7.0,7.0,5.0,9.0,13.5,0.349806,0.2812,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Craft,6.0,7.0,5.0,7.0,11.5,0.321615,0.3301,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Flow,7.0,8.0,5.0,8.0,14.0,0.342129,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Hands,5.0,6.0,6.0,6.0,8.0,0.281240,0.3128,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Helm,6.0,7.0,5.0,7.0,11.5,0.321615,0.3498,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Lore,6.0,7.0,5.0,8.0,12.0,0.330063,0.3421,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Shield,6.0,6.0,5.0,6.0,10.0,0.312808,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
Hong Kong,2015,Stewards,6.0,7.0,5.0,7.0,11.5,0.321615,0.3216,0.3226,2.2471,-0.1829,6.0,High Coherence,1.75,11.5,8.0,Stable adaptive
India,1875,Archive,5.0,6.8,3.2,5.2,11.2,0.209786,0.1017,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Craft,2.6,3.0,8.0,2.8,-1.0,0.120871,0.1873,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Flow,2.8,4.6,7.2,3.2,1.8,0.132716,0.1373,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Hands,1.8,2.8,8.2,2.0,-2.6,0.101657,0.1785,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Helm,2.8,6.8,6.4,5.2,5.8,0.154556,0.2098,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Lore,3.6,4.8,5.2,7.2,6.8,0.187275,0.1327,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Shield,4.8,5.8,5.2,4.0,7.4,0.178452,0.1209,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1875,Stewards,2.8,4.8,7.2,3.8,2.3,0.137348,0.1546,0.1528,0.8035,0.0,2.0,Acute Crisis,-1.4,3.9625,-2.6,Systemic crisis
India,1880,Archive,5.0,7.0,3.2,5.0,11.3,0.208219,0.1003,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Craft,2.6,3.0,8.0,2.8,-1.0,0.120728,0.1876,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Flow,2.8,4.8,7.0,3.0,2.1,0.132576,0.1373,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Hands,1.8,2.6,8.4,2.0,-3.0,0.100258,0.1782,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Helm,3.0,6.8,6.4,5.0,5.9,0.155067,0.2082,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Lore,3.8,4.8,5.2,7.0,6.9,0.187637,0.1326,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Shield,4.8,6.0,5.2,4.0,7.6,0.178227,0.1207,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1880,Stewards,2.8,5.0,7.0,3.6,2.6,0.137327,0.1551,0.1525,0.7929,0.0021,2.0,Acute Crisis,-1.3,4.05,-3.0,Systemic crisis
India,1885,Archive,5.0,7.0,3.0,5.2,11.6,0.221053,0.1099,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Craft,2.8,3.0,8.0,3.0,-0.7,0.129611,0.2046,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Flow,3.0,4.8,7.0,3.0,2.3,0.140385,0.1468,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Hands,2.0,2.8,8.0,2.0,-2.2,0.109894,0.1899,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Helm,3.0,7.0,6.0,5.2,6.6,0.166779,0.2211,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Lore,4.4,5.0,5.0,7.2,8.0,0.204619,0.1404,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Shield,5.0,6.2,5.0,4.0,8.2,0.189927,0.1296,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1885,Stewards,3.0,5.0,7.0,3.8,2.9,0.146794,0.1668,0.1636,0.8682,-0.0707,2.0,Acute Crisis,-1.025,4.5875,-2.2,Systemic crisis
India,1890,Archive,5.2,7.0,3.0,5.0,11.7,0.220968,0.1096,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Craft,2.8,3.0,8.0,3.0,-0.7,0.129206,0.2034,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Flow,3.0,5.0,7.0,3.0,2.5,0.139941,0.1463,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Hands,2.0,2.8,8.0,2.0,-2.2,0.109556,0.1893,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Helm,3.0,7.0,6.2,5.0,6.3,0.162815,0.221,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Lore,4.6,5.0,5.2,7.2,8.0,0.203417,0.1399,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Shield,5.0,6.2,5.0,4.0,8.2,0.189296,0.1292,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1890,Stewards,3.0,5.0,7.0,3.8,2.9,0.146327,0.1628,0.1627,0.8656,-0.0645,2.0,Acute Crisis,-1.05,4.5875,-2.2,Systemic crisis
India,1895,Archive,5.0,7.0,3.2,5.0,11.3,0.210098,0.0973,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Craft,2.8,3.4,8.0,3.0,-0.3,0.125694,0.1975,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Flow,3.0,4.6,7.0,3.0,2.1,0.136100,0.1423,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Hands,1.8,2.6,9.0,2.0,-3.6,0.097272,0.1798,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Helm,2.8,6.8,7.0,5.0,5.1,0.148803,0.2101,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Lore,4.6,5.0,5.2,7.2,8.0,0.197450,0.1361,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Shield,4.8,6.0,5.2,4.0,7.6,0.179775,0.1257,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1895,Stewards,3.0,4.8,7.0,3.8,2.7,0.142287,0.1488,0.1547,0.7713,-0.0121,2.0,Acute Crisis,-1.425,4.1125,-3.6,Systemic crisis
India,1900,Archive,5.2,7.0,3.2,5.0,11.5,0.217309,0.1076,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Craft,2.8,4.0,7.8,3.0,0.5,0.130123,0.204,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Flow,3.0,5.0,7.0,3.2,2.6,0.140818,0.1455,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Hands,2.0,2.8,8.2,2.0,-2.4,0.107614,0.1896,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Helm,2.8,7.0,6.8,5.0,5.5,0.154071,0.2173,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Lore,4.8,5.0,5.2,7.2,8.2,0.203975,0.1408,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Shield,5.0,6.8,5.0,4.2,8.9,0.189574,0.1301,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1900,Stewards,3.0,5.0,7.0,3.8,2.9,0.145540,0.1541,0.1611,0.8514,-0.0543,2.0,Acute Crisis,-0.95,4.7125,-2.4,Systemic crisis
India,1905,Archive,5.0,7.0,3.8,5.0,10.7,0.205488,0.1105,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Craft,3.0,4.0,7.2,3.6,1.6,0.140449,0.2045,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Flow,3.0,4.8,7.0,3.6,2.6,0.142168,0.1452,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Hands,2.2,3.0,8.0,2.0,-1.8,0.110545,0.1714,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Helm,2.8,6.8,8.0,5.2,4.2,0.142806,0.2055,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Lore,4.8,5.0,5.2,7.8,8.5,0.204529,0.1422,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Shield,4.8,7.0,6.2,4.0,7.6,0.171410,0.1404,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1905,Stewards,3.0,5.0,7.0,4.0,3.0,0.145198,0.1428,0.1578,0.8773,-0.0327,2.0,Acute Crisis,-1.225,4.55,-1.8,Systemic crisis
India,1910,Archive,5.2,7.0,3.0,5.0,11.7,0.223206,0.1105,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Craft,3.0,4.0,7.2,3.0,1.3,0.139515,0.2117,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Flow,3.0,5.0,7.0,3.0,2.5,0.141239,0.1492,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Hands,2.0,2.8,8.0,2.0,-2.2,0.110545,0.1911,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Helm,3.0,7.0,7.0,5.0,5.5,0.156666,0.2232,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Lore,4.8,5.0,5.2,8.0,8.6,0.211739,0.1412,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Shield,5.0,7.0,5.0,4.0,9.0,0.191142,0.1395,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1910,Stewards,3.0,5.0,7.0,4.0,3.0,0.149244,0.1567,0.1654,0.8756,-0.0823,2.0,Acute Crisis,-0.825,4.925,-2.2,Systemic crisis
India,1915,Archive,5.0,7.0,3.2,5.0,11.3,0.217053,0.1098,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Craft,3.0,4.0,7.0,3.0,1.5,0.140240,0.2125,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Flow,3.0,5.0,7.0,3.0,2.5,0.140240,0.1537,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Hands,2.0,3.0,8.0,2.0,-2.0,0.109784,0.1804,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Helm,3.0,7.0,7.2,5.0,5.3,0.153679,0.2171,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Lore,4.8,5.0,5.0,8.0,8.8,0.212462,0.1402,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Shield,5.0,7.0,6.0,4.2,8.1,0.180369,0.1402,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1915,Stewards,3.0,5.0,6.4,4.0,3.6,0.153658,0.1537,0.1634,0.8706,-0.0694,2.0,Acute Crisis,-0.85,4.8875,-2.0,Systemic crisis
India,1920,Archive,5.0,6.8,4.0,5.0,10.3,0.205182,0.128,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Craft,3.0,3.8,7.0,3.2,1.4,0.140285,0.2129,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Flow,3.0,4.8,7.2,3.0,2.1,0.136977,0.1465,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Hands,2.8,3.0,8.0,3.0,-0.7,0.128040,0.1663,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Helm,2.8,6.0,8.2,6.0,3.6,0.147530,0.2052,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Lore,4.8,5.0,5.2,9.0,9.1,0.212897,0.137,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Shield,4.8,6.0,7.0,4.2,5.9,0.166296,0.1403,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1920,Stewards,3.0,4.8,7.0,4.0,2.8,0.146505,0.1475,0.1605,1.0095,-0.0499,2.0,Acute Crisis,-1.675,4.3125,-0.7,Systemic crisis
India,1925,Archive,5.0,7.0,4.0,5.0,10.5,0.200776,0.1065,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Craft,3.0,4.0,7.0,3.0,1.5,0.135894,0.1953,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Flow,3.0,5.0,7.0,3.0,2.5,0.135894,0.1421,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Hands,2.0,3.0,8.0,2.0,-2.0,0.106473,0.1694,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Helm,3.0,6.0,7.0,5.2,4.6,0.152010,0.2008,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Lore,4.8,5.0,6.0,8.2,7.9,0.195342,0.1359,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Shield,4.8,6.0,6.2,4.0,6.6,0.169415,0.1359,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1925,Stewards,3.0,5.0,7.0,3.8,2.9,0.142070,0.152,0.1547,0.8454,-0.0124,2.0,Acute Crisis,-1.4,4.3125,-2.0,Systemic crisis
India,1930,Archive,5.0,6.8,4.0,5.0,10.3,0.188422,0.0918,0.1388,0.7262,0.0917,1.0,Systemic Collapse,-2.725,2.925,-4.2,Systemic crisis
India,1930,Craft,2.8,3.0,8.2,3.0,-0.9,0.116954,0.1871,0.1388,0.7262,0.0917,1.0,Systemic Collapse,-2.725,2.925,-4.2,Systemic crisis
India,1930,Flow,2.8,4.0,8.0,3.0,0.3,0.118400,0.1184,0.1388,0.7262,0.0917,1.0,Systemic Collapse,-2.725,2.925,-4.2,Systemic crisis
