Set,Society,T,Vbar,Vmin,smin,Bbar,lam2,r11,r12
2,Society_E,59,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,60,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,61,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,62,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,63,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,64,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,65,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,66,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,67,7.5,7.0,0.0,0.249885,1.928455689143596,Strained,Strained
2,Society_E,68,7.075,6.5,-0.3,0.235657,1.8118389367130965,Strained,Strained
2,Society_E,69,7.625,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,70,7.125,5.5,-0.5,0.235412,1.7091473101397023,Strained,Strained
2,Society_E,71,7.775,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,72,7.775,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,73,7.875,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,74,7.875,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,75,7.875,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,76,7.15,6.0,-0.25,0.23689,1.7565436051151586,Strained,Strained
2,Society_E,77,7.75,7.0,0.0,0.253378,1.9422975920782395,Strained,Strained
2,Society_E,78,7.9125,7.0,0.0,0.254832,1.9483756328910542,Strained,Strained
2,Society_E,79,7.75,6.5,-0.25,0.248572,1.8615668327773984,Strained,Strained
2,Society_E,80,6.9375,4.5,-0.72,0.222111,1.5628588470307831,Phantom Type II,Phantom Type II
2,Society_E,81,5.3125,2.5,-1.08,0.185086,1.3120947735261927,Phantom Type II,Phantom Type II
2,Society_E,82,5.75,3.5,-0.6,0.196472,1.3991188780014534,Local Node Failure,Local Node Failure
2,Society_E,83,6.375,4.5,-0.4,0.213773,1.5618242582470296,Strained,Strained
2,Society_E,84,7.05,5.9,-0.3,0.230766,1.723368530797447,Strained,Strained
2,Society_E,85,7.05,5.5,-0.324,0.230612,1.6940803035695395,Strained,Strained
2,Society_E,86,6.875,5.5,-0.36,0.229007,1.6880456819652412,Strained,Strained
2,Society_E,87,5.9625,3.5,-0.6,0.205679,1.4932909101328198,Local Node Failure,Local Node Failure
2,Society_E,88,5.825,3.5,-0.6,0.203102,1.4217562240467985,Local Node Failure,Local Node Failure
2,Society_E,89,6.3125,3.5,-0.72,0.215459,1.5171951835538442,Phantom Type II,Phantom Type II
2,Society_E,90,4.925,2.5,-0.9,0.193239,1.3410338384770282,Phantom Type II,Phantom Type II
2,Society_E,91,4.875,2.5,-0.9,0.192094,1.3371278707823437,Phantom Type II,Phantom Type II
2,Society_E,92,5.525,2.5,-0.8,0.201977,1.3939268099182427,Phantom Type II,Phantom Type II
2,Society_E,93,6.85,4.3,-0.5,0.23091,1.5964160383882897,Strained,Strained
2,Society_E,94,7.675,6.3,-0.25,0.248419,1.846800330554493,Strained,Strained
2,Society_E,95,8.8,6.5,-0.25,0.274636,1.9823865054226366,Strained,Strained
2,Society_E,96,9.175,7.5,0.0,0.281058,2.120922837454468,Strained,Strained
2,Society_E,97,9.2375,7.5,0.0,0.282522,2.1264559589070764,Strained,Strained
2,Society_E,98,9.2375,7.5,0.0,0.282476,2.1262445759798503,Strained,Strained
2,Society_E,99,9.2375,7.5,0.0,0.282476,2.1262445759798503,Strained,Strained
2,Society_E,100,9.375,7.5,0.0,0.283944,2.131777697432459,Strained,Strained
2,Society_E,101,9.375,7.5,0.0,0.283944,2.131777697432459,Strained,Strained
2,Society_E,102,9.375,7.5,0.0,0.283944,2.131777697432459,Strained,Strained
2,Society_E,103,9.575,7.5,0.0,0.288089,2.1473927309325633,Strained,Strained
2,Society_E,104,10.525,8.1,0.15,0.321474,2.328129485712894,Stable Adaptive,Stable Adaptive
2,Society_E,105,10.475,8.1,0.15,0.32047,2.297055705477299,Stable Adaptive,Stable Adaptive
2,Society_E,106,10.275,8.1,0.15,0.310321,2.241573093594151,Stable Adaptive,Stable Adaptive
2,Society_E,107,10.675,9.5,0.36,0.321319,2.4305053881570453,Stable Adaptive,Stable Adaptive
2,Society_E,108,10.35,8.5,0.25,0.30781,2.246380587645545,Stable Adaptive,Stable Adaptive
2,Society_E,109,10.625,8.5,0.25,0.31993,2.2943618856525934,Stable Adaptive,Stable Adaptive
2,Society_E,110,10.475,8.5,0.25,0.313359,2.266915336365104,Stable Adaptive,Stable Adaptive
2,Society_E,111,10.65,9.5,0.432,0.320595,2.4277913251080996,Stable Adaptive,Stable Adaptive
2,Society_E,112,10.775,9.5,0.432,0.325052,2.4445337542339525,Stable Adaptive,Stable Adaptive
2,Society_E,113,10.775,9.5,0.432,0.325052,2.4445337542339525,Stable Adaptive,Stable Adaptive
2,Society_E,114,10.625,9.5,0.36,0.318234,2.418678760860415,Stable Adaptive,Stable Adaptive
2,Society_E,115,10.375,8.5,0.25,0.309191,2.248382228882191,Stable Adaptive,Stable Adaptive
2,Society_E,116,9.625,8.0,0.0,0.28151,2.0740944354977997,Strained,Strained
2,Society_E,117,9.625,8.0,0.0,0.28151,2.0740944354977997,Strained,Strained
2,Society_E,118,9.5,8.0,0.0,0.276755,2.054048577951652,Strained,Strained
2,Society_E,119,9.5,8.0,0.0,0.276755,2.054048577951652,Strained,Strained
2,Society_E,120,8.125,6.5,-0.3,0.242431,1.7951475455738317,Strained,Strained
2,Society_E,121,9.125,8.0,0.0,0.262886,1.9995282282933775,Strained,Strained
2,Society_E,122,8.9,7.0,-0.3,0.252761,1.837180990042069,Strained,Strained
2,Society_E,123,9.875,8.0,0.0,0.285271,2.0879621988749038,Strained,Strained
2,Society_E,124,10.2875,8.5,0.25,0.299007,2.187784893668457,Stable Adaptive,Stable Adaptive
2,Society_E,125,10.2875,8.5,0.25,0.299007,2.187784893668457,Stable Adaptive,Stable Adaptive
2,Society_F,0,4.5,1.0,-0.48,0.190684,1.275602937978832,Local Node Failure,Local Node Failure
2,Society_F,1,4.5,1.0,-0.48,0.190684,1.275602937978832,Local Node Failure,Local Node Failure
2,Society_F,2,4.875,2.0,-0.48,0.197452,1.3701007431627632,Local Node Failure,Local Node Failure
2,Society_F,3,5.125,2.0,-0.4,0.197452,1.3701007431627632,Local Node Failure,Local Node Failure
2,Society_F,4,4.625,2.0,-0.6,0.18301,1.318438956731921,Local Node Failure,Local Node Failure
2,Society_F,5,5.75,3.0,-0.4,0.202524,1.4071161332322981,Local Node Failure,Local Node Failure
2,Society_F,6,6.25,3.0,-0.4,0.216494,1.5358984134110565,Local Node Failure,Local Node Failure
2,Society_F,7,6.25,3.0,-0.4,0.216494,1.5358984134110565,Local Node Failure,Local Node Failure
2,Society_F,8,6.25,3.0,-0.4,0.216494,1.5358984134110565,Local Node Failure,Local Node Failure
2,Society_F,9,6.25,3.0,-0.4,0.216494,1.5358984134110565,Local Node Failure,Local Node Failure
2,Society_F,10,6.25,3.0,-0.4,0.216494,1.5358984134110565,Local Node Failure,Local Node Failure
2,Society_F,11,6.25,3.0,-0.4,0.216494,1.5358984134110565,Local Node Failure,Local Node Failure
2,Society_F,12,7.25,3.0,-0.4,0.233688,1.6211746922034629,Local Node Failure,Local Node Failure
2,Society_F,13,7.75,3.0,-0.4,0.24164,1.6558524750257562,Local Node Failure,Local Node Failure
2,Society_F,14,6.75,2.0,-0.6,0.21036,1.441503304868955,Local Node Failure,Local Node Failure
2,Society_F,15,6.75,2.0,-0.6,0.21036,1.441503304868955,Local Node Failure,Local Node Failure
2,Society_F,16,6.75,2.0,-0.6,0.21036,1.441503304868955,Local Node Failure,Local Node Failure
2,Society_F,17,7.75,3.0,-0.4,0.24164,1.6558524750257562,Local Node Failure,Local Node Failure
2,Society_F,18,7.75,3.0,-0.4,0.24164,1.6558524750257562,Local Node Failure,Local Node Failure
2,Society_F,19,7.75,3.0,-0.4,0.24164,1.6558524750257562,Local Node Failure,Local Node Failure
2,Society_F,20,7.75,3.0,-0.4,0.24164,1.6558524750257562,Local Node Failure,Local Node Failure
2,Society_F,21,8.25,3.0,-0.4,0.247879,1.678751861864101,Local Node Failure,Local Node Failure
2,Society_F,22,8.25,3.0,-0.4,0.247879,1.678751861864101,Local Node Failure,Local Node Failure
2,Society_F,23,8.25,3.0,-0.4,0.247879,1.678751861864101,Local Node Failure,Local Node Failure
2,Society_F,24,8.5,4.0,-0.5,0.233199,1.6412138673985004,Strained,Strained
2,Society_F,25,10.0,5.0,-0.25,0.27414,1.9089890473511946,Strained,Strained
2,Society_F,26,10.25,5.0,-0.25,0.284493,1.94676606888761,Strained,Strained
2,Society_F,27,9.875,5.0,-0.25,0.268988,1.8900104935977373,Strained,Strained
2,Society_F,28,7.875,4.0,-0.84,0.21451,1.5675685513035973,Phantom Type II,Phantom Type II
2,Society_F,29,8.75,4.0,-0.5,0.231507,1.6353054376789915,Strained,Strained
2,Society_F,30,9.75,5.0,-0.25,0.265931,1.878472666179563,Strained,Strained
2,Society_F,31,10.125,5.0,-0.25,0.281145,1.9346934779738083,Strained,Strained
2,Society_F,32,10.75,5.0,-0.16,0.293136,1.9803215410161772,Strained,Strained
2,Society_F,33,11.125,5.0,-0.16,0.298408,2.0020650601705725,Strained,Strained
2,Society_F,34,11.125,5.0,-0.16,0.298408,2.0020650601705725,Strained,Strained
2,Society_F,35,11.125,5.0,-0.16,0.298408,2.0020650601705725,Strained,Strained
2,Society_F,36,11.125,5.0,-0.16,0.298408,2.0020650601705725,Strained,Strained
2,Society_F,37,11.125,5.0,-0.16,0.298408,2.0020650601705725,Strained,Strained
2,Society_F,38,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,39,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,40,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,41,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,42,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,43,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,44,12.75,8.5,0.25,0.321188,2.301081074140183,Stable Adaptive,Stable Adaptive
2,Society_F,45,13.125,9.5,0.3,0.332692,2.456795010420241,Stable Adaptive,Stable Adaptive
2,Society_F,46,13.125,9.5,0.3,0.332692,2.456795010420241,Stable Adaptive,Stable Adaptive
2,Society_F,47,13.125,9.5,0.3,0.332692,2.456795010420241,Stable Adaptive,Stable Adaptive
2,Society_F,48,13.125,9.5,0.3,0.332692,2.456795010420241,Stable Adaptive,Stable Adaptive
2,Society_F,49,13.125,9.5,0.3,0.332692,2.456795010420241,Stable Adaptive,Stable Adaptive
2,Society_F,50,13.8125,10.5,0.6,0.346036,2.5078130212985688,Stable Adaptive,Stable Adaptive
2,Society_F,51,13.8125,10.5,0.6,0.346036,2.5078130212985688,Stable Adaptive,Stable Adaptive
2,Society_F,52,13.8125,10.5,0.6,0.346036,2.5078130212985688,Stable Adaptive,Stable Adaptive
2,Society_F,53,13.4375,10.5,0.6,0.336605,2.472290501897783,Stable Adaptive,Stable Adaptive
2,Society_F,54,13.4375,10.5,0.6,0.336605,2.472290501897783,Stable Adaptive,Stable Adaptive
2,Society_F,55,13.4375,10.5,0.6,0.336605,2.472290501897783,Stable Adaptive,Stable Adaptive
2,Society_F,56,12.4375,9.5,0.3,0.295323,2.1563393127982833,Stable Adaptive,Stable Adaptive
2,Society_F,57,12.3125,9.5,0.3,0.292248,2.1449470800648593,Stable Adaptive,Stable Adaptive
2,Society_F,58,11.8125,8.0,-0.36,0.279736,1.920499456516623,Strained,Strained
2,Society_F,59,11.8125,8.0,-0.36,0.279736,1.920499456516623,Strained,Strained
2,Society_F,60,11.8125,8.0,-0.36,0.279736,1.920499456516623,Strained,Strained
2,Society_F,61,11.8125,8.0,-0.36,0.279736,1.920499456516623,Strained,Strained
2,Society_F,62,10.4375,6.0,-0.6,0.233656,1.561647929076537,Strained,Strained
2,Society_F,63,10.4375,6.0,-0.6,0.233656,1.561647929076537,Strained,Strained
2,Society_F,64,12.3125,9.5,0.3,0.291763,2.147665726837531,Stable Adaptive,Stable Adaptive
2,Society_F,65,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,66,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,67,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,68,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,69,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,70,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,71,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,72,14.0625,10.5,0.6,0.349806,2.5218255899966695,Stable Adaptive,Stable Adaptive
2,Society_F,73,14.3125,12.0,0.48,0.326504,2.461819565871287,Stable Adaptive,Stable Adaptive
2,Society_F,74,14.3125,12.0,0.48,0.326504,2.461819565871287,Stable Adaptive,Stable Adaptive
2,Society_F,75,14.1875,12.0,0.48,0.323247,2.4490063121530863,Stable Adaptive,Stable Adaptive
2,Society_F,76,15.3125,13.0,0.96,0.375054,2.8278880856158612,Stable Adaptive,Stable Adaptive
2,Society_F,77,15.3125,13.0,0.96,0.375054,2.8278880856158612,Stable Adaptive,Stable Adaptive
2,Society_F,78,15.3125,13.0,0.96,0.375054,2.8278880856158612,Stable Adaptive,Stable Adaptive
2,Society_F,79,12.4375,8.0,-0.84,0.258142,1.7967291020408276,Phantom Type II,Phantom Type II
2,Society_F,80,14.3125,12.0,0.48,0.326504,2.461819565871287,Stable Adaptive,Stable Adaptive
2,Society_F,81,14.3125,12.0,0.48,0.326504,2.461819565871287,Stable Adaptive,Stable Adaptive
2,Society_F,82,14.0625,12.0,0.48,0.320457,2.438503981996115,Stable Adaptive,Stable Adaptive
2,Society_F,83,13.5625,12.0,0.48,0.309278,2.394112117391727,Stable Adaptive,Stable Adaptive
2,Society_F,84,13.3125,12.0,0.48,0.303517,2.3633522041633555,Stable Adaptive,Stable Adaptive
2,Society_F,85,12.1875,10.5,0.0,0.280113,2.0350961741264695,Stable Adaptive,Stable Adaptive
2,Society_F,86,12.1875,10.5,0.0,0.280113,2.0350961741264695,Stable Adaptive,Stable Adaptive
2,Society_F,87,12.8125,12.0,0.48,0.300394,2.3510924653820013,Stable Adaptive,Stable Adaptive
2,Society_F,88,12.8125,12.0,0.48,0.300394,2.3510924653820013,Stable Adaptive,Stable Adaptive
2,Society_F,89,13.0625,12.0,0.48,0.311034,2.401351900924896,Stable Adaptive,Stable Adaptive
2,Society_F,90,11.5625,10.0,0.0,0.255085,1.7686588857388403,Strained,Strained
2,Society_F,91,11.5625,10.0,0.0,0.255085,1.7686588857388403,Strained,Strained
2,Society_F,92,11.6875,10.0,-0.48,0.259056,1.8942006835916476,Strained,Strained
2,Society_F,93,11.5625,9.0,-0.42,0.256399,1.873031701128626,Strained,Strained
2,Society_F,94,10.9375,8.0,-0.84,0.236682,1.7155740993168307,Phantom Type II,Phantom Type II
2,Society_F,95,10.9375,8.0,-0.84,0.236682,1.7155740993168307,Phantom Type II,Phantom Type II
2,Society_F,96,11.6875,9.0,-0.42,0.26063,1.926550439753455,Strained,Strained
2,Society_F,97,11.1875,9.0,-0.42,0.246523,1.8652787512649793,Strained,Strained
2,Society_F,98,12.4375,10.0,0.0,0.288976,2.1707774475190256,Stable Adaptive,Stable Adaptive
2,Society_F,99,12.4375,10.0,0.0,0.288976,2.1707774475190256,Stable Adaptive,Stable Adaptive
2,Society_F,100,11.3125,8.0,-0.84,0.248028,1.7598159936725404,Phantom Type II,Phantom Type II
2,Society_F,101,11.3125,8.0,-0.84,0.248028,1.7598159936725404,Phantom Type II,Phantom Type II
2,Society_F,102,10.3125,8.0,-0.84,0.217093,1.605380154757241,Phantom Type II,Phantom Type II
2,Society_F,103,10.3125,8.0,-0.84,0.217093,1.605380154757241,Phantom Type II,Phantom Type II
2,Society_F,104,12.9375,9.0,-0.42,0.287971,2.0294996471573388,Strained,Strained
2,Society_F,105,12.9375,9.0,-0.42,0.287971,2.0294996471573388,Strained,Strained
2,Society_F,106,14.3125,10.0,0.0,0.319562,2.2961138183886116,Stable Adaptive,Stable Adaptive
2,Society_F,107,14.3125,10.0,0.0,0.319562,2.2961138183886116,Stable Adaptive,Stable Adaptive
2,Society_F,108,13.5625,10.0,0.0,0.303078,2.229485568676948,Stable Adaptive,Stable Adaptive
2,Society_F,109,13.9375,10.0,0.0,0.319562,2.2961138183886116,Stable Adaptive,Stable Adaptive
2,Society_F,110,12.9375,9.0,-0.42,0.278195,1.9988831779902207,Strained,Strained
2,Society_F,111,12.9375,9.0,-0.42,0.278195,1.9988831779902207,Strained,Strained
2,Society_F,112,12.9375,9.0,-0.42,0.278195,1.9988831779902207,Strained,Strained
2,Society_F,113,12.1875,9.0,-0.42,0.254507,1.8984084700061474,Strained,Strained
2,Society_F,114,12.6875,9.0,-0.42,0.266119,1.9487796344585553,Strained,Strained
2,Society_F,115,13.5625,9.0,-0.42,0.291964,2.053430901589919,Strained,Strained
2,Society_F,116,13.4375,7.0,-0.72,0.287456,1.8372549663873936,Phantom Type II,Phantom Type II
2,Society_F,117,12.8125,7.0,-0.72,0.265376,1.7566091347919277,Phantom Type II,Phantom Type II
2,Society_F,118,13.4375,8.0,-0.36,0.288972,1.9588085081109017,Strained,Strained
2,Society_F,119,12.0625,8.0,-0.36,0.242123,1.7723948044687046,Strained,Strained
2,Society_F,120,13.3125,9.0,0.0,0.283147,2.0575555672269714,Stable Adaptive,Stable Adaptive
2,Society_F,121,15.0625,9.0,0.0,0.341196,2.284033500235924,Stable Adaptive,Stable Adaptive
2,Society_F,122,15.1875,10.0,0.36,0.346327,2.4452374436700586,Stable Adaptive,Stable Adaptive
2,Society_F,123,15.3125,10.0,0.36,0.349398,2.4566928194404376,Stable Adaptive,Stable Adaptive
2,Society_F,124,15.3125,10.0,0.36,0.349398,2.4566928194404376,Stable Adaptive,Stable Adaptive
2,Society_G,0,4.875,1.2,-0.36864,0.201119,1.325167381639153,Local Node Failure,Local Node Failure
2,Society_G,1,4.55,1.3,-0.39304,0.197633,1.3204006253169058,Local Node Failure,Local Node Failure
2,Society_G,2,4.25,0.9,-0.31616,0.186476,1.1613717776133612,Local Node Failure,Local Node Failure
2,Society_G,3,4.75,1.7,-0.306,0.193652,1.303988654450799,Local Node Failure,Local Node Failure
2,Society_G,4,4.5875,0.9,-0.38912,0.195631,1.2776036108581674,Local Node Failure,Local Node Failure
2,Society_G,5,3.0125,0.6,-0.53856,0.158953,1.0763200417374827,Local Node Failure,Local Node Failure
2,Society_G,6,2.3125,-1.3,-0.67456,0.143953,0.9472899710302837,Systemic Crisis,Systemic Crisis
2,Society_G,7,1.1,-3.1,-0.828,0.133845,0.7797938068850891,Systemic Crisis,Systemic Crisis
2,Society_G,8,0.2875,-3.7,-0.80352,0.12229,0.7981679028759134,Systemic Crisis,Systemic Crisis
2,Society_G,9,1.35,-1.8,-1.10592,0.138067,0.9316519296491866,Systemic Crisis,Systemic Crisis
2,Society_G,10,1.7375,-1.4,-0.73008,0.142019,0.9663267745182765,Systemic Crisis,Systemic Crisis
2,Society_G,11,1.6625,-1.4,-0.7776,0.140467,0.8608832854876615,Systemic Crisis,Systemic Crisis
2,Society_G,12,0.05,-3.6,-0.7728,0.109599,0.6667920205351114,Systemic Crisis,Systemic Crisis
2,Society_G,13,-0.8375,-3.5,-0.72352,0.100693,0.6748646884275964,Freeze/Collapse,Freeze/Collapse
2,Society_G,14,-0.2,-2.1,-0.68544,0.104906,0.6864666076533465,Systemic Crisis,Systemic Crisis
2,Society_G,15,-0.175,-3.8,-0.82432,0.103626,0.6233666918842318,Freeze/Collapse,Freeze/Collapse
2,Society_G,16,-0.475,-4.4,-0.99144,0.104584,0.6586815350184355,Freeze/Collapse,Freeze/Collapse
2,Society_G,17,-0.5,-3.8,-0.64736,0.10191,0.6293245607772393,Freeze/Collapse,Freeze/Collapse
2,Society_G,18,0.3375,-2.0,-0.5376,0.114308,0.7810894796601899,Systemic Crisis,Systemic Crisis
2,Society_G,19,-0.7375,-3.6,-0.5544,0.09873,0.5894369431978774,Freeze/Collapse,Freeze/Collapse
2,Society_G,20,-0.8125,-4.2,-0.84816,0.101506,0.5955206353699825,Freeze/Collapse,Freeze/Collapse
2,Society_G,21,1.5875,-2.8,-0.7488,0.133627,0.8658417555382807,Systemic Crisis,Systemic Crisis
2,Society_G,22,3.875,0.6,-0.58368,0.170652,1.200386212448139,Local Node Failure,Local Node Failure
2,Society_G,23,3.2875,1.2,-0.696,0.16007,1.1446410463285375,Phantom Type II,Phantom Type II
2,Society_G,24,3.7125,1.4,-0.4608,0.161517,1.0590540686406191,Local Node Failure,Local Node Failure
2,Society_G,25,6.0125,4.2,-0.39744,0.213024,1.5522723046454283,Strained,Strained
2,Society_G,26,9.525,7.9,-0.12528,0.313963,2.29047910685364,Strained,Strained
2,Society_G,27,9.3625,7.1,-0.396,0.315244,2.274421362056307,Strained,Strained
2,Society_G,28,9.45,7.3,0.0,0.308702,2.257837447797937,Strained,Strained
2,Society_G,29,9.4125,7.1,-0.3016,0.310956,2.24343545616275,Strained,Strained
2,Society_G,30,9.7375,7.9,0.12544,0.32467,2.4094344345731704,Strained,Strained
2,Society_G,31,9.5375,7.1,-0.10912,0.303566,2.234052372839678,Strained,Strained
2,Society_G,32,9.775,6.7,-0.20736,0.319433,2.2579734468661408,Strained,Strained
2,Society_G,33,10.075,7.9,0.0,0.318706,2.2331427048103247,Stable Adaptive,Stable Adaptive
2,Society_G,34,10.2,7.9,0.05568,0.321922,2.3373261524583797,Stable Adaptive,Stable Adaptive
2,Society_G,35,9.95,8.0,0.06448,0.317373,2.2817000389964255,Strained,Strained
2,Society_G,36,9.7125,7.6,0.0,0.312567,2.274951551388198,Strained,Strained
2,Society_G,37,9.8125,7.3,-0.11408,0.315154,2.230092072884081,Strained,Strained
2,Society_G,38,9.375,7.3,-0.05456,0.299954,2.1785786557671147,Strained,Strained
2,Society_G,39,9.2625,7.0,0.0,0.296004,2.1173141185295012,Strained,Strained
2,Society_G,40,9.55,7.5,-0.05704,0.30631,2.2174597119073285,Strained,Strained
2,Society_G,41,1.35,-2.2,-0.5568,0.134462,0.838386060802274,Systemic Crisis,Systemic Crisis
2,Society_G,42,3.6875,1.4,-0.528,0.167971,1.0855805808918173,Local Node Failure,Local Node Failure
2,Society_G,43,3.3,0.1,-0.44528,0.15596,0.9898107800044615,Local Node Failure,Local Node Failure
2,Society_G,44,3.4125,-0.3,-0.51,0.161063,1.0595682957028378,Systemic Crisis,Systemic Crisis
2,Society_G,45,3.6375,1.8,-0.504,0.168087,1.1387734954123898,Local Node Failure,Local Node Failure
2,Society_G,46,2.95,-0.8,-0.5616,0.156774,1.023847384823601,Systemic Crisis,Systemic Crisis
2,Society_G,47,2.8625,-0.8,-0.864,0.153034,0.9345312365932466,Systemic Crisis,Systemic Crisis
2,Society_G,48,5.35,4.1,-0.23104,0.206445,1.5316053236675327,Unclassified,Strained
2,Society_G,49,5.5,4.3,-0.23184,0.212343,1.579077598804327,Unclassified,Strained
2,Society_G,50,5.3,3.9,-0.4784,0.214989,1.522201428548185,Local Node Failure,Local Node Failure
2,Society_G,51,4.4375,-1.0,-0.5376,0.180371,1.099538776572383,Systemic Crisis,Systemic Crisis
2,Society_G,52,3.1,-0.5,-0.55328,0.156097,1.0128832221318869,Systemic Crisis,Systemic Crisis
2,Society_G,53,1.075,-2.8,-1.196,0.132294,0.7728440982785478,Systemic Crisis,Systemic Crisis
2,Society_G,54,8.1125,6.5,-0.07072,0.274083,2.0842237749204076,Strained,Strained
2,Society_G,55,8.1125,6.7,-0.044,0.270684,2.0007617833687767,Strained,Strained
2,Society_G,56,8.225,6.6,-0.09568,0.280462,2.0990030966462987,Strained,Strained
2,Society_G,57,8.0,7.0,-0.044,0.27342,2.0551656628786548,Strained,Strained
2,Society_G,58,8.3125,6.9,-0.22464,0.270915,2.0323653126753585,Strained,Strained
2,Society_G,59,8.375,7.0,-0.04784,0.271514,2.0323840647986704,Strained,Strained
2,Society_G,60,8.425,7.5,-0.12096,0.282598,2.1456011429705484,Strained,Strained
2,Society_G,61,7.9125,6.2,-0.14352,0.257928,1.8930571660629094,Strained,Strained
2,Society_G,62,8.325,6.5,-0.138,0.276808,2.0700083231436057,Strained,Strained
2,Society_G,63,7.75,7.1,-0.24288,0.248788,1.935650578158917,Strained,Strained
2,Society_G,64,9.6125,7.7,-0.05952,0.302634,2.193258388060115,Strained,Strained
2,Society_G,65,9.5,7.5,-0.116,0.303662,2.2723427364186524,Strained,Strained
2,Society_G,66,9.4,7.3,0.0992,0.299122,2.1423084658750904,Strained,Strained
2,Society_G,67,9.85,8.5,0.0,0.317936,2.4099235340846747,Strained,Strained
2,Society_G,68,11.125,8.6,0.18768,0.342254,2.4277842468651043,Stable Adaptive,Stable Adaptive
2,Society_G,69,11.4375,8.1,0.0,0.356732,2.481784644720098,Stable Adaptive,Stable Adaptive
2,Society_G,70,11.0375,7.5,0.0,0.338002,2.2240763225283864,Stable Adaptive,Stable Adaptive
2,Society_G,71,11.2625,8.8,0.23296,0.345268,2.4135828851972936,Stable Adaptive,Stable Adaptive
2,Society_G,72,11.1,8.1,0.16704,0.348762,2.3688793603213276,Stable Adaptive,Stable Adaptive
2,Society_G,73,11.825,8.7,0.0,0.365772,2.592300262706571,Stable Adaptive,Stable Adaptive
2,Society_G,74,11.8,8.6,0.128,0.362011,2.5837026141269392,Stable Adaptive,Stable Adaptive
2,Society_G,75,11.725,7.6,0.0,0.353764,2.4199463353813995,Stable Adaptive,Stable Adaptive
2,Society_G,76,8.8,6.6,0.0,0.262752,1.92653853543924,Strained,Strained
2,Society_G,77,6.8,5.0,-0.48,0.228546,1.6347467494508106,Strained,Strained
2,Society_G,78,2.6125,0.2,-0.50176,0.138599,0.9223877742805481,Local Node Failure,Local Node Failure
2,Society_G,79,0.0625,-2.8,-1.0064,0.103655,0.7025968802296838,Systemic Crisis,Systemic Crisis
2,Society_G,80,1.575,-3.1,-1.14816,0.129496,0.7736393764565918,Systemic Crisis,Systemic Crisis
2,Society_G,81,2.2625,-0.7,-1.276,0.143334,0.9029055935568271,Systemic Crisis,Systemic Crisis
2,Society_G,82,1.7625,-2.1,-1.08864,0.134332,0.9015071327380902,Systemic Crisis,Systemic Crisis
2,Society_G,83,3.85,0.7,-0.9504,0.164172,1.1292287204141203,Phantom Type II,Phantom Type II
2,Society_G,84,3.2875,0.1,-0.952,0.15016,0.9760953523782232,Phantom Type II,Phantom Type II
2,Society_G,85,3.525,-0.9,-0.782,0.160756,0.974268180647335,Systemic Crisis,Systemic Crisis
2,Society_G,86,3.3,-0.2,-1.4784,0.15795,1.0581369134440575,Systemic Crisis,Systemic Crisis
2,Society_G,87,3.8375,-0.0,-1.07184,0.168546,1.1155349834705408,Phantom Type II,Phantom Type II
