Society,Year,Formalism,From_Node,To_Node,B_ij
New Zealand,1909,JUNO-1.0,Helm,Shield,0.3814
New Zealand,1909,JUNO-1.0,Helm,Lore,0.3998
New Zealand,1909,JUNO-1.0,Helm,Stewards,0.3706
New Zealand,1909,JUNO-1.0,Helm,Craft,0.3986
New Zealand,1909,JUNO-1.0,Helm,Hands,0.3718
New Zealand,1909,JUNO-1.0,Helm,Archive,0.4067
New Zealand,1909,JUNO-1.0,Helm,Flow,0.4069
New Zealand,1909,JUNO-1.0,Shield,Helm,0.3814
New Zealand,1909,JUNO-1.0,Shield,Lore,0.3802
New Zealand,1909,JUNO-1.0,Shield,Stewards,0.3524
New Zealand,1909,JUNO-1.0,Shield,Craft,0.379
New Zealand,1909,JUNO-1.0,Shield,Hands,0.3535
New Zealand,1909,JUNO-1.0,Shield,Archive,0.3867
New Zealand,1909,JUNO-1.0,Shield,Flow,0.3869
New Zealand,1909,JUNO-1.0,Lore,Helm,0.3998
New Zealand,1909,JUNO-1.0,Lore,Shield,0.3802
New Zealand,1909,JUNO-1.0,Lore,Stewards,0.3694
New Zealand,1909,JUNO-1.0,Lore,Craft,0.3973
New Zealand,1909,JUNO-1.0,Lore,Hands,0.3706
New Zealand,1909,JUNO-1.0,Lore,Archive,0.4054
New Zealand,1909,JUNO-1.0,Lore,Flow,0.4056
New Zealand,1909,JUNO-1.0,Stewards,Helm,0.3706
New Zealand,1909,JUNO-1.0,Stewards,Shield,0.3524
New Zealand,1909,JUNO-1.0,Stewards,Lore,0.3694
New Zealand,1909,JUNO-1.0,Stewards,Craft,0.3683
New Zealand,1909,JUNO-1.0,Stewards,Hands,0.3435
New Zealand,1909,JUNO-1.0,Stewards,Archive,0.3758
New Zealand,1909,JUNO-1.0,Stewards,Flow,0.376
New Zealand,1909,JUNO-1.0,Craft,Helm,0.3986
New Zealand,1909,JUNO-1.0,Craft,Shield,0.379
New Zealand,1909,JUNO-1.0,Craft,Lore,0.3973
New Zealand,1909,JUNO-1.0,Craft,Stewards,0.3683
New Zealand,1909,JUNO-1.0,Craft,Hands,0.3695
New Zealand,1909,JUNO-1.0,Craft,Archive,0.4042
New Zealand,1909,JUNO-1.0,Craft,Flow,0.4044
New Zealand,1909,JUNO-1.0,Hands,Helm,0.3718
New Zealand,1909,JUNO-1.0,Hands,Shield,0.3535
New Zealand,1909,JUNO-1.0,Hands,Lore,0.3706
New Zealand,1909,JUNO-1.0,Hands,Stewards,0.3435
New Zealand,1909,JUNO-1.0,Hands,Craft,0.3695
New Zealand,1909,JUNO-1.0,Hands,Archive,0.377
New Zealand,1909,JUNO-1.0,Hands,Flow,0.3772
New Zealand,1909,JUNO-1.0,Archive,Helm,0.4067
New Zealand,1909,JUNO-1.0,Archive,Shield,0.3867
New Zealand,1909,JUNO-1.0,Archive,Lore,0.4054
New Zealand,1909,JUNO-1.0,Archive,Stewards,0.3758
New Zealand,1909,JUNO-1.0,Archive,Craft,0.4042
New Zealand,1909,JUNO-1.0,Archive,Hands,0.377
New Zealand,1909,JUNO-1.0,Archive,Flow,0.4126
New Zealand,1909,JUNO-1.0,Flow,Helm,0.4069
New Zealand,1909,JUNO-1.0,Flow,Shield,0.3869
New Zealand,1909,JUNO-1.0,Flow,Lore,0.4056
New Zealand,1909,JUNO-1.0,Flow,Stewards,0.376
New Zealand,1909,JUNO-1.0,Flow,Craft,0.4044
New Zealand,1909,JUNO-1.0,Flow,Hands,0.3772
New Zealand,1909,JUNO-1.0,Flow,Archive,0.4126
New Zealand,1910,JUNO-1.0,Helm,Shield,0.344
New Zealand,1910,JUNO-1.0,Helm,Lore,0.4068
New Zealand,1910,JUNO-1.0,Helm,Stewards,0.3735
New Zealand,1910,JUNO-1.0,Helm,Craft,0.3836
New Zealand,1910,JUNO-1.0,Helm,Hands,0.3497
New Zealand,1910,JUNO-1.0,Helm,Archive,0.4002
New Zealand,1910,JUNO-1.0,Helm,Flow,0.3853
New Zealand,1910,JUNO-1.0,Shield,Helm,0.344
New Zealand,1910,JUNO-1.0,Shield,Lore,0.3632
New Zealand,1910,JUNO-1.0,Shield,Stewards,0.3334
New Zealand,1910,JUNO-1.0,Shield,Craft,0.3425
New Zealand,1910,JUNO-1.0,Shield,Hands,0.3122
New Zealand,1910,JUNO-1.0,Shield,Archive,0.3573
New Zealand,1910,JUNO-1.0,Shield,Flow,0.344
New Zealand,1910,JUNO-1.0,Lore,Helm,0.4068
New Zealand,1910,JUNO-1.0,Lore,Shield,0.3632
New Zealand,1910,JUNO-1.0,Lore,Stewards,0.3944
New Zealand,1910,JUNO-1.0,Lore,Craft,0.4051
New Zealand,1910,JUNO-1.0,Lore,Hands,0.3692
New Zealand,1910,JUNO-1.0,Lore,Archive,0.4225
New Zealand,1910,JUNO-1.0,Lore,Flow,0.4068
New Zealand,1910,JUNO-1.0,Stewards,Helm,0.3735
New Zealand,1910,JUNO-1.0,Stewards,Shield,0.3334
New Zealand,1910,JUNO-1.0,Stewards,Lore,0.3944
New Zealand,1910,JUNO-1.0,Stewards,Craft,0.3719
New Zealand,1910,JUNO-1.0,Stewards,Hands,0.3389
New Zealand,1910,JUNO-1.0,Stewards,Archive,0.3879
New Zealand,1910,JUNO-1.0,Stewards,Flow,0.3735
New Zealand,1910,JUNO-1.0,Craft,Helm,0.3836
New Zealand,1910,JUNO-1.0,Craft,Shield,0.3425
New Zealand,1910,JUNO-1.0,Craft,Lore,0.4051
New Zealand,1910,JUNO-1.0,Craft,Stewards,0.3719
New Zealand,1910,JUNO-1.0,Craft,Hands,0.3482
New Zealand,1910,JUNO-1.0,Craft,Archive,0.3985
New Zealand,1910,JUNO-1.0,Craft,Flow,0.3836
New Zealand,1910,JUNO-1.0,Hands,Helm,0.3497
New Zealand,1910,JUNO-1.0,Hands,Shield,0.3122
New Zealand,1910,JUNO-1.0,Hands,Lore,0.3692
New Zealand,1910,JUNO-1.0,Hands,Stewards,0.3389
New Zealand,1910,JUNO-1.0,Hands,Craft,0.3482
New Zealand,1910,JUNO-1.0,Hands,Archive,0.3632
New Zealand,1910,JUNO-1.0,Hands,Flow,0.3497
New Zealand,1910,JUNO-1.0,Archive,Helm,0.4002
New Zealand,1910,JUNO-1.0,Archive,Shield,0.3573
New Zealand,1910,JUNO-1.0,Archive,Lore,0.4225
New Zealand,1910,JUNO-1.0,Archive,Stewards,0.3879
New Zealand,1910,JUNO-1.0,Archive,Craft,0.3985
New Zealand,1910,JUNO-1.0,Archive,Hands,0.3632
New Zealand,1910,JUNO-1.0,Archive,Flow,0.4002
New Zealand,1910,JUNO-1.0,Flow,Helm,0.3853
New Zealand,1910,JUNO-1.0,Flow,Shield,0.344
New Zealand,1910,JUNO-1.0,Flow,Lore,0.4068
New Zealand,1910,JUNO-1.0,Flow,Stewards,0.3735
New Zealand,1910,JUNO-1.0,Flow,Craft,0.3836
New Zealand,1910,JUNO-1.0,Flow,Hands,0.3497
New Zealand,1910,JUNO-1.0,Flow,Archive,0.4002
New Zealand,1911,JUNO-1.0,Helm,Shield,0.3409
New Zealand,1911,JUNO-1.0,Helm,Lore,0.3972
New Zealand,1911,JUNO-1.0,Helm,Stewards,0.4072
New Zealand,1911,JUNO-1.0,Helm,Craft,0.407
New Zealand,1911,JUNO-1.0,Helm,Hands,0.3681
New Zealand,1911,JUNO-1.0,Helm,Archive,0.3719
New Zealand,1911,JUNO-1.0,Helm,Flow,0.3825
New Zealand,1911,JUNO-1.0,Shield,Helm,0.3409
New Zealand,1911,JUNO-1.0,Shield,Lore,0.3349
New Zealand,1911,JUNO-1.0,Shield,Stewards,0.3433
New Zealand,1911,JUNO-1.0,Shield,Craft,0.3432
New Zealand,1911,JUNO-1.0,Shield,Hands,0.3104
New Zealand,1911,JUNO-1.0,Shield,Archive,0.3136
New Zealand,1911,JUNO-1.0,Shield,Flow,0.3226
New Zealand,1911,JUNO-1.0,Lore,Helm,0.3972
New Zealand,1911,JUNO-1.0,Lore,Shield,0.3349
New Zealand,1911,JUNO-1.0,Lore,Stewards,0.4
New Zealand,1911,JUNO-1.0,Lore,Craft,0.3998
New Zealand,1911,JUNO-1.0,Lore,Hands,0.3616
New Zealand,1911,JUNO-1.0,Lore,Archive,0.3653
New Zealand,1911,JUNO-1.0,Lore,Flow,0.3758
New Zealand,1911,JUNO-1.0,Stewards,Helm,0.4072
New Zealand,1911,JUNO-1.0,Stewards,Shield,0.3433
New Zealand,1911,JUNO-1.0,Stewards,Lore,0.4
New Zealand,1911,JUNO-1.0,Stewards,Craft,0.4099
New Zealand,1911,JUNO-1.0,Stewards,Hands,0.3707
New Zealand,1911,JUNO-1.0,Stewards,Archive,0.3745
New Zealand,1911,JUNO-1.0,Stewards,Flow,0.3852
New Zealand,1911,JUNO-1.0,Craft,Helm,0.407
New Zealand,1911,JUNO-1.0,Craft,Shield,0.3432
New Zealand,1911,JUNO-1.0,Craft,Lore,0.3998
New Zealand,1911,JUNO-1.0,Craft,Stewards,0.4099
New Zealand,1911,JUNO-1.0,Craft,Hands,0.3705
New Zealand,1911,JUNO-1.0,Craft,Archive,0.3743
New Zealand,1911,JUNO-1.0,Craft,Flow,0.3851
New Zealand,1911,JUNO-1.0,Hands,Helm,0.3681
New Zealand,1911,JUNO-1.0,Hands,Shield,0.3104
New Zealand,1911,JUNO-1.0,Hands,Lore,0.3616
New Zealand,1911,JUNO-1.0,Hands,Stewards,0.3707
New Zealand,1911,JUNO-1.0,Hands,Craft,0.3705
New Zealand,1911,JUNO-1.0,Hands,Archive,0.3386
New Zealand,1911,JUNO-1.0,Hands,Flow,0.3483
New Zealand,1911,JUNO-1.0,Archive,Helm,0.3719
New Zealand,1911,JUNO-1.0,Archive,Shield,0.3136
New Zealand,1911,JUNO-1.0,Archive,Lore,0.3653
New Zealand,1911,JUNO-1.0,Archive,Stewards,0.3745
New Zealand,1911,JUNO-1.0,Archive,Craft,0.3743
New Zealand,1911,JUNO-1.0,Archive,Hands,0.3386
New Zealand,1911,JUNO-1.0,Archive,Flow,0.3518
New Zealand,1911,JUNO-1.0,Flow,Helm,0.3825
New Zealand,1911,JUNO-1.0,Flow,Shield,0.3226
New Zealand,1911,JUNO-1.0,Flow,Lore,0.3758
New Zealand,1911,JUNO-1.0,Flow,Stewards,0.3852
New Zealand,1911,JUNO-1.0,Flow,Craft,0.3851
New Zealand,1911,JUNO-1.0,Flow,Hands,0.3483
New Zealand,1911,JUNO-1.0,Flow,Archive,0.3518
New Zealand,1912,JUNO-1.0,Helm,Shield,0.3572
New Zealand,1912,JUNO-1.0,Helm,Lore,0.3917
New Zealand,1912,JUNO-1.0,Helm,Stewards,0.3945
New Zealand,1912,JUNO-1.0,Helm,Craft,0.3823
New Zealand,1912,JUNO-1.0,Helm,Hands,0.3823
New Zealand,1912,JUNO-1.0,Helm,Archive,0.4067
New Zealand,1912,JUNO-1.0,Helm,Flow,0.4056
New Zealand,1912,JUNO-1.0,Shield,Helm,0.3572
New Zealand,1912,JUNO-1.0,Shield,Lore,0.3393
New Zealand,1912,JUNO-1.0,Shield,Stewards,0.3417
New Zealand,1912,JUNO-1.0,Shield,Craft,0.331
New Zealand,1912,JUNO-1.0,Shield,Hands,0.331
New Zealand,1912,JUNO-1.0,Shield,Archive,0.3522
New Zealand,1912,JUNO-1.0,Shield,Flow,0.3512
New Zealand,1912,JUNO-1.0,Lore,Helm,0.3917
New Zealand,1912,JUNO-1.0,Lore,Shield,0.3393
New Zealand,1912,JUNO-1.0,Lore,Stewards,0.3747
New Zealand,1912,JUNO-1.0,Lore,Craft,0.3631
New Zealand,1912,JUNO-1.0,Lore,Hands,0.3631
New Zealand,1912,JUNO-1.0,Lore,Archive,0.3863
New Zealand,1912,JUNO-1.0,Lore,Flow,0.3852
New Zealand,1912,JUNO-1.0,Stewards,Helm,0.3945
New Zealand,1912,JUNO-1.0,Stewards,Shield,0.3417
New Zealand,1912,JUNO-1.0,Stewards,Lore,0.3747
New Zealand,1912,JUNO-1.0,Stewards,Craft,0.3657
New Zealand,1912,JUNO-1.0,Stewards,Hands,0.3657
New Zealand,1912,JUNO-1.0,Stewards,Archive,0.3891
New Zealand,1912,JUNO-1.0,Stewards,Flow,0.388
New Zealand,1912,JUNO-1.0,Craft,Helm,0.3823
New Zealand,1912,JUNO-1.0,Craft,Shield,0.331
New Zealand,1912,JUNO-1.0,Craft,Lore,0.3631
New Zealand,1912,JUNO-1.0,Craft,Stewards,0.3657
New Zealand,1912,JUNO-1.0,Craft,Hands,0.3543
New Zealand,1912,JUNO-1.0,Craft,Archive,0.377
New Zealand,1912,JUNO-1.0,Craft,Flow,0.3759
New Zealand,1912,JUNO-1.0,Hands,Helm,0.3823
New Zealand,1912,JUNO-1.0,Hands,Shield,0.331
New Zealand,1912,JUNO-1.0,Hands,Lore,0.3631
New Zealand,1912,JUNO-1.0,Hands,Stewards,0.3657
New Zealand,1912,JUNO-1.0,Hands,Craft,0.3543
New Zealand,1912,JUNO-1.0,Hands,Archive,0.377
New Zealand,1912,JUNO-1.0,Hands,Flow,0.3759
New Zealand,1912,JUNO-1.0,Archive,Helm,0.4067
New Zealand,1912,JUNO-1.0,Archive,Shield,0.3522
New Zealand,1912,JUNO-1.0,Archive,Lore,0.3863
New Zealand,1912,JUNO-1.0,Archive,Stewards,0.3891
New Zealand,1912,JUNO-1.0,Archive,Craft,0.377
New Zealand,1912,JUNO-1.0,Archive,Hands,0.377
New Zealand,1912,JUNO-1.0,Archive,Flow,0.4
New Zealand,1912,JUNO-1.0,Flow,Helm,0.4056
New Zealand,1912,JUNO-1.0,Flow,Shield,0.3512
New Zealand,1912,JUNO-1.0,Flow,Lore,0.3852
New Zealand,1912,JUNO-1.0,Flow,Stewards,0.388
New Zealand,1912,JUNO-1.0,Flow,Craft,0.3759
New Zealand,1912,JUNO-1.0,Flow,Hands,0.3759
New Zealand,1912,JUNO-1.0,Flow,Archive,0.4
New Zealand,1913,JUNO-1.0,Helm,Shield,0.3493
New Zealand,1913,JUNO-1.0,Helm,Lore,0.3955
New Zealand,1913,JUNO-1.0,Helm,Stewards,0.3675
New Zealand,1913,JUNO-1.0,Helm,Craft,0.4208
New Zealand,1913,JUNO-1.0,Helm,Hands,0.3566
New Zealand,1913,JUNO-1.0,Helm,Archive,0.3845
New Zealand,1913,JUNO-1.0,Helm,Flow,0.4024
New Zealand,1913,JUNO-1.0,Shield,Helm,0.3493
New Zealand,1913,JUNO-1.0,Shield,Lore,0.3472
New Zealand,1913,JUNO-1.0,Shield,Stewards,0.3226
New Zealand,1913,JUNO-1.0,Shield,Craft,0.3694
New Zealand,1913,JUNO-1.0,Shield,Hands,0.313
New Zealand,1913,JUNO-1.0,Shield,Archive,0.3375
New Zealand,1913,JUNO-1.0,Shield,Flow,0.3532
New Zealand,1913,JUNO-1.0,Lore,Helm,0.3955
New Zealand,1913,JUNO-1.0,Lore,Shield,0.3472
New Zealand,1913,JUNO-1.0,Lore,Stewards,0.3654
New Zealand,1913,JUNO-1.0,Lore,Craft,0.4183
New Zealand,1913,JUNO-1.0,Lore,Hands,0.3545
New Zealand,1913,JUNO-1.0,Lore,Archive,0.3822
New Zealand,1913,JUNO-1.0,Lore,Flow,0.4
New Zealand,1913,JUNO-1.0,Stewards,Helm,0.3675
New Zealand,1913,JUNO-1.0,Stewards,Shield,0.3226
New Zealand,1913,JUNO-1.0,Stewards,Lore,0.3654
New Zealand,1913,JUNO-1.0,Stewards,Craft,0.3887
New Zealand,1913,JUNO-1.0,Stewards,Hands,0.3294
New Zealand,1913,JUNO-1.0,Stewards,Archive,0.3552
New Zealand,1913,JUNO-1.0,Stewards,Flow,0.3717
New Zealand,1913,JUNO-1.0,Craft,Helm,0.4208
New Zealand,1913,JUNO-1.0,Craft,Shield,0.3694
New Zealand,1913,JUNO-1.0,Craft,Lore,0.4183
New Zealand,1913,JUNO-1.0,Craft,Stewards,0.3887
New Zealand,1913,JUNO-1.0,Craft,Hands,0.3771
New Zealand,1913,JUNO-1.0,Craft,Archive,0.4066
New Zealand,1913,JUNO-1.0,Craft,Flow,0.4255
New Zealand,1913,JUNO-1.0,Hands,Helm,0.3566
New Zealand,1913,JUNO-1.0,Hands,Shield,0.313
New Zealand,1913,JUNO-1.0,Hands,Lore,0.3545
New Zealand,1913,JUNO-1.0,Hands,Stewards,0.3294
New Zealand,1913,JUNO-1.0,Hands,Craft,0.3771
New Zealand,1913,JUNO-1.0,Hands,Archive,0.3446
New Zealand,1913,JUNO-1.0,Hands,Flow,0.3606
New Zealand,1913,JUNO-1.0,Archive,Helm,0.3845
New Zealand,1913,JUNO-1.0,Archive,Shield,0.3375
New Zealand,1913,JUNO-1.0,Archive,Lore,0.3822
New Zealand,1913,JUNO-1.0,Archive,Stewards,0.3552
New Zealand,1913,JUNO-1.0,Archive,Craft,0.4066
New Zealand,1913,JUNO-1.0,Archive,Hands,0.3446
New Zealand,1913,JUNO-1.0,Archive,Flow,0.3888
New Zealand,1913,JUNO-1.0,Flow,Helm,0.4024
New Zealand,1913,JUNO-1.0,Flow,Shield,0.3532
New Zealand,1913,JUNO-1.0,Flow,Lore,0.4
New Zealand,1913,JUNO-1.0,Flow,Stewards,0.3717
New Zealand,1913,JUNO-1.0,Flow,Craft,0.4255
New Zealand,1913,JUNO-1.0,Flow,Hands,0.3606
New Zealand,1913,JUNO-1.0,Flow,Archive,0.3888
New Zealand,1914,JUNO-1.0,Helm,Shield,0.2194
New Zealand,1914,JUNO-1.0,Helm,Lore,0.2504
New Zealand,1914,JUNO-1.0,Helm,Stewards,0.2222
New Zealand,1914,JUNO-1.0,Helm,Craft,0.233
New Zealand,1914,JUNO-1.0,Helm,Hands,0.2
New Zealand,1914,JUNO-1.0,Helm,Archive,0.2427
New Zealand,1914,JUNO-1.0,Helm,Flow,0.222
New Zealand,1914,JUNO-1.0,Shield,Helm,0.2194
New Zealand,1914,JUNO-1.0,Shield,Lore,0.2489
New Zealand,1914,JUNO-1.0,Shield,Stewards,0.2209
New Zealand,1914,JUNO-1.0,Shield,Craft,0.2317
New Zealand,1914,JUNO-1.0,Shield,Hands,0.1988
New Zealand,1914,JUNO-1.0,Shield,Archive,0.2413
New Zealand,1914,JUNO-1.0,Shield,Flow,0.2207
New Zealand,1914,JUNO-1.0,Lore,Helm,0.2504
New Zealand,1914,JUNO-1.0,Lore,Shield,0.2489
New Zealand,1914,JUNO-1.0,Lore,Stewards,0.2521
New Zealand,1914,JUNO-1.0,Lore,Craft,0.2643
New Zealand,1914,JUNO-1.0,Lore,Hands,0.2268
New Zealand,1914,JUNO-1.0,Lore,Archive,0.2753
New Zealand,1914,JUNO-1.0,Lore,Flow,0.2518
New Zealand,1914,JUNO-1.0,Stewards,Helm,0.2222
New Zealand,1914,JUNO-1.0,Stewards,Shield,0.2209
New Zealand,1914,JUNO-1.0,Stewards,Lore,0.2521
New Zealand,1914,JUNO-1.0,Stewards,Craft,0.2346
New Zealand,1914,JUNO-1.0,Stewards,Hands,0.2013
New Zealand,1914,JUNO-1.0,Stewards,Archive,0.2443
New Zealand,1914,JUNO-1.0,Stewards,Flow,0.2235
New Zealand,1914,JUNO-1.0,Craft,Helm,0.233
New Zealand,1914,JUNO-1.0,Craft,Shield,0.2317
New Zealand,1914,JUNO-1.0,Craft,Lore,0.2643
New Zealand,1914,JUNO-1.0,Craft,Stewards,0.2346
New Zealand,1914,JUNO-1.0,Craft,Hands,0.2111
New Zealand,1914,JUNO-1.0,Craft,Archive,0.2562
New Zealand,1914,JUNO-1.0,Craft,Flow,0.2343
New Zealand,1914,JUNO-1.0,Hands,Helm,0.2
New Zealand,1914,JUNO-1.0,Hands,Shield,0.1988
New Zealand,1914,JUNO-1.0,Hands,Lore,0.2268
New Zealand,1914,JUNO-1.0,Hands,Stewards,0.2013
New Zealand,1914,JUNO-1.0,Hands,Craft,0.2111
New Zealand,1914,JUNO-1.0,Hands,Archive,0.2199
New Zealand,1914,JUNO-1.0,Hands,Flow,0.2011
New Zealand,1914,JUNO-1.0,Archive,Helm,0.2427
New Zealand,1914,JUNO-1.0,Archive,Shield,0.2413
New Zealand,1914,JUNO-1.0,Archive,Lore,0.2753
New Zealand,1914,JUNO-1.0,Archive,Stewards,0.2443
New Zealand,1914,JUNO-1.0,Archive,Craft,0.2562
New Zealand,1914,JUNO-1.0,Archive,Hands,0.2199
New Zealand,1914,JUNO-1.0,Archive,Flow,0.2441
New Zealand,1914,JUNO-1.0,Flow,Helm,0.222
New Zealand,1914,JUNO-1.0,Flow,Shield,0.2207
New Zealand,1914,JUNO-1.0,Flow,Lore,0.2518
New Zealand,1914,JUNO-1.0,Flow,Stewards,0.2235
New Zealand,1914,JUNO-1.0,Flow,Craft,0.2343
New Zealand,1914,JUNO-1.0,Flow,Hands,0.2011
New Zealand,1914,JUNO-1.0,Flow,Archive,0.2441
New Zealand,1915,JUNO-1.0,Helm,Shield,0.2236
New Zealand,1915,JUNO-1.0,Helm,Lore,0.2753
New Zealand,1915,JUNO-1.0,Helm,Stewards,0.2501
New Zealand,1915,JUNO-1.0,Helm,Craft,0.261
New Zealand,1915,JUNO-1.0,Helm,Hands,0.2205
New Zealand,1915,JUNO-1.0,Helm,Archive,0.2706
New Zealand,1915,JUNO-1.0,Helm,Flow,0.2333
New Zealand,1915,JUNO-1.0,Shield,Helm,0.2236
New Zealand,1915,JUNO-1.0,Shield,Lore,0.2323
New Zealand,1915,JUNO-1.0,Shield,Stewards,0.211
New Zealand,1915,JUNO-1.0,Shield,Craft,0.2202
New Zealand,1915,JUNO-1.0,Shield,Hands,0.186
New Zealand,1915,JUNO-1.0,Shield,Archive,0.2283
New Zealand,1915,JUNO-1.0,Shield,Flow,0.1969
New Zealand,1915,JUNO-1.0,Lore,Helm,0.2753
New Zealand,1915,JUNO-1.0,Lore,Shield,0.2323
New Zealand,1915,JUNO-1.0,Lore,Stewards,0.2598
New Zealand,1915,JUNO-1.0,Lore,Craft,0.2711
New Zealand,1915,JUNO-1.0,Lore,Hands,0.229
New Zealand,1915,JUNO-1.0,Lore,Archive,0.2811
New Zealand,1915,JUNO-1.0,Lore,Flow,0.2424
New Zealand,1915,JUNO-1.0,Stewards,Helm,0.2501
New Zealand,1915,JUNO-1.0,Stewards,Shield,0.211
New Zealand,1915,JUNO-1.0,Stewards,Lore,0.2598
New Zealand,1915,JUNO-1.0,Stewards,Craft,0.2463
New Zealand,1915,JUNO-1.0,Stewards,Hands,0.208
New Zealand,1915,JUNO-1.0,Stewards,Archive,0.2553
New Zealand,1915,JUNO-1.0,Stewards,Flow,0.2202
New Zealand,1915,JUNO-1.0,Craft,Helm,0.261
New Zealand,1915,JUNO-1.0,Craft,Shield,0.2202
New Zealand,1915,JUNO-1.0,Craft,Lore,0.2711
New Zealand,1915,JUNO-1.0,Craft,Stewards,0.2463
New Zealand,1915,JUNO-1.0,Craft,Hands,0.2171
New Zealand,1915,JUNO-1.0,Craft,Archive,0.2665
New Zealand,1915,JUNO-1.0,Craft,Flow,0.2298
New Zealand,1915,JUNO-1.0,Hands,Helm,0.2205
New Zealand,1915,JUNO-1.0,Hands,Shield,0.186
New Zealand,1915,JUNO-1.0,Hands,Lore,0.229
New Zealand,1915,JUNO-1.0,Hands,Stewards,0.208
New Zealand,1915,JUNO-1.0,Hands,Craft,0.2171
New Zealand,1915,JUNO-1.0,Hands,Archive,0.2251
New Zealand,1915,JUNO-1.0,Hands,Flow,0.1941
New Zealand,1915,JUNO-1.0,Archive,Helm,0.2706
New Zealand,1915,JUNO-1.0,Archive,Shield,0.2283
New Zealand,1915,JUNO-1.0,Archive,Lore,0.2811
New Zealand,1915,JUNO-1.0,Archive,Stewards,0.2553
New Zealand,1915,JUNO-1.0,Archive,Craft,0.2665
New Zealand,1915,JUNO-1.0,Archive,Hands,0.2251
New Zealand,1915,JUNO-1.0,Archive,Flow,0.2382
New Zealand,1915,JUNO-1.0,Flow,Helm,0.2333
New Zealand,1915,JUNO-1.0,Flow,Shield,0.1969
New Zealand,1915,JUNO-1.0,Flow,Lore,0.2424
New Zealand,1915,JUNO-1.0,Flow,Stewards,0.2202
New Zealand,1915,JUNO-1.0,Flow,Craft,0.2298
New Zealand,1915,JUNO-1.0,Flow,Hands,0.1941
New Zealand,1915,JUNO-1.0,Flow,Archive,0.2382
New Zealand,1916,JUNO-1.0,Helm,Shield,0.1901
New Zealand,1916,JUNO-1.0,Helm,Lore,0.2429
New Zealand,1916,JUNO-1.0,Helm,Stewards,0.2182
New Zealand,1916,JUNO-1.0,Helm,Craft,0.2167
New Zealand,1916,JUNO-1.0,Helm,Hands,0.1887
New Zealand,1916,JUNO-1.0,Helm,Archive,0.233
New Zealand,1916,JUNO-1.0,Helm,Flow,0.1812
New Zealand,1916,JUNO-1.0,Shield,Helm,0.1901
New Zealand,1916,JUNO-1.0,Shield,Lore,0.227
New Zealand,1916,JUNO-1.0,Shield,Stewards,0.2039
New Zealand,1916,JUNO-1.0,Shield,Craft,0.2025
New Zealand,1916,JUNO-1.0,Shield,Hands,0.1763
New Zealand,1916,JUNO-1.0,Shield,Archive,0.2178
New Zealand,1916,JUNO-1.0,Shield,Flow,0.1694
New Zealand,1916,JUNO-1.0,Lore,Helm,0.2429
New Zealand,1916,JUNO-1.0,Lore,Shield,0.227
New Zealand,1916,JUNO-1.0,Lore,Stewards,0.2605
New Zealand,1916,JUNO-1.0,Lore,Craft,0.2587
New Zealand,1916,JUNO-1.0,Lore,Hands,0.2252
New Zealand,1916,JUNO-1.0,Lore,Archive,0.2782
New Zealand,1916,JUNO-1.0,Lore,Flow,0.2163
New Zealand,1916,JUNO-1.0,Stewards,Helm,0.2182
New Zealand,1916,JUNO-1.0,Stewards,Shield,0.2039
New Zealand,1916,JUNO-1.0,Stewards,Lore,0.2605
New Zealand,1916,JUNO-1.0,Stewards,Craft,0.2324
New Zealand,1916,JUNO-1.0,Stewards,Hands,0.2023
New Zealand,1916,JUNO-1.0,Stewards,Archive,0.2499
New Zealand,1916,JUNO-1.0,Stewards,Flow,0.1944
New Zealand,1916,JUNO-1.0,Craft,Helm,0.2167
New Zealand,1916,JUNO-1.0,Craft,Shield,0.2025
New Zealand,1916,JUNO-1.0,Craft,Lore,0.2587
New Zealand,1916,JUNO-1.0,Craft,Stewards,0.2324
New Zealand,1916,JUNO-1.0,Craft,Hands,0.201
New Zealand,1916,JUNO-1.0,Craft,Archive,0.2482
New Zealand,1916,JUNO-1.0,Craft,Flow,0.193
New Zealand,1916,JUNO-1.0,Hands,Helm,0.1887
New Zealand,1916,JUNO-1.0,Hands,Shield,0.1763
New Zealand,1916,JUNO-1.0,Hands,Lore,0.2252
New Zealand,1916,JUNO-1.0,Hands,Stewards,0.2023
New Zealand,1916,JUNO-1.0,Hands,Craft,0.201
New Zealand,1916,JUNO-1.0,Hands,Archive,0.2161
New Zealand,1916,JUNO-1.0,Hands,Flow,0.168
New Zealand,1916,JUNO-1.0,Archive,Helm,0.233
New Zealand,1916,JUNO-1.0,Archive,Shield,0.2178
New Zealand,1916,JUNO-1.0,Archive,Lore,0.2782
New Zealand,1916,JUNO-1.0,Archive,Stewards,0.2499
New Zealand,1916,JUNO-1.0,Archive,Craft,0.2482
New Zealand,1916,JUNO-1.0,Archive,Hands,0.2161
New Zealand,1916,JUNO-1.0,Archive,Flow,0.2075
New Zealand,1916,JUNO-1.0,Flow,Helm,0.1812
New Zealand,1916,JUNO-1.0,Flow,Shield,0.1694
New Zealand,1916,JUNO-1.0,Flow,Lore,0.2163
New Zealand,1916,JUNO-1.0,Flow,Stewards,0.1944
New Zealand,1916,JUNO-1.0,Flow,Craft,0.193
New Zealand,1916,JUNO-1.0,Flow,Hands,0.168
New Zealand,1916,JUNO-1.0,Flow,Archive,0.2075
