Society,Year,Formalism,System_Bond_Density,System_Bond_Density_0,Decay_Index,Lambda2_Connectivity,Phase,Regime_Label,ESCH_Activation
China,1954,JUNO-1.0,0.3728,0.3339,-0.1164,2.6696,6,High Coherence,2.55
China,1955,JUNO-1.0,0.3584,0.3339,-0.0733,2.657,6,High Coherence,2.35
China,1956,JUNO-1.0,0.332,0.3339,0.0058,2.4968,6,High Coherence,1.95
China,1957,JUNO-1.0,0.3316,0.3339,0.0071,2.4548,6,High Coherence,2.125
China,1958,JUNO-1.0,0.1974,0.3339,0.4088,1.1199,3,Fragmentation,-3.325
China,1959,JUNO-1.0,0.1617,0.3339,0.5159,0.926,2,Acute Crisis,-4.125
China,1960,JUNO-1.0,0.1323,0.3339,0.6038,0.6919,1,Systemic Collapse,-5.6
China,1961,JUNO-1.0,0.158,0.3339,0.527,0.8752,2,Acute Crisis,-3.475
China,1962,JUNO-1.0,0.205,0.3339,0.3862,1.3183,4,Moderate Stress,-2.15
China,1963,JUNO-1.0,0.2681,0.3339,0.1972,1.7153,5,Stable Integration,0.65
China,1964,JUNO-1.0,0.2827,0.3339,0.1534,1.8285,5,Stable Integration,0.775
China,1965,JUNO-1.0,0.3007,0.3339,0.0996,2.0739,6,High Coherence,1.3
China,1966,JUNO-1.0,0.1393,0.3339,0.5828,0.9141,1,Systemic Collapse,-4.475
China,1967,JUNO-1.0,0.1193,0.3339,0.6429,0.6678,1,Systemic Collapse,-5.325
China,1968,JUNO-1.0,0.1239,0.3339,0.6291,0.7613,1,Systemic Collapse,-4.725
China,1969,JUNO-1.0,0.1298,0.3339,0.6112,0.7102,1,Systemic Collapse,-4.35
China,1970,JUNO-1.0,0.1394,0.3339,0.5826,0.8879,1,Systemic Collapse,-3.875
China,1971,JUNO-1.0,0.1454,0.3339,0.5645,0.8994,1,Systemic Collapse,-3.375
China,1972,JUNO-1.0,0.1447,0.3339,0.5668,0.8506,1,Systemic Collapse,-3.15
China,1973,JUNO-1.0,0.1471,0.3339,0.5595,0.8405,1,Systemic Collapse,-3.675
China,1974,JUNO-1.0,0.1253,0.3339,0.6247,0.7833,1,Systemic Collapse,-4.025
China,1975,JUNO-1.0,0.1329,0.3339,0.6021,0.8041,1,Systemic Collapse,-4.05
China,1976,JUNO-1.0,0.1487,0.3339,0.5548,0.9216,1,Systemic Collapse,-3.45
China,1977,JUNO-1.0,0.176,0.3339,0.473,1.2967,3,Fragmentation,-2.225
China,1978,JUNO-1.0,0.2447,0.3339,0.2672,1.6979,4,Moderate Stress,0.075
China,1979,JUNO-1.0,0.3202,0.3339,0.0412,2.2591,6,High Coherence,1.375
China,1980,JUNO-1.0,0.3515,0.3339,-0.0527,2.5371,6,High Coherence,2.725
China,1981,JUNO-1.0,0.3514,0.3339,-0.0523,2.4278,6,High Coherence,2.45
China,1982,JUNO-1.0,0.3555,0.3339,-0.0645,2.5335,6,High Coherence,2.65
China,1983,JUNO-1.0,0.3625,0.3339,-0.0855,2.534,6,High Coherence,3.05
China,1984,JUNO-1.0,0.3634,0.3339,-0.0881,2.5524,6,High Coherence,2.825
China,1985,JUNO-1.0,0.3609,0.3339,-0.0808,2.5554,6,High Coherence,2.975
China,1986,JUNO-1.0,0.3087,0.3339,0.0755,2.1523,6,High Coherence,1.9
China,1987,JUNO-1.0,0.2641,0.3339,0.2093,1.939,5,Stable Integration,0.575
China,1988,JUNO-1.0,0.2514,0.3339,0.2473,1.8002,5,Stable Integration,0.175
China,1989,JUNO-1.0,0.2076,0.3339,0.3785,1.5003,4,Moderate Stress,-1.4
China,1990,JUNO-1.0,0.2648,0.3339,0.207,1.9548,5,Stable Integration,0.425
China,1991,JUNO-1.0,0.3718,0.3339,-0.1134,2.5776,6,High Coherence,2.8
China,1992,JUNO-1.0,0.3724,0.3339,-0.1153,2.5153,6,High Coherence,3.15
China,1993,JUNO-1.0,0.3825,0.3339,-0.1455,2.6125,6,High Coherence,3.325
China,1994,JUNO-1.0,0.3876,0.3339,-0.1608,2.5927,6,High Coherence,3.575
China,1995,JUNO-1.0,0.3718,0.3339,-0.1134,2.4199,6,High Coherence,3.25
China,1996,JUNO-1.0,0.3593,0.3339,-0.0758,2.6623,6,High Coherence,2.825
China,1997,JUNO-1.0,0.3529,0.3339,-0.0569,2.5169,6,High Coherence,2.75
China,1998,JUNO-1.0,0.3605,0.3339,-0.0796,2.5731,6,High Coherence,2.825
China,1999,JUNO-1.0,0.3595,0.3339,-0.0765,2.5307,6,High Coherence,2.5
China,2000,JUNO-1.0,0.4095,0.3339,-0.2263,2.8623,6,High Coherence,3.725
China,2001,JUNO-1.0,0.4075,0.3339,-0.2201,2.846,6,High Coherence,3.5
China,2002,JUNO-1.0,0.4116,0.3339,-0.2324,2.8712,6,High Coherence,3.575
China,2003,JUNO-1.0,0.4064,0.3339,-0.2169,2.6786,6,High Coherence,3.625
China,2004,JUNO-1.0,0.4021,0.3339,-0.2042,2.7385,6,High Coherence,3.225
China,2005,JUNO-1.0,0.4082,0.3339,-0.2224,2.7436,6,High Coherence,3.35
China,2006,JUNO-1.0,0.4,0.3339,-0.1978,2.8068,6,High Coherence,3.45
China,2007,JUNO-1.0,0.3719,0.3339,-0.1135,2.5868,6,High Coherence,2.975
China,2008,JUNO-1.0,0.3647,0.3339,-0.092,2.5338,6,High Coherence,3.325
China,2009,JUNO-1.0,0.3755,0.3339,-0.1246,2.5825,6,High Coherence,3.075
China,2010,JUNO-1.0,0.3759,0.3339,-0.1255,2.661,6,High Coherence,3.1
China,2011,JUNO-1.0,0.3732,0.3339,-0.1177,2.6382,6,High Coherence,2.95
China,2012,JUNO-1.0,0.3682,0.3339,-0.1024,2.5868,6,High Coherence,3.175
China,2013,JUNO-1.0,0.4027,0.3339,-0.2059,2.8125,6,High Coherence,3.6
China,2014,JUNO-1.0,0.4084,0.3339,-0.223,2.8573,6,High Coherence,3.6
China,2015,JUNO-1.0,0.4066,0.3339,-0.2174,2.7416,6,High Coherence,3.35
China,2016,JUNO-1.0,0.4012,0.3339,-0.2013,2.7259,6,High Coherence,3.35
China,2017,JUNO-1.0,0.3977,0.3339,-0.1909,2.656,6,High Coherence,3.3
China,2018,JUNO-1.0,0.4052,0.3339,-0.2132,2.7623,6,High Coherence,3.525
China,2019,JUNO-1.0,0.3841,0.3339,-0.1501,2.7153,6,High Coherence,2.85
China,2020,JUNO-1.0,0.2647,0.3339,0.2074,1.6914,5,Stable Integration,-0.225
China,2021,JUNO-1.0,0.3588,0.3339,-0.0745,2.4753,6,High Coherence,2.425
China,2022,JUNO-1.0,0.372,0.3339,-0.114,2.5017,6,High Coherence,2.625
China,2023,JUNO-1.0,0.3749,0.3339,-0.1225,2.6638,6,High Coherence,2.725
China,2024,JUNO-1.0,0.3706,0.3339,-0.1097,2.5751,6,High Coherence,2.675
China,2025,JUNO-1.0,0.3722,0.3339,-0.1146,2.6322,6,High Coherence,2.75
Colombia,1875,JUNO-1.0,0.1609,0.1609,0.0,1.082,2,Acute Crisis,-2.45
Colombia,1876,JUNO-1.0,0.164,0.1609,-0.0195,1.0926,2,Acute Crisis,-2.3
Colombia,1877,JUNO-1.0,0.1698,0.1609,-0.0553,1.1268,2,Acute Crisis,-2.075
Colombia,1878,JUNO-1.0,0.1703,0.1609,-0.0585,1.1311,3,Fragmentation,-2.05
Colombia,1879,JUNO-1.0,0.1698,0.1609,-0.0553,1.1268,2,Acute Crisis,-2.075
Colombia,1880,JUNO-1.0,0.1904,0.1609,-0.1836,1.267,3,Fragmentation,-1.225
Colombia,1881,JUNO-1.0,0.1912,0.1609,-0.1886,1.27,3,Fragmentation,-1.225
Colombia,1882,JUNO-1.0,0.192,0.1609,-0.1934,1.2729,3,Fragmentation,-1.175
Colombia,1883,JUNO-1.0,0.192,0.1609,-0.1934,1.2729,3,Fragmentation,-1.1
Colombia,1884,JUNO-1.0,0.1943,0.1609,-0.2078,1.2816,3,Fragmentation,-1.1
Colombia,1885,JUNO-1.0,0.1515,0.1609,0.0583,1.0092,2,Acute Crisis,-2.875
Colombia,1886,JUNO-1.0,0.206,0.1609,-0.2807,1.3253,4,Moderate Stress,-0.725
Colombia,1887,JUNO-1.0,0.2069,0.1609,-0.286,1.3291,4,Moderate Stress,-0.725
Colombia,1888,JUNO-1.0,0.2069,0.1609,-0.286,1.3291,4,Moderate Stress,-0.7
Colombia,1889,JUNO-1.0,0.2069,0.1609,-0.286,1.3291,4,Moderate Stress,-0.7
Colombia,1890,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1891,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1892,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1893,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1894,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1895,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1896,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1897,JUNO-1.0,0.2077,0.1609,-0.2912,1.3327,4,Moderate Stress,-0.7
Colombia,1898,JUNO-1.0,0.1935,0.1609,-0.2025,1.2352,3,Fragmentation,-1.175
Colombia,1899,JUNO-1.0,0.1307,0.1609,0.1876,0.8793,1,Systemic Collapse,-3.625
Colombia,1900,JUNO-1.0,0.1093,0.1609,0.3203,0.6989,1,Systemic Collapse,-5.125
Colombia,1901,JUNO-1.0,0.1093,0.1609,0.3203,0.6989,1,Systemic Collapse,-5.125
Colombia,1902,JUNO-1.0,0.1089,0.1609,0.3232,0.6973,1,Systemic Collapse,-5.125
Colombia,1903,JUNO-1.0,0.1265,0.1609,0.2138,0.8066,1,Systemic Collapse,-4.025
Colombia,1904,JUNO-1.0,0.1682,0.1609,-0.0457,1.126,2,Acute Crisis,-2.075
Colombia,1905,JUNO-1.0,0.1975,0.1609,-0.2275,1.3079,3,Fragmentation,-1.1
Colombia,1906,JUNO-1.0,0.208,0.1609,-0.2932,1.3511,4,Moderate Stress,-0.8
Colombia,1907,JUNO-1.0,0.2088,0.1609,-0.2979,1.3537,4,Moderate Stress,-0.75
Colombia,1908,JUNO-1.0,0.2112,0.1609,-0.3129,1.3622,4,Moderate Stress,-0.55
Colombia,1909,JUNO-1.0,0.2127,0.1609,-0.3224,1.3676,4,Moderate Stress,-0.55
Colombia,1910,JUNO-1.0,0.2378,0.1609,-0.4783,1.5122,4,Moderate Stress,0.275
Colombia,1911,JUNO-1.0,0.2378,0.1609,-0.4783,1.5122,4,Moderate Stress,0.275
Colombia,1912,JUNO-1.0,0.2372,0.1609,-0.4743,1.4916,4,Moderate Stress,0.25
Colombia,1913,JUNO-1.0,0.2372,0.1609,-0.4743,1.4916,4,Moderate Stress,0.275
Colombia,1914,JUNO-1.0,0.2372,0.1609,-0.4743,1.4916,4,Moderate Stress,0.275
Colombia,1915,JUNO-1.0,0.2372,0.1609,-0.4743,1.4916,4,Moderate Stress,0.275
Colombia,1916,JUNO-1.0,0.2372,0.1609,-0.4743,1.4916,4,Moderate Stress,0.275
Colombia,1917,JUNO-1.0,0.2372,0.1609,-0.4743,1.4916,4,Moderate Stress,0.275
Colombia,1918,JUNO-1.0,0.2359,0.1609,-0.4663,1.4512,4,Moderate Stress,0.225
Colombia,1919,JUNO-1.0,0.2359,0.1609,-0.4663,1.4512,4,Moderate Stress,0.225
Colombia,1920,JUNO-1.0,0.2359,0.1609,-0.4663,1.4512,4,Moderate Stress,0.25
Colombia,1921,JUNO-1.0,0.2359,0.1609,-0.4663,1.4512,4,Moderate Stress,0.25
Colombia,1922,JUNO-1.0,0.2359,0.1609,-0.4663,1.4512,4,Moderate Stress,0.25
Colombia,1923,JUNO-1.0,0.237,0.1609,-0.473,1.4548,4,Moderate Stress,0.25
Colombia,1924,JUNO-1.0,0.2375,0.1609,-0.4762,1.4565,4,Moderate Stress,0.25
Colombia,1925,JUNO-1.0,0.238,0.1609,-0.4795,1.4582,4,Moderate Stress,0.25
Colombia,1926,JUNO-1.0,0.238,0.1609,-0.4795,1.4582,4,Moderate Stress,0.25
Colombia,1927,JUNO-1.0,0.238,0.1609,-0.4795,1.4582,4,Moderate Stress,0.25
Colombia,1928,JUNO-1.0,0.2115,0.1609,-0.3144,1.2843,4,Moderate Stress,-0.575
Colombia,1929,JUNO-1.0,0.2072,0.1609,-0.288,1.2695,4,Moderate Stress,-0.75
Colombia,1930,JUNO-1.0,0.2198,0.1609,-0.3663,1.3944,4,Moderate Stress,-0.25
Colombia,1931,JUNO-1.0,0.2162,0.1609,-0.344,1.3806,4,Moderate Stress,-0.375
Colombia,1932,JUNO-1.0,0.1938,0.1609,-0.2046,1.2355,3,Fragmentation,-1.15
Colombia,1933,JUNO-1.0,0.2141,0.1609,-0.3308,1.3735,4,Moderate Stress,-0.425
Colombia,1934,JUNO-1.0,0.2171,0.1609,-0.3493,1.3847,4,Moderate Stress,-0.325
Colombia,1935,JUNO-1.0,0.2193,0.1609,-0.3631,1.3931,4,Moderate Stress,-0.25
Colombia,1936,JUNO-1.0,0.2483,0.1609,-0.5436,1.6734,4,Moderate Stress,0.3
Colombia,1937,JUNO-1.0,0.2483,0.1609,-0.5436,1.6734,4,Moderate Stress,0.3
Colombia,1938,JUNO-1.0,0.2483,0.1609,-0.5436,1.6734,4,Moderate Stress,0.3
Colombia,1939,JUNO-1.0,0.2483,0.1609,-0.5436,1.6734,4,Moderate Stress,0.3
Colombia,1940,JUNO-1.0,0.2483,0.1609,-0.5436,1.6734,4,Moderate Stress,0.3
Colombia,1941,JUNO-1.0,0.2483,0.1609,-0.5436,1.6734,4,Moderate Stress,0.3
Colombia,1942,JUNO-1.0,0.2476,0.1609,-0.5391,1.651,4,Moderate Stress,0.275
Colombia,1943,JUNO-1.0,0.2476,0.1609,-0.5391,1.651,4,Moderate Stress,0.275
Colombia,1944,JUNO-1.0,0.2476,0.1609,-0.5391,1.651,4,Moderate Stress,0.275
Colombia,1945,JUNO-1.0,0.2476,0.1609,-0.5391,1.651,4,Moderate Stress,0.275
Colombia,1946,JUNO-1.0,0.2071,0.1609,-0.2876,1.2695,4,Moderate Stress,-0.675
Colombia,1947,JUNO-1.0,0.1896,0.1609,-0.1787,1.1646,3,Fragmentation,-1.3
Colombia,1948,JUNO-1.0,0.1331,0.1609,0.1727,0.8673,1,Systemic Collapse,-3.25
Colombia,1949,JUNO-1.0,0.1654,0.1609,-0.028,1.0527,2,Acute Crisis,-2.125
Colombia,1950,JUNO-1.0,0.1654,0.1609,-0.028,1.0527,2,Acute Crisis,-2.125
Colombia,1951,JUNO-1.0,0.1654,0.1609,-0.028,1.0527,2,Acute Crisis,-2.125
Colombia,1952,JUNO-1.0,0.1654,0.1609,-0.028,1.0527,2,Acute Crisis,-2.125
Colombia,1953,JUNO-1.0,0.1923,0.1609,-0.1951,1.2193,3,Fragmentation,-0.825
Colombia,1954,JUNO-1.0,0.2001,0.1609,-0.2441,1.2777,4,Moderate Stress,-0.575
Colombia,1955,JUNO-1.0,0.1996,0.1609,-0.2407,1.2602,3,Fragmentation,-0.6
Colombia,1956,JUNO-1.0,0.1888,0.1609,-0.1735,1.1923,3,Fragmentation,-0.975
Colombia,1957,JUNO-1.0,0.1914,0.1609,-0.1899,1.2162,3,Fragmentation,-0.875
Colombia,1958,JUNO-1.0,0.2123,0.1609,-0.3199,1.3672,4,Moderate Stress,-0.5
Colombia,1959,JUNO-1.0,0.2123,0.1609,-0.3199,1.3672,4,Moderate Stress,-0.5
Colombia,1960,JUNO-1.0,0.209,0.1609,-0.2992,1.3558,4,Moderate Stress,-0.6
Colombia,1961,JUNO-1.0,0.2077,0.1609,-0.2908,1.3499,4,Moderate Stress,-0.65
Colombia,1962,JUNO-1.0,0.2064,0.1609,-0.2827,1.3435,4,Moderate Stress,-0.7
Colombia,1963,JUNO-1.0,0.2041,0.1609,-0.2686,1.2728,4,Moderate Stress,-0.8
Colombia,1964,JUNO-1.0,0.2029,0.1609,-0.2612,1.2528,4,Moderate Stress,-0.85
Colombia,1965,JUNO-1.0,0.2029,0.1609,-0.2612,1.2528,4,Moderate Stress,-0.85
Colombia,1966,JUNO-1.0,0.2021,0.1609,-0.2563,1.2502,4,Moderate Stress,-0.875
Colombia,1967,JUNO-1.0,0.2035,0.1609,-0.2651,1.2549,4,Moderate Stress,-0.825
Colombia,1968,JUNO-1.0,0.2049,0.1609,-0.2736,1.2594,4,Moderate Stress,-0.675
Colombia,1969,JUNO-1.0,0.2049,0.1609,-0.2736,1.2594,4,Moderate Stress,-0.675
Colombia,1970,JUNO-1.0,0.204,0.1609,-0.2683,1.2566,4,Moderate Stress,-0.7
Colombia,1971,JUNO-1.0,0.2026,0.1609,-0.2591,1.2517,4,Moderate Stress,-0.75
Colombia,1972,JUNO-1.0,0.2012,0.1609,-0.2505,1.2469,4,Moderate Stress,-0.8
Colombia,1973,JUNO-1.0,0.1976,0.1609,-0.2281,1.2348,3,Fragmentation,-0.925
Colombia,1974,JUNO-1.0,0.1949,0.1609,-0.2113,1.2251,3,Fragmentation,-1.025
Colombia,1975,JUNO-1.0,0.1935,0.1609,-0.2028,1.2201,3,Fragmentation,-1.05
Colombia,1976,JUNO-1.0,0.1935,0.1609,-0.2028,1.2201,3,Fragmentation,-1.05
Colombia,1977,JUNO-1.0,0.1922,0.1609,-0.1948,1.2152,3,Fragmentation,-1.1
Colombia,1978,JUNO-1.0,0.1866,0.1609,-0.1598,1.1653,3,Fragmentation,-1.325
Colombia,1979,JUNO-1.0,0.1819,0.1609,-0.1307,1.1358,3,Fragmentation,-1.5
Colombia,1980,JUNO-1.0,0.1731,0.1609,-0.0762,1.092,3,Fragmentation,-1.85
Colombia,1981,JUNO-1.0,0.1728,0.1609,-0.0739,1.0908,3,Fragmentation,-1.85
Colombia,1982,JUNO-1.0,0.1728,0.1609,-0.0739,1.0908,3,Fragmentation,-1.85
Colombia,1983,JUNO-1.0,0.1733,0.1609,-0.0774,1.0928,3,Fragmentation,-1.825
Colombia,1984,JUNO-1.0,0.166,0.1609,-0.0319,1.0517,2,Acute Crisis,-2.125
Colombia,1985,JUNO-1.0,0.1527,0.1609,0.0506,1.0059,2,Acute Crisis,-2.45
Colombia,1986,JUNO-1.0,0.1554,0.1609,0.0342,1.0158,2,Acute Crisis,-2.4
Colombia,1987,JUNO-1.0,0.1548,0.1609,0.0376,1.0139,2,Acute Crisis,-2.4
Colombia,1988,JUNO-1.0,0.1414,0.1609,0.121,0.9172,1,Systemic Collapse,-2.85
Colombia,1989,JUNO-1.0,0.1332,0.1609,0.1719,0.8761,1,Systemic Collapse,-3.15
Colombia,1990,JUNO-1.0,0.1323,0.1609,0.1774,0.8649,1,Systemic Collapse,-3.2
Colombia,1991,JUNO-1.0,0.1735,0.1609,-0.0783,1.0798,3,Fragmentation,-1.85
Colombia,1992,JUNO-1.0,0.1781,0.1609,-0.1071,1.0969,3,Fragmentation,-1.65
Colombia,1993,JUNO-1.0,0.1767,0.1609,-0.0986,1.0924,3,Fragmentation,-1.725
Colombia,1994,JUNO-1.0,0.1676,0.1609,-0.0419,1.0567,2,Acute Crisis,-2.025
Colombia,1995,JUNO-1.0,0.1605,0.1609,0.0025,1.0322,2,Acute Crisis,-2.225
Colombia,1996,JUNO-1.0,0.1588,0.1609,0.0132,0.9897,2,Acute Crisis,-2.35
Colombia,1997,JUNO-1.0,0.1526,0.1609,0.0512,0.946,2,Acute Crisis,-2.575
Colombia,1998,JUNO-1.0,0.1356,0.1609,0.1574,0.8649,1,Systemic Collapse,-3.025
Colombia,1999,JUNO-1.0,0.1324,0.1609,0.177,0.8481,1,Systemic Collapse,-3.275
Colombia,2000,JUNO-1.0,0.1378,0.1609,0.1433,0.8884,1,Systemic Collapse,-3.125
Colombia,2001,JUNO-1.0,0.1378,0.1609,0.1433,0.8884,1,Systemic Collapse,-3.125
Colombia,2002,JUNO-1.0,0.1475,0.1609,0.0829,0.9284,1,Systemic Collapse,-2.975
Colombia,2003,JUNO-1.0,0.18,0.1609,-0.1188,1.1047,3,Fragmentation,-1.725
Colombia,2004,JUNO-1.0,0.1905,0.1609,-0.1844,1.1836,3,Fragmentation,-1.075
Colombia,2005,JUNO-1.0,0.2008,0.1609,-0.2482,1.3294,4,Moderate Stress,-0.55
Colombia,2006,JUNO-1.0,0.2118,0.1609,-0.3167,1.4097,4,Moderate Stress,-0.175
Colombia,2007,JUNO-1.0,0.2267,0.1609,-0.4093,1.519,4,Moderate Stress,0.2
Colombia,2008,JUNO-1.0,0.2291,0.1609,-0.4242,1.5464,4,Moderate Stress,0.25
Colombia,2009,JUNO-1.0,0.2237,0.1609,-0.3906,1.5075,4,Moderate Stress,0.1
Colombia,2010,JUNO-1.0,0.2281,0.1609,-0.4179,1.5428,4,Moderate Stress,0.325
Colombia,2011,JUNO-1.0,0.2379,0.1609,-0.4787,1.5993,4,Moderate Stress,0.475
Colombia,2012,JUNO-1.0,0.2433,0.1609,-0.5124,1.6195,4,Moderate Stress,0.7
Colombia,2013,JUNO-1.0,0.2441,0.1609,-0.5175,1.6228,4,Moderate Stress,0.725
Colombia,2014,JUNO-1.0,0.2441,0.1609,-0.5175,1.6228,4,Moderate Stress,0.75
Colombia,2015,JUNO-1.0,0.2441,0.1609,-0.5175,1.6228,4,Moderate Stress,0.75
Colombia,2016,JUNO-1.0,0.2544,0.1609,-0.5812,1.659,5,Stable Integration,0.75
Colombia,2017,JUNO-1.0,0.2407,0.1609,-0.4962,1.6106,4,Moderate Stress,0.75
Colombia,2018,JUNO-1.0,0.2371,0.1609,-0.4737,1.5971,4,Moderate Stress,0.725
Colombia,2019,JUNO-1.0,0.2272,0.1609,-0.4126,1.4847,4,Moderate Stress,0.425
Colombia,2020,JUNO-1.0,0.1816,0.1609,-0.1286,1.1099,3,Fragmentation,-1.65
Colombia,2021,JUNO-1.0,0.1692,0.1609,-0.052,1.0034,2,Acute Crisis,-2.025
Colombia,2022,JUNO-1.0,0.2154,0.1609,-0.3388,1.4229,4,Moderate Stress,-0.425
Colombia,2023,JUNO-1.0,0.2181,0.1609,-0.3556,1.4329,4,Moderate Stress,-0.375
Colombia,2024,JUNO-1.0,0.2181,0.1609,-0.3556,1.4329,4,Moderate Stress,-0.375
Colombia,2025,JUNO-1.0,0.2181,0.1609,-0.3556,1.4329,4,Moderate Stress,-0.375
Colombia,2026,JUNO-1.0,0.2181,0.1609,-0.3556,1.4329,4,Moderate Stress,-0.375
France,1875,JUNO-1.0,0.3243,0.3243,0.0,2.0863,6,High Coherence,1.625
France,1880,JUNO-1.0,0.3397,0.3243,-0.0474,2.2823,6,High Coherence,2.275
France,1885,JUNO-1.0,0.3385,0.3243,-0.0439,2.2779,6,High Coherence,2.475
France,1890,JUNO-1.0,0.3053,0.3243,0.0584,2.0192,6,High Coherence,1.875
France,1895,JUNO-1.0,0.2732,0.3243,0.1575,1.812,5,Stable Integration,1.225
France,1900,JUNO-1.0,0.3899,0.3243,-0.2023,2.5592,6,High Coherence,3.5
France,1905,JUNO-1.0,0.3732,0.3243,-0.1508,2.4954,6,High Coherence,2.875
France,1910,JUNO-1.0,0.352,0.3243,-0.0856,2.2503,6,High Coherence,2.6
France,1915,JUNO-1.0,0.1939,0.3243,0.4021,1.2268,3,Fragmentation,-1.5
France,1920,JUNO-1.0,0.267,0.3243,0.1767,1.6651,5,Stable Integration,0.725
France,1925,JUNO-1.0,0.2746,0.3243,0.1532,1.8999,5,Stable Integration,1.1
France,1930,JUNO-1.0,0.2419,0.3243,0.2539,1.5704,4,Moderate Stress,-0.125
France,1935,JUNO-1.0,0.2105,0.3243,0.351,1.4822,4,Moderate Stress,-1.0
France,1940,JUNO-1.0,0.0938,0.3243,0.7108,0.6461,1,Systemic Collapse,-5.5
France,1945,JUNO-1.0,0.2161,0.3243,0.3335,1.4448,4,Moderate Stress,-1.75
France,1950,JUNO-1.0,0.2805,0.3243,0.135,1.9939,5,Stable Integration,1.0
France,1955,JUNO-1.0,0.2473,0.3243,0.2373,1.7111,4,Moderate Stress,0.125
France,1960,JUNO-1.0,0.3838,0.3243,-0.1835,2.7366,6,High Coherence,2.975
France,1965,JUNO-1.0,0.4215,0.3243,-0.2997,2.9946,6,High Coherence,4.25
France,1970,JUNO-1.0,0.3599,0.3243,-0.1097,2.5762,6,High Coherence,2.75
France,1975,JUNO-1.0,0.2952,0.3243,0.0897,2.0291,5,Stable Integration,1.475
France,1980,JUNO-1.0,0.3049,0.3243,0.0597,2.1029,6,High Coherence,1.6
France,1985,JUNO-1.0,0.3005,0.3243,0.0733,1.9634,6,High Coherence,1.5
France,1990,JUNO-1.0,0.3282,0.3243,-0.012,2.1933,6,High Coherence,2.5
France,1995,JUNO-1.0,0.3215,0.3243,0.0086,2.1672,6,High Coherence,2.35
France,2000,JUNO-1.0,0.3414,0.3243,-0.0528,2.4907,6,High Coherence,2.65
France,2005,JUNO-1.0,0.2534,0.3243,0.2186,1.6871,5,Stable Integration,0.25
France,2010,JUNO-1.0,0.2518,0.3243,0.2234,1.6815,5,Stable Integration,0.225
France,2015,JUNO-1.0,0.2151,0.3243,0.3366,1.5314,4,Moderate Stress,-0.775
France,2020,JUNO-1.0,0.1559,0.3243,0.5193,1.0786,2,Acute Crisis,-3.025
France,2026,JUNO-1.0,0.1861,0.3243,0.426,1.3257,3,Fragmentation,-1.35
Germany,1880,JUNO-1.0,0.4067,0.4067,0.0,2.5876,6,High Coherence,3.7
Germany,1881,JUNO-1.0,0.3951,0.4067,0.0286,2.5313,6,High Coherence,3.5
Germany,1882,JUNO-1.0,0.3985,0.4067,0.0204,2.437,6,High Coherence,3.65
Germany,1883,JUNO-1.0,0.4072,0.4067,-0.0011,2.6192,6,High Coherence,3.85
Germany,1884,JUNO-1.0,0.3929,0.4067,0.034,2.4279,6,High Coherence,3.75
Germany,1885,JUNO-1.0,0.4073,0.4067,-0.0015,2.5783,6,High Coherence,3.875
Germany,1886,JUNO-1.0,0.3957,0.4067,0.0272,2.4726,6,High Coherence,3.6
Germany,1887,JUNO-1.0,0.4013,0.4067,0.0135,2.4451,6,High Coherence,3.675
Germany,1888,JUNO-1.0,0.3838,0.4067,0.0564,2.4606,6,High Coherence,3.425
Germany,1889,JUNO-1.0,0.381,0.4067,0.0632,2.3936,6,High Coherence,3.625
Germany,1890,JUNO-1.0,0.3785,0.4067,0.0696,2.5308,6,High Coherence,2.975
Germany,1891,JUNO-1.0,0.3949,0.4067,0.0291,2.4635,6,High Coherence,3.7
Germany,1892,JUNO-1.0,0.3882,0.4067,0.0457,2.3988,6,High Coherence,3.575
Germany,1893,JUNO-1.0,0.382,0.4067,0.0609,2.3597,6,High Coherence,3.575
Germany,1894,JUNO-1.0,0.3817,0.4067,0.0614,2.4319,6,High Coherence,3.575
Germany,1895,JUNO-1.0,0.3832,0.4067,0.0578,2.3226,6,High Coherence,3.55
Germany,1896,JUNO-1.0,0.3767,0.4067,0.0738,2.4349,6,High Coherence,3.45
Germany,1897,JUNO-1.0,0.3899,0.4067,0.0414,2.418,6,High Coherence,3.675
Germany,1898,JUNO-1.0,0.391,0.4067,0.0387,2.4081,6,High Coherence,3.375
Germany,1899,JUNO-1.0,0.3815,0.4067,0.0621,2.4235,6,High Coherence,3.35
Germany,1900,JUNO-1.0,0.386,0.4067,0.051,2.4021,6,High Coherence,3.575
Germany,1901,JUNO-1.0,0.3731,0.4067,0.0827,2.3008,6,High Coherence,3.525
Germany,1902,JUNO-1.0,0.3937,0.4067,0.0321,2.4505,6,High Coherence,3.65
