Society,Year,Rupture_Incoming,Is_Rupture_Year,Mean_S,Mean_K,SK_Ratio,Mean_NodeValue,Mean_BondStrength,Archive_V,Archive_S,Helm_V,Reactivity_Ratio,Cog_Gap
Italy,1975,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1976,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1977,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1978,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1979,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1980,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1981,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1982,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1983,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1984,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1985,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1986,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1987,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1988,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1989,1,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1990,1,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1991,1,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1992,0,1,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1993,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1994,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1995,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1996,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1997,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1998,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,1999,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,2000,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,2001,0,0,4.875,6.5,0.75,10.375,0.2978,13.0,4.0,8.5,1.159,0.867
Italy,2002,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2003,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2004,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2005,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2006,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2007,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2008,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2009,0,0,5.875,5.5,1.068,6.875,0.2147,9.5,5.0,5.0,1.131,0.867
Italy,2010,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2011,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2012,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2013,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2014,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2015,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2016,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2017,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2018,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2019,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2020,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2021,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2022,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Italy,2023,0,0,6.875,5.5,1.25,5.875,0.1869,8.5,6.0,4.0,1.111,0.867
Japan,1900,0,0,2.5,8.5,0.294,18.875,0.6112,21.0,2.0,20.5,1.111,1.133
Japan,1901,0,0,2.5,8.5,0.294,18.875,0.6112,21.0,2.0,20.5,1.111,1.133
Japan,1902,0,0,2.5,8.5,0.294,18.875,0.6112,21.0,2.0,20.5,1.111,1.133
Japan,1903,0,0,2.5,8.5,0.294,18.875,0.6112,21.0,2.0,20.5,1.111,1.133
Japan,1904,0,0,3.5,8.5,0.412,18.0,0.5383,20.0,3.0,20.0,1.078,1.333
Japan,1905,0,0,3.5,8.5,0.412,18.0,0.5383,20.0,3.0,20.0,1.078,1.333
Japan,1906,0,0,2.5,8.5,0.294,19.0,0.6183,21.0,2.0,21.0,1.111,1.333
Japan,1907,0,0,2.5,8.5,0.294,19.0,0.6183,21.0,2.0,21.0,1.111,1.333
Japan,1908,0,0,2.5,8.5,0.294,19.0,0.6183,21.0,2.0,21.0,1.111,1.333
Japan,1909,0,0,2.375,8.625,0.275,19.625,0.6479,21.0,2.0,21.0,1.212,1.533
Japan,1910,0,0,2.375,8.625,0.275,19.625,0.6479,21.0,2.0,21.0,1.212,1.533
Japan,1911,0,0,2.375,8.625,0.275,19.625,0.6479,21.0,2.0,21.0,1.212,1.533
Japan,1912,0,0,2.375,8.625,0.275,19.625,0.6479,21.0,2.0,21.0,1.212,1.533
Japan,1913,0,0,2.5,8.5,0.294,19.375,0.6366,21.0,2.0,19.0,1.111,1.133
Japan,1914,0,0,2.625,8.5,0.309,19.125,0.6213,21.0,2.0,17.0,1.026,0.733
Japan,1915,0,0,2.625,8.5,0.309,19.125,0.6213,21.0,2.0,17.0,1.026,0.733
Japan,1916,0,0,2.625,8.5,0.309,19.125,0.6213,21.0,2.0,17.0,1.026,0.733
Japan,1917,0,0,2.75,8.375,0.328,18.812,0.6087,21.0,2.0,14.5,0.952,0.233
Japan,1918,0,0,3.0,8.375,0.358,18.312,0.582,21.0,2.0,12.5,1.0,0.5
Japan,1919,0,0,3.0,8.375,0.358,18.312,0.582,21.0,2.0,12.5,1.0,0.5
Japan,1920,0,0,3.25,8.125,0.4,17.562,0.5577,21.0,2.0,9.5,1.042,0.9
Japan,1921,0,0,3.25,8.125,0.4,17.562,0.5577,21.0,2.0,9.5,1.042,0.9
Japan,1922,0,0,3.25,8.125,0.4,17.562,0.5577,21.0,2.0,9.5,1.042,0.9
Japan,1923,0,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1924,0,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1925,0,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1926,0,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1927,0,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1928,0,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1929,1,0,4.25,7.75,0.548,15.812,0.473,20.0,3.0,6.5,1.032,0.767
Japan,1930,1,0,5.0,7.125,0.702,13.688,0.4048,19.0,3.0,4.5,1.111,2.167
Japan,1931,1,0,5.375,6.875,0.782,12.812,0.3767,19.0,3.0,7.5,1.319,5.033
Japan,1932,0,1,5.625,6.5,0.865,11.688,0.3482,19.0,3.0,10.5,1.458,8.033
Japan,1933,0,0,5.875,6.25,0.94,10.938,0.3312,19.0,3.0,13.5,1.597,10.033
Japan,1934,0,0,5.75,6.375,0.902,11.188,0.3374,19.0,3.0,15.5,1.667,10.433
Japan,1935,0,0,5.75,6.375,0.902,11.188,0.3374,19.0,3.0,15.5,1.667,10.433
Japan,1936,0,0,5.75,6.375,0.902,11.188,0.3374,19.0,3.0,15.5,1.667,10.433
Japan,1937,0,0,4.625,7.125,0.649,14.125,0.435,21.0,2.0,20.0,2.188,10.867
Japan,1938,0,0,4.625,7.125,0.649,14.125,0.435,21.0,2.0,20.0,2.188,10.867
Japan,1939,0,0,4.625,7.125,0.649,14.125,0.435,21.0,2.0,20.0,2.188,10.867
Japan,1940,0,0,4.625,7.125,0.649,14.125,0.435,21.0,2.0,20.0,2.188,10.867
Japan,1941,0,0,5.625,7.0,0.804,13.0,0.3787,20.0,3.0,19.0,1.905,10.667
Japan,1942,1,0,6.5,6.5,1.0,11.188,0.3229,19.0,4.0,18.0,1.667,11.767
Japan,1943,1,0,7.375,5.625,1.311,8.5,0.2632,16.0,5.0,14.5,1.505,10.667
Japan,1944,1,0,8.125,4.625,1.757,5.75,0.2148,13.0,6.0,11.5,1.429,10.533
Japan,1945,0,1,10.0,1.625,6.154,-2.125,0.1165,-1.0,10.0,-1.5,1.0,2.2
Japan,1946,0,0,8.625,2.375,3.632,0.188,0.1415,2.5,8.0,2.0,1.071,2.167
Japan,1947,0,0,7.625,3.375,2.259,3.188,0.1835,5.5,7.0,5.0,1.081,2.167
Japan,1948,0,0,6.625,4.375,1.514,6.188,0.2348,8.5,6.0,8.0,1.094,2.167
Japan,1949,0,0,5.625,5.375,1.047,9.25,0.2996,11.5,5.0,11.5,1.111,2.267
Japan,1950,0,0,4.625,6.375,0.725,12.438,0.3837,14.5,4.0,14.5,1.136,2.033
Japan,1951,0,0,3.625,7.375,0.492,15.438,0.4771,17.5,3.0,17.5,1.176,2.033
Japan,1952,0,0,2.625,8.375,0.313,18.438,0.5898,20.5,2.0,20.5,1.25,2.033
Japan,1953,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1954,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1955,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1956,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1957,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1958,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1959,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1960,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1961,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1962,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1963,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1964,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1965,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1966,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1967,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1968,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1969,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1970,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1971,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1972,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1973,0,0,3.25,8.5,0.382,18.25,0.5542,20.0,3.0,20.0,1.222,2.8
Japan,1974,0,0,3.25,8.5,0.382,18.25,0.5542,20.0,3.0,20.0,1.222,2.8
Japan,1975,0,0,3.25,8.5,0.382,18.25,0.5542,20.0,3.0,20.0,1.222,2.8
Japan,1976,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1977,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1978,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1979,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1980,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1981,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1982,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1983,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1984,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1985,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1986,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1987,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1988,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1989,0,0,2.0,9.0,0.222,20.5,0.6817,21.0,2.0,21.0,1.0,0.533
Japan,1990,0,0,3.25,8.5,0.382,18.188,0.5511,20.0,3.0,19.5,1.222,2.7
Japan,1991,0,0,4.125,7.625,0.541,15.562,0.459,17.0,4.0,16.5,1.228,3.3
Japan,1992,0,0,5.0,6.75,0.741,12.938,0.3813,14.0,5.0,13.5,1.232,3.9
Japan,1993,0,0,5.875,5.875,1.0,10.312,0.3158,11.0,6.0,10.5,1.235,4.5
Japan,1994,0,0,6.75,5.0,1.35,7.688,0.2605,8.0,7.0,7.5,1.237,5.1
Japan,1995,0,0,6.75,5.0,1.35,7.688,0.2605,8.0,7.0,7.5,1.237,5.1
Japan,1996,0,0,6.75,5.0,1.35,7.688,0.2605,8.0,7.0,7.5,1.237,5.1
Japan,1997,0,0,6.75,5.0,1.35,7.688,0.2605,8.0,7.0,7.5,1.237,5.1
Japan,1998,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,1999,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2000,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2001,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2002,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2003,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2004,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2005,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2006,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2007,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2008,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2009,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2010,0,0,7.75,4.125,1.879,4.438,0.1945,4.5,8.0,4.0,1.204,5.5
Japan,2011,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2012,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2013,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2014,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2015,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2016,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2017,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2018,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2019,0,0,8.75,3.125,2.8,1.562,0.1545,1.5,9.0,1.0,1.179,5.433
Japan,2020,0,0,8.875,3.125,2.84,1.438,0.1506,1.5,9.0,1.0,1.151,5.233
Japan,2021,0,0,8.875,3.125,2.84,1.438,0.1506,1.5,9.0,1.0,1.151,5.233
Japan,2022,0,0,8.875,3.125,2.84,1.438,0.1506,1.5,9.0,1.0,1.151,5.233
Japan,2023,0,0,8.875,3.125,2.84,1.438,0.1506,1.5,9.0,1.0,1.151,5.233
Japan,2024,0,0,8.875,3.125,2.84,1.438,0.1506,1.5,9.0,1.0,1.151,5.233
Japan,2025,0,0,8.875,3.125,2.84,1.438,0.1506,1.5,9.0,1.0,1.151,5.233
Lebanon,1943,0,0,5.5,4.875,1.128,6.625,0.2233,4.5,6.0,5.5,1.049,1.533
Lebanon,1944,0,0,5.0,5.375,0.93,8.0,0.2527,7.5,5.0,7.5,1.111,1.867
Lebanon,1945,0,0,4.5,6.125,0.735,10.5,0.315,10.0,5.0,10.0,1.061,1.067
Lebanon,1946,0,0,4.5,6.125,0.735,10.5,0.315,10.0,5.0,10.0,1.061,1.067
Lebanon,1947,0,0,4.5,6.125,0.735,10.5,0.315,10.0,5.0,10.0,1.061,1.067
Lebanon,1948,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1949,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1950,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1951,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1952,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1953,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1954,0,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1955,1,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1956,1,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1957,1,0,5.5,6.125,0.898,9.5,0.2743,9.0,6.0,9.0,1.049,1.067
Lebanon,1958,0,1,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1959,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1960,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1961,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1962,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1963,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1964,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1965,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1966,0,0,6.5,6.125,1.061,8.5,0.2388,8.0,7.0,8.0,1.042,1.067
Lebanon,1967,0,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1968,0,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1969,0,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1970,0,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1971,0,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1972,1,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1973,1,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1974,1,0,7.25,6.0,1.208,7.375,0.2098,8.0,7.0,7.0,1.019,1.4
Lebanon,1975,0,1,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1976,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1977,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1978,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1979,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1980,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1981,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1982,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1983,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1984,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1985,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1986,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1987,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1988,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1989,0,0,9.0,2.875,3.13,-1.625,0.0864,-3.5,9.0,-1.0,1.061,1.667
Lebanon,1990,0,0,8.0,3.875,2.065,1.875,0.1326,0.0,8.0,2.5,1.068,1.667
Lebanon,1991,0,0,6.875,5.0,1.375,5.438,0.189,3.5,7.0,6.0,1.111,1.767
Lebanon,1992,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1993,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1994,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1995,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1996,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1997,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1998,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,1999,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2000,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2001,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2002,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2003,1,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2004,1,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2005,1,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2006,0,1,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2007,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2008,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2009,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2010,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2011,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2012,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2013,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2014,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2015,0,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2016,1,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2017,1,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2018,1,0,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2019,1,1,5.125,6.75,0.759,10.438,0.2893,11.0,5.0,11.0,1.067,0.967
Lebanon,2020,0,1,6.125,5.75,1.065,6.875,0.2065,7.5,6.0,7.5,1.056,1.133
Lebanon,2021,0,0,6.125,5.75,1.065,6.875,0.2065,7.5,6.0,7.5,1.056,1.133
Lebanon,2022,0,0,6.125,5.75,1.065,6.875,0.2065,7.5,6.0,7.5,1.056,1.133
Lebanon,2023,0,0,6.125,5.75,1.065,6.875,0.2065,7.5,6.0,7.5,1.056,1.133
Lebanon,2024,0,0,6.125,5.75,1.065,6.875,0.2065,7.5,6.0,7.5,1.056,1.133
Lebanon,2025,0,0,6.125,5.75,1.065,6.875,0.2065,7.5,6.0,7.5,1.056,1.133
New Zealand,1900,0,0,2.125,5.75,0.37,11.375,0.3779,10.0,2.0,11.5,0.909,-0.733
New Zealand,1901,0,0,2.125,5.75,0.37,11.375,0.3779,10.0,2.0,11.5,0.909,-0.733
New Zealand,1902,0,0,2.125,5.75,0.37,11.375,0.3779,10.0,2.0,11.5,0.909,-0.733
New Zealand,1903,0,0,2.125,5.75,0.37,11.375,0.3779,10.0,2.0,11.5,0.909,-0.733
New Zealand,1904,0,0,2.125,5.75,0.37,11.375,0.3779,10.0,2.0,11.5,0.909,-0.733
