Society,Year,T_Offset,set_id,Mean_C,Mean_K,Mean_S,Mean_A,Mean_NodeValue,Mean_BondStrength,SK_Ratio,Reactivity_Ratio,Cog_Gap,Archive_V,Archive_S,Helm_V,Helm_S,Shield_V,Shield_S
Lebanon,1989,T+46,set_6,2.875,2.875,9.0,3.25,-1.625,0.0864,3.13,1.061,1.667,-3.5,9.0,-1.0,9.0,-1.5,9.0
Lebanon,1990,T+47,set_6,3.875,3.875,8.0,4.25,1.875,0.1326,2.065,1.068,1.667,0.0,8.0,2.5,8.0,2.0,8.0
Lebanon,1991,T+48,set_6,4.75,5.0,6.875,5.125,5.438,0.189,1.375,1.111,1.767,3.5,7.0,6.0,7.0,4.5,7.0
Lebanon,1992,T+49,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1993,T+50,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1994,T+51,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1995,T+52,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1996,T+53,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1997,T+54,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1998,T+55,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,1999,T+56,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2000,T+57,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2001,T+58,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2002,T+59,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2003,T+60,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2004,T+61,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2005,T+62,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2006,T+63,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2007,T+64,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2008,T+65,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2009,T+66,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2010,T+67,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2011,T+68,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2012,T+69,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2013,T+70,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2014,T+71,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2015,T+72,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2016,T+73,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2017,T+74,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2018,T+75,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2019,T+76,set_6,5.875,6.75,5.125,5.875,10.438,0.2893,0.759,1.067,0.967,11.0,5.0,11.0,5.0,7.5,6.0
Lebanon,2020,T+77,set_6,4.875,5.75,6.125,4.75,6.875,0.2065,1.065,1.056,1.133,7.5,6.0,7.5,6.0,4.0,7.0
Lebanon,2021,T+78,set_6,4.875,5.75,6.125,4.75,6.875,0.2065,1.065,1.056,1.133,7.5,6.0,7.5,6.0,4.0,7.0
Lebanon,2022,T+79,set_6,4.875,5.75,6.125,4.75,6.875,0.2065,1.065,1.056,1.133,7.5,6.0,7.5,6.0,4.0,7.0
Lebanon,2023,T+80,set_6,4.875,5.75,6.125,4.75,6.875,0.2065,1.065,1.056,1.133,7.5,6.0,7.5,6.0,4.0,7.0
Lebanon,2024,T+81,set_6,4.875,5.75,6.125,4.75,6.875,0.2065,1.065,1.056,1.133,7.5,6.0,7.5,6.0,4.0,7.0
Lebanon,2025,T+82,set_6,4.875,5.75,6.125,4.75,6.875,0.2065,1.065,1.056,1.133,7.5,6.0,7.5,6.0,4.0,7.0
Netherlands,1900,T+0,set_5,7.438,6.562,0.0,5.312,16.656,0.6544,0.0,,-3.083,17.75,0.0,16.75,0.0,14.75,0.0
Netherlands,1901,T+1,set_5,7.438,6.562,0.0,5.312,16.656,0.6544,0.0,,-3.083,17.75,0.0,16.75,0.0,14.75,0.0
Netherlands,1902,T+2,set_5,7.438,6.625,0.0,5.375,16.75,0.657,0.0,,-2.933,17.75,0.0,16.75,0.0,15.5,0.0
Netherlands,1903,T+3,set_5,7.125,6.312,0.0,5.062,15.969,0.6265,0.0,,-2.183,17.0,0.0,15.5,0.0,16.25,0.0
Netherlands,1904,T+4,set_5,6.812,6.0,0.0,4.75,15.188,0.5955,0.0,,-1.433,16.25,0.0,14.25,0.0,17.0,0.0
Netherlands,1905,T+5,set_5,7.125,6.125,0.0,4.875,15.688,0.619,0.0,,-2.633,17.0,0.0,15.5,0.0,14.0,0.0
Netherlands,1906,T+6,set_5,7.438,6.562,0.0,5.312,16.656,0.6544,0.0,,-3.083,17.75,0.0,16.75,0.0,14.75,0.0
Netherlands,1907,T+7,set_5,7.438,6.625,0.0,5.375,16.75,0.657,0.0,,-2.933,17.75,0.0,16.75,0.0,15.5,0.0
Netherlands,1908,T+8,set_5,6.5,5.25,0.0,4.0,13.75,0.5471,0.0,,-1.733,15.5,0.0,13.0,0.0,12.5,0.0
Netherlands,1909,T+9,set_5,5.625,4.375,0.0,3.125,11.562,0.4598,0.0,,-1.233,13.0,0.0,10.5,0.0,10.0,0.0
Netherlands,1910,T+10,set_5,6.5,5.25,0.0,4.0,13.75,0.5471,0.0,,-1.733,15.5,0.0,13.0,0.0,12.5,0.0
Netherlands,1911,T+11,set_5,6.812,5.688,0.0,4.438,14.719,0.5832,0.0,,-2.183,16.25,0.0,14.25,0.0,13.25,0.0
Netherlands,1912,T+12,set_5,6.25,5.75,0.0,5.0,14.5,0.5732,0.0,,-0.8,16.0,0.0,16.0,0.0,13.0,0.0
Netherlands,1913,T+13,set_5,6.125,5.75,0.0,5.0,14.375,0.5649,0.0,,-1.0,16.0,0.0,16.0,0.0,13.0,0.0
Netherlands,1914,T+14,set_5,6.0,5.625,0.0,4.875,14.062,0.5495,0.0,,-1.5,16.0,0.0,16.0,0.0,13.0,0.0
Netherlands,1915,T+15,set_5,5.75,5.5,0.0,4.875,13.688,0.5324,0.0,,-2.1,16.0,0.0,15.0,0.0,13.0,0.0
Netherlands,1916,T+16,set_5,5.625,5.5,0.0,4.75,13.5,0.5202,0.0,,-2.4,16.0,0.0,13.5,0.0,13.0,0.0
Netherlands,1917,T+17,set_5,5.75,5.5,0.0,4.875,13.688,0.5324,0.0,,-2.1,16.0,0.0,15.0,0.0,13.0,0.0
Netherlands,1918,T+18,set_5,5.875,5.5,0.0,4.875,13.812,0.5392,0.0,,-1.9,16.0,0.0,16.0,0.0,13.0,0.0
Netherlands,1919,T+19,set_5,6.375,6.0,0.0,5.5,15.125,0.5915,0.0,,-3.267,16.0,0.0,17.5,0.0,13.0,0.0
Netherlands,1920,T+20,set_5,6.375,6.0,0.0,5.5,15.125,0.5915,0.0,,-3.267,16.0,0.0,17.5,0.0,13.0,0.0
Netherlands,1921,T+21,set_5,6.25,6.0,0.0,5.5,15.0,0.5846,0.0,,-3.467,16.0,0.0,16.5,0.0,13.0,0.0
Netherlands,1922,T+22,set_5,6.125,6.0,0.0,5.375,14.812,0.5722,0.0,,-3.767,16.0,0.0,15.0,0.0,13.0,0.0
Netherlands,1923,T+23,set_5,6.25,6.0,0.0,5.5,15.0,0.5846,0.0,,-3.467,16.0,0.0,16.5,0.0,13.0,0.0
Netherlands,1924,T+24,set_5,6.125,6.0,0.0,5.375,14.812,0.5722,0.0,,-3.767,16.0,0.0,15.0,0.0,13.0,0.0
Netherlands,1925,T+25,set_5,6.125,6.0,0.0,5.375,14.812,0.5722,0.0,,-3.767,16.0,0.0,15.0,0.0,13.0,0.0
New Zealand,1900,T+0,set_3,5.5,5.75,2.125,4.5,11.375,0.3779,0.37,0.909,-0.733,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1901,T+1,set_3,5.5,5.75,2.125,4.5,11.375,0.3779,0.37,0.909,-0.733,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1902,T+2,set_3,5.5,5.75,2.125,4.5,11.375,0.3779,0.37,0.909,-0.733,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1903,T+3,set_3,5.5,5.75,2.125,4.5,11.375,0.3779,0.37,0.909,-0.733,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1904,T+4,set_3,5.5,5.75,2.125,4.5,11.375,0.3779,0.37,0.909,-0.733,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1905,T+5,set_3,5.5,5.875,2.0,4.5,11.625,0.3847,0.34,1.0,-0.333,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1906,T+6,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1907,T+7,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1908,T+8,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1909,T+9,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1910,T+10,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1911,T+11,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1912,T+12,set_3,5.5,6.0,2.0,4.5,11.75,0.3847,0.333,1.0,-0.667,10.0,2.0,12.5,2.0,9.0,2.0
New Zealand,1913,T+13,set_3,5.5,6.0,2.375,4.5,11.375,0.3649,0.396,1.212,-0.2,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1914,T+14,set_3,5.5,6.0,2.375,4.5,11.375,0.3649,0.396,1.212,-0.2,10.0,2.0,11.5,3.0,9.0,2.0
New Zealand,1915,T+15,set_3,5.375,5.625,2.375,4.375,10.812,0.3566,0.422,1.212,-0.3,10.0,2.0,11.5,3.0,8.0,2.0
New Zealand,1916,T+16,set_3,4.875,5.125,2.875,4.25,9.25,0.3084,0.561,1.071,-0.133,10.0,2.0,9.5,3.0,5.5,3.0
New Zealand,1917,T+17,set_3,4.875,5.125,2.875,4.25,9.25,0.3084,0.561,1.071,-0.133,10.0,2.0,9.5,3.0,5.5,3.0
New Zealand,1918,T+18,set_3,4.875,5.125,3.25,4.25,8.875,0.2929,0.634,1.222,0.333,10.0,2.0,8.5,4.0,5.5,3.0
New Zealand,1919,T+19,set_3,4.875,5.125,3.25,4.25,8.875,0.2929,0.634,1.222,0.333,10.0,2.0,8.5,4.0,5.5,3.0
New Zealand,1920,T+20,set_3,4.875,5.125,3.25,4.25,8.875,0.2929,0.634,1.222,0.333,10.0,2.0,8.5,4.0,5.5,3.0
New Zealand,1921,T+21,set_3,4.875,5.125,3.25,4.25,8.875,0.2929,0.634,1.222,0.333,10.0,2.0,8.5,4.0,5.5,3.0
New Zealand,1922,T+22,set_3,4.875,5.0,3.75,4.25,8.25,0.2734,0.75,1.458,1.467,10.0,2.0,8.5,4.0,5.5,3.0
New Zealand,1923,T+23,set_3,4.375,4.625,4.125,4.25,7.0,0.2425,0.892,1.228,2.133,9.0,3.0,7.5,5.0,5.5,3.0
New Zealand,1924,T+24,set_3,4.375,4.625,4.375,4.25,6.75,0.2344,0.946,1.25,2.267,9.0,3.0,7.5,5.0,5.5,3.0
New Zealand,1925,T+25,set_3,4.0,4.125,4.625,3.875,5.438,0.2078,1.121,1.27,1.233,7.0,3.0,5.0,5.0,4.5,4.0
New Zealand,1926,T+26,set_3,4.0,4.0,4.75,3.5,5.0,0.1968,1.188,1.349,1.867,7.0,3.0,5.0,5.0,3.5,4.0
New Zealand,1927,T+27,set_3,4.0,4.0,5.0,3.5,4.75,0.1903,1.25,1.364,2.0,7.0,3.0,5.0,5.0,3.5,4.0
New Zealand,1928,T+28,set_3,3.5,3.625,5.375,3.5,3.5,0.166,1.483,1.2,2.667,6.0,4.0,4.0,6.0,3.5,4.0
New Zealand,1929,T+29,set_3,3.5,3.5,5.875,3.5,2.875,0.1558,1.679,1.346,3.8,6.0,4.0,4.0,6.0,3.5,4.0
New Zealand,1930,T+30,set_3,3.5,3.5,5.875,3.5,2.875,0.1558,1.679,1.346,3.8,6.0,4.0,4.0,6.0,3.5,4.0
New Zealand,1931,T+31,set_3,3.5,3.5,5.875,3.5,2.875,0.1558,1.679,1.346,3.8,6.0,4.0,4.0,6.0,3.5,4.0
New Zealand,1932,T+32,set_3,4.0,4.25,5.5,3.875,4.688,0.1851,1.294,1.267,1.9,6.0,4.0,5.0,6.0,6.0,4.0
New Zealand,1933,T+33,set_3,4.25,4.5,5.625,4.125,5.188,0.1926,1.25,1.218,2.433,7.0,4.0,6.5,6.0,5.0,5.0
New Zealand,1934,T+34,set_3,4.5,5.0,5.5,4.125,6.062,0.2025,1.1,1.154,0.633,7.0,4.0,6.5,6.0,6.0,5.0
New Zealand,1935,T+35,set_3,4.5,5.25,5.375,4.125,6.438,0.2061,1.024,1.2,1.233,7.0,4.0,7.5,6.0,6.0,5.0
New Zealand,1936,T+36,set_3,5.0,5.25,4.75,4.875,7.938,0.2569,0.905,1.212,1.5,9.5,3.0,8.5,5.0,7.5,5.0
New Zealand,1937,T+37,set_3,5.25,5.75,4.625,4.875,8.812,0.2689,0.804,1.136,-0.3,9.5,3.0,8.5,5.0,8.5,5.0
New Zealand,1938,T+38,set_3,5.5,6.0,4.75,5.125,9.312,0.2771,0.792,1.087,0.233,10.5,3.0,10.0,5.0,7.5,6.0
New Zealand,1939,T+39,set_3,6.0,6.75,4.375,5.5,11.125,0.3157,0.648,0.985,-1.667,10.5,3.0,11.0,5.0,10.0,6.0
New Zealand,1940,T+40,set_3,6.0,6.75,4.375,5.5,11.125,0.3157,0.648,0.985,-1.667,10.5,3.0,11.0,5.0,10.0,6.0
New Zealand,1941,T+41,set_3,6.0,6.75,4.375,5.5,11.125,0.3157,0.648,0.985,-1.667,10.5,3.0,11.0,5.0,10.0,6.0
New Zealand,1942,T+42,set_3,6.0,6.75,4.125,5.5,11.375,0.3266,0.611,0.952,-1.8,10.5,3.0,11.0,5.0,11.0,5.0
New Zealand,1943,T+43,set_3,6.0,6.75,3.5,5.5,12.0,0.3565,0.519,0.926,-1.867,10.5,3.0,12.0,4.0,11.0,5.0
New Zealand,1944,T+44,set_3,6.0,6.75,3.5,5.5,12.0,0.3565,0.519,0.926,-1.867,10.5,3.0,12.0,4.0,11.0,5.0
New Zealand,1945,T+45,set_3,6.25,6.625,3.25,5.875,12.562,0.389,0.491,1.042,-1.233,12.5,2.0,12.0,4.0,11.0,4.0
New Zealand,1946,T+46,set_3,6.375,6.875,3.125,5.625,12.938,0.3935,0.455,0.938,-0.9,13.5,2.0,13.0,4.0,9.5,4.0
New Zealand,1947,T+47,set_3,6.375,6.875,3.125,5.625,12.938,0.3935,0.455,0.938,-0.9,13.5,2.0,13.0,4.0,9.5,4.0
New Zealand,1948,T+48,set_3,6.375,6.875,2.5,5.625,13.562,0.4304,0.364,0.897,-0.967,13.5,2.0,14.0,3.0,9.5,4.0
New Zealand,1949,T+49,set_3,6.375,6.875,2.25,5.625,13.812,0.4442,0.327,0.833,-1.1,13.5,2.0,14.0,3.0,10.5,3.0
New Zealand,1950,T+50,set_3,6.375,6.875,2.25,5.625,13.812,0.4442,0.327,0.833,-1.1,13.5,2.0,14.0,3.0,10.5,3.0
New Zealand,1951,T+51,set_3,6.375,6.875,2.25,5.625,13.812,0.4442,0.327,0.833,-1.1,13.5,2.0,14.0,3.0,10.5,3.0
New Zealand,1952,T+52,set_3,6.375,6.875,2.25,5.625,13.812,0.4442,0.327,0.833,-1.1,13.5,2.0,14.0,3.0,10.5,3.0
New Zealand,1953,T+53,set_3,6.375,6.875,2.25,5.625,13.812,0.4442,0.327,0.833,-1.1,13.5,2.0,14.0,3.0,10.5,3.0
New Zealand,1954,T+54,set_3,6.375,6.875,2.25,5.625,13.812,0.4442,0.327,0.833,-1.1,13.5,2.0,14.0,3.0,10.5,3.0
New Zealand,1955,T+55,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1956,T+56,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1957,T+57,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1958,T+58,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1959,T+59,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1960,T+60,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1961,T+61,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1962,T+62,set_3,6.375,6.875,2.0,5.625,14.062,0.4592,0.291,1.0,-0.7,13.5,2.0,15.0,2.0,11.5,2.0
New Zealand,1963,T+63,set_3,6.375,6.875,2.375,5.625,13.688,0.4355,0.345,0.972,-0.767,13.5,2.0,14.0,3.0,11.5,2.0
New Zealand,1964,T+64,set_3,6.375,6.875,2.375,5.625,13.688,0.4355,0.345,0.972,-0.767,13.5,2.0,14.0,3.0,11.5,2.0
New Zealand,1965,T+65,set_3,5.875,6.0,2.375,5.625,12.312,0.4151,0.396,0.972,-0.3,12.5,2.0,12.0,3.0,11.5,2.0
New Zealand,1966,T+66,set_3,5.875,5.875,2.875,5.25,11.5,0.3775,0.489,1.071,0.0,12.5,2.0,12.0,3.0,9.5,3.0
New Zealand,1967,T+67,set_3,5.875,5.875,2.875,5.25,11.5,0.3775,0.489,1.071,0.0,12.5,2.0,12.0,3.0,9.5,3.0
New Zealand,1968,T+68,set_3,5.875,5.875,3.25,5.25,11.125,0.3587,0.553,1.042,-0.067,12.5,2.0,11.0,4.0,9.5,3.0
New Zealand,1969,T+69,set_3,5.875,5.875,3.25,5.25,11.125,0.3587,0.553,1.042,-0.067,12.5,2.0,11.0,4.0,9.5,3.0
New Zealand,1970,T+70,set_3,5.875,5.875,3.25,5.25,11.125,0.3587,0.553,1.042,-0.067,12.5,2.0,11.0,4.0,9.5,3.0
New Zealand,1971,T+71,set_3,5.875,5.875,3.25,5.25,11.125,0.3587,0.553,1.042,-0.067,12.5,2.0,11.0,4.0,9.5,3.0
New Zealand,1972,T+72,set_3,5.75,5.75,3.625,5.25,10.5,0.337,0.63,1.176,1.067,12.5,2.0,11.0,4.0,9.5,3.0
New Zealand,1973,T+73,set_3,5.375,5.375,4.0,5.125,9.312,0.3036,0.744,1.14,2.1,11.5,3.0,10.0,5.0,9.5,3.0
New Zealand,1974,T+74,set_3,5.375,5.375,4.0,5.125,9.312,0.3036,0.744,1.14,2.1,11.5,3.0,10.0,5.0,9.5,3.0
New Zealand,1975,T+75,set_3,5.125,5.25,4.5,4.5,8.125,0.2612,0.857,1.061,2.333,11.0,3.0,10.0,5.0,7.0,4.0
New Zealand,1976,T+76,set_3,4.75,4.875,4.625,4.25,7.125,0.2404,0.949,1.136,1.267,9.0,3.0,7.5,5.0,7.0,4.0
New Zealand,1977,T+77,set_3,4.75,4.875,4.625,4.25,7.125,0.2404,0.949,1.136,1.267,9.0,3.0,7.5,5.0,7.0,4.0
New Zealand,1978,T+78,set_3,4.375,4.5,5.0,4.125,5.938,0.214,1.111,1.111,2.3,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1979,T+79,set_3,4.25,4.375,5.375,4.125,5.312,0.2005,1.229,1.2,3.433,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1980,T+80,set_3,4.25,4.375,5.375,4.125,5.312,0.2005,1.229,1.2,3.433,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1981,T+81,set_3,4.25,4.375,5.375,4.125,5.312,0.2005,1.229,1.2,3.433,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1982,T+82,set_3,4.25,4.375,5.375,4.125,5.312,0.2005,1.229,1.2,3.433,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1983,T+83,set_3,4.25,4.5,5.5,4.25,5.375,0.1991,1.222,1.154,2.733,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1984,T+84,set_3,4.25,4.5,5.5,4.25,5.375,0.1991,1.222,1.154,2.733,8.0,4.0,6.5,6.0,7.0,4.0
New Zealand,1985,T+85,set_3,4.0,4.5,5.625,4.375,5.062,0.1912,1.25,1.111,1.7,7.0,4.0,6.0,6.0,7.0,4.0
New Zealand,1986,T+86,set_3,3.625,4.5,6.125,4.25,4.125,0.1661,1.361,1.056,2.067,6.0,5.0,5.0,7.0,6.0,5.0
New Zealand,1987,T+87,set_3,3.625,4.5,6.125,4.25,4.125,0.1661,1.361,1.056,2.067,6.0,5.0,5.0,7.0,6.0,5.0
New Zealand,1988,T+88,set_3,3.625,4.625,6.25,4.375,4.188,0.1651,1.351,1.022,1.367,6.0,5.0,5.0,7.0,6.0,5.0
New Zealand,1989,T+89,set_3,3.625,4.625,6.25,4.375,4.188,0.1651,1.351,1.022,1.367,6.0,5.0,5.0,7.0,6.0,5.0
New Zealand,1990,T+90,set_3,3.625,4.625,6.25,4.375,4.188,0.1651,1.351,1.022,1.367,6.0,5.0,5.0,7.0,6.0,5.0
New Zealand,1991,T+91,set_3,3.625,4.625,6.25,4.375,4.188,0.1651,1.351,1.022,1.367,6.0,5.0,5.0,7.0,6.0,5.0
New Zealand,1992,T+92,set_3,3.75,4.625,5.5,4.375,5.062,0.1865,1.189,0.952,0.633,6.0,5.0,6.0,6.0,6.0,5.0
New Zealand,1993,T+93,set_3,4.5,4.75,5.25,4.5,6.25,0.2174,1.105,1.026,0.667,8.0,4.0,7.0,6.0,7.0,4.0
New Zealand,1994,T+94,set_3,4.5,4.75,5.0,4.5,6.5,0.2243,1.053,1.0,0.533,8.0,4.0,7.0,6.0,7.0,4.0
New Zealand,1995,T+95,set_3,4.5,5.25,4.625,4.75,7.5,0.2417,0.881,0.903,0.267,9.0,4.0,8.0,6.0,7.0,4.0
New Zealand,1996,T+96,set_3,4.75,5.5,4.5,5.25,8.375,0.2657,0.818,0.942,0.333,9.5,4.0,9.0,5.0,8.5,4.0
New Zealand,1997,T+97,set_3,4.75,5.5,4.25,5.25,8.625,0.2743,0.773,0.909,0.2,9.5,4.0,9.0,5.0,8.5,4.0
New Zealand,1998,T+98,set_3,5.5,5.625,4.0,5.375,9.812,0.3128,0.711,1.0,0.233,11.5,3.0,10.0,5.0,9.5,3.0
New Zealand,1999,T+99,set_3,5.625,5.625,3.25,5.375,10.688,0.3518,0.578,0.882,-0.5,11.5,3.0,11.0,4.0,9.5,3.0
New Zealand,2000,T+100,set_3,5.625,5.625,3.25,5.375,10.688,0.3518,0.578,0.882,-0.5,11.5,3.0,11.0,4.0,9.5,3.0
New Zealand,2001,T+101,set_3,5.625,5.625,3.5,5.375,10.438,0.3396,0.622,1.078,0.167,11.5,3.0,11.0,4.0,9.5,3.0
New Zealand,2002,T+102,set_3,5.5,5.5,3.875,5.375,9.812,0.3189,0.705,1.053,0.767,11.5,3.0,10.0,5.0,9.5,3.0
New Zealand,2003,T+103,set_3,5.375,5.375,4.125,5.25,9.25,0.3018,0.767,1.083,1.733,11.5,3.0,10.0,5.0,9.5,3.0
New Zealand,2004,T+104,set_3,5.0,5.0,4.75,4.875,7.688,0.2562,0.95,1.087,2.967,10.5,4.0,9.0,6.0,9.5,3.0
New Zealand,2005,T+105,set_3,4.625,4.625,4.875,4.625,6.688,0.2366,1.054,1.159,1.9,8.5,4.0,6.5,6.0,9.5,3.0
New Zealand,2006,T+106,set_3,4.5,4.5,5.125,4.5,6.125,0.2236,1.139,1.181,2.867,8.5,4.0,6.5,6.0,9.5,3.0
New Zealand,2007,T+107,set_3,4.375,4.375,5.5,4.5,5.5,0.2094,1.257,1.154,3.467,8.5,4.0,5.5,7.0,9.5,3.0
New Zealand,2008,T+108,set_3,4.375,4.375,5.75,4.5,5.25,0.2033,1.314,1.282,4.133,8.5,4.0,5.5,7.0,9.5,3.0
New Zealand,2009,T+109,set_3,4.375,4.375,5.375,4.5,5.625,0.2125,1.229,1.2,3.667,8.5,4.0,5.5,7.0,9.5,3.0
New Zealand,2010,T+110,set_3,4.75,4.75,5.0,4.625,6.812,0.2376,1.053,1.232,2.633,9.5,3.0,6.5,6.0,9.5,3.0
New Zealand,2011,T+111,set_3,4.75,4.75,4.625,4.625,7.188,0.249,0.974,1.136,2.167,9.5,3.0,6.5,6.0,9.5,3.0
New Zealand,2012,T+112,set_3,5.375,5.375,4.125,5.25,9.25,0.3015,0.767,1.228,2.267,11.5,3.0,10.0,5.0,9.5,3.0
New Zealand,2013,T+113,set_3,5.375,5.375,3.75,5.25,9.625,0.3166,0.698,1.111,1.8,11.5,3.0,10.0,5.0,9.5,3.0
