Society,Year,F_Deficit
Lebanon,1983,1.0
Lebanon,1984,1.0
Lebanon,1985,1.0
Lebanon,1986,1.0
Lebanon,1987,1.0
Lebanon,1988,1.0
Lebanon,1989,1.0
Lebanon,1990,1.0
Lebanon,1991,0.75
Lebanon,1992,0.0
Lebanon,1993,0.0
Lebanon,1994,0.0
Lebanon,1995,0.0
Lebanon,1996,0.0
Lebanon,1997,0.0
Lebanon,1998,0.0
Lebanon,1999,0.0
Lebanon,2000,0.0
Lebanon,2001,0.0
Lebanon,2002,0.0
Lebanon,2003,0.0
Lebanon,2004,0.0
Lebanon,2005,0.0
Lebanon,2006,0.0
Lebanon,2007,0.0
Lebanon,2008,0.0
Lebanon,2009,0.0
Lebanon,2010,0.0
Lebanon,2011,0.0
Lebanon,2012,0.0
Lebanon,2013,0.0
Lebanon,2014,0.0
Lebanon,2015,0.0
Lebanon,2016,0.0
Lebanon,2017,0.0
Lebanon,2018,0.0
Lebanon,2019,0.0
Lebanon,2020,0.25
Lebanon,2021,0.25
Lebanon,2022,0.25
Lebanon,2023,0.25
Lebanon,2024,0.25
Lebanon,2025,0.25
Netherlands,1900,0.0
Netherlands,1901,0.0
Netherlands,1902,0.0
Netherlands,1903,0.0
Netherlands,1904,0.0
Netherlands,1905,0.0
Netherlands,1906,0.0
Netherlands,1907,0.0
Netherlands,1908,0.0
Netherlands,1909,0.0
Netherlands,1910,0.0
Netherlands,1911,0.0
Netherlands,1912,0.0
Netherlands,1913,0.0
Netherlands,1914,0.0
Netherlands,1915,0.0
Netherlands,1916,0.0
Netherlands,1917,0.0
Netherlands,1918,0.0
Netherlands,1919,0.0
Netherlands,1920,0.0
Netherlands,1921,0.0
Netherlands,1922,0.0
Netherlands,1923,0.0
Netherlands,1924,0.0
Netherlands,1925,0.0
New Zealand,1900,0.0
New Zealand,1901,0.0
New Zealand,1902,0.0
New Zealand,1903,0.0
New Zealand,1904,0.0
New Zealand,1905,0.0
New Zealand,1906,0.0
New Zealand,1907,0.0
New Zealand,1908,0.0
New Zealand,1909,0.0
New Zealand,1910,0.0
New Zealand,1911,0.0
New Zealand,1912,0.0
New Zealand,1913,0.0
New Zealand,1914,0.0
New Zealand,1915,0.0
New Zealand,1916,0.0
New Zealand,1917,0.0
New Zealand,1918,0.0
New Zealand,1919,0.0
New Zealand,1920,0.0
New Zealand,1921,0.0
New Zealand,1922,0.0
New Zealand,1923,0.125
New Zealand,1924,0.25
New Zealand,1925,0.375
New Zealand,1926,0.625
New Zealand,1927,0.75
New Zealand,1928,0.875
New Zealand,1929,0.875
New Zealand,1930,0.875
New Zealand,1931,0.875
New Zealand,1932,0.75
New Zealand,1933,0.75
New Zealand,1934,0.625
New Zealand,1935,0.375
New Zealand,1936,0.125
New Zealand,1937,0.0
New Zealand,1938,0.0
New Zealand,1939,0.0
New Zealand,1940,0.0
New Zealand,1941,0.0
New Zealand,1942,0.0
New Zealand,1943,0.0
New Zealand,1944,0.0
New Zealand,1945,0.0
New Zealand,1946,0.0
New Zealand,1947,0.0
New Zealand,1948,0.0
New Zealand,1949,0.0
New Zealand,1950,0.0
New Zealand,1951,0.0
New Zealand,1952,0.0
New Zealand,1953,0.0
New Zealand,1954,0.0
New Zealand,1955,0.0
New Zealand,1956,0.0
New Zealand,1957,0.0
New Zealand,1958,0.0
New Zealand,1959,0.0
New Zealand,1960,0.0
New Zealand,1961,0.0
New Zealand,1962,0.0
New Zealand,1963,0.0
New Zealand,1964,0.0
New Zealand,1965,0.0
New Zealand,1966,0.0
New Zealand,1967,0.0
New Zealand,1968,0.0
New Zealand,1969,0.0
New Zealand,1970,0.0
New Zealand,1971,0.0
New Zealand,1972,0.0
New Zealand,1973,0.0
New Zealand,1974,0.0
New Zealand,1975,0.25
New Zealand,1976,0.25
New Zealand,1977,0.25
New Zealand,1978,0.625
New Zealand,1979,0.625
New Zealand,1980,0.625
New Zealand,1981,0.625
New Zealand,1982,0.625
New Zealand,1983,0.625
New Zealand,1984,0.625
New Zealand,1985,0.625
New Zealand,1986,0.625
New Zealand,1987,0.625
New Zealand,1988,0.75
New Zealand,1989,0.75
New Zealand,1990,0.75
New Zealand,1991,0.75
New Zealand,1992,0.5
New Zealand,1993,0.5
New Zealand,1994,0.375
New Zealand,1995,0.125
New Zealand,1996,0.125
New Zealand,1997,0.0
New Zealand,1998,0.0
New Zealand,1999,0.0
New Zealand,2000,0.0
New Zealand,2001,0.0
New Zealand,2002,0.0
New Zealand,2003,0.125
New Zealand,2004,0.25
New Zealand,2005,0.5
New Zealand,2006,0.5
New Zealand,2007,0.625
New Zealand,2008,0.625
New Zealand,2009,0.625
New Zealand,2010,0.5
New Zealand,2011,0.375
New Zealand,2012,0.0
New Zealand,2013,0.0
New Zealand,2014,0.0
New Zealand,2015,0.0
New Zealand,2016,0.0
New Zealand,2017,0.0
New Zealand,2018,0.125
New Zealand,2019,0.375
New Zealand,2020,0.5
New Zealand,2021,0.5
New Zealand,2022,0.5
New Zealand,2023,0.5
New Zealand,2024,0.625
New Zealand,2025,0.625
Nigeria,1950,0.0
Nigeria,1951,0.0
Nigeria,1952,0.0
Nigeria,1953,0.0
Nigeria,1954,0.0
Nigeria,1955,0.0
Nigeria,1956,0.0
Nigeria,1957,0.0
Nigeria,1958,0.0
Nigeria,1959,0.0
Nigeria,1960,0.0
Nigeria,1961,0.0
Nigeria,1962,0.0
Nigeria,1963,0.0
Nigeria,1964,0.125
Nigeria,1965,0.75
Nigeria,1966,1.0
Nigeria,1967,1.0
Nigeria,1968,1.0
Nigeria,1969,1.0
Nigeria,1970,1.0
Nigeria,1971,1.0
Nigeria,1972,1.0
Nigeria,1973,1.0
Nigeria,1974,1.0
Nigeria,1975,1.0
Nigeria,1976,1.0
Nigeria,1977,1.0
Nigeria,1978,1.0
Nigeria,1979,1.0
Nigeria,1980,1.0
Nigeria,1981,1.0
Nigeria,1982,1.0
Nigeria,1983,1.0
Nigeria,1984,1.0
Nigeria,1985,1.0
Nigeria,1986,1.0
Nigeria,1987,1.0
Nigeria,1988,1.0
Nigeria,1989,1.0
Nigeria,1990,1.0
Nigeria,1991,1.0
Nigeria,1992,1.0
Nigeria,1993,1.0
Nigeria,1994,1.0
Nigeria,1995,1.0
Nigeria,1996,1.0
Nigeria,1997,1.0
Nigeria,1998,1.0
Nigeria,1999,1.0
Nigeria,2000,1.0
Nigeria,2001,1.0
Nigeria,2002,1.0
Nigeria,2003,1.0
Nigeria,2004,1.0
Nigeria,2005,1.0
Nigeria,2006,1.0
Nigeria,2007,1.0
Nigeria,2008,1.0
Nigeria,2009,1.0
Nigeria,2010,1.0
Nigeria,2011,1.0
Nigeria,2012,1.0
Nigeria,2013,1.0
Nigeria,2014,1.0
Nigeria,2015,1.0
Nigeria,2016,1.0
Nigeria,2017,1.0
Nigeria,2018,1.0
Nigeria,2019,1.0
Nigeria,2020,1.0
Nigeria,2021,1.0
Nigeria,2022,1.0
Nigeria,2023,1.0
Nigeria,2024,1.0
Norway,1900,0.375
Norway,1901,0.25
Norway,1902,0.25
Norway,1903,0.25
Norway,1904,0.25
Norway,1905,0.0
Norway,1906,0.0
Norway,1907,0.0
Norway,1908,0.0
Norway,1909,0.0
Norway,1910,0.0
Norway,1911,0.0
Norway,1912,0.0
Norway,1913,0.0
Norway,1914,0.5
Norway,1915,0.5
Norway,1916,0.5
Norway,1917,0.5
Norway,1918,0.5
Norway,1919,0.375
Norway,1920,0.375
Norway,1921,0.5
Norway,1922,0.375
Norway,1923,0.125
Norway,1924,0.125
Norway,1925,0.125
Norway,1926,0.125
Norway,1927,0.125
Norway,1928,0.125
Norway,1929,0.875
Norway,1930,0.875
Norway,1931,0.875
Norway,1932,0.875
Norway,1933,0.875
Norway,1934,0.125
Norway,1935,0.125
Norway,1936,0.125
Norway,1937,0.125
Norway,1938,0.125
Norway,1939,0.125
Norway,1940,1.0
Norway,1941,0.75
Norway,1942,0.75
Norway,1943,0.75
Norway,1944,0.75
Norway,1945,0.0
Norway,1946,0.0
Norway,1947,0.0
Norway,1948,0.0
Norway,1949,0.0
Norway,1950,0.0
Norway,1951,0.0
Norway,1952,0.0
Norway,1953,0.0
Norway,1954,0.0
Norway,1955,0.0
Norway,1956,0.0
Norway,1957,0.0
Norway,1958,0.0
Norway,1959,0.0
Norway,1960,0.0
Norway,1961,0.0
Norway,1962,0.0
Norway,1963,0.0
Norway,1964,0.0
Norway,1965,0.0
Norway,1966,0.0
Norway,1967,0.0
Norway,1968,0.0
Norway,1969,0.0
Norway,1970,0.0
Norway,1971,0.0
Norway,1972,0.25
Norway,1973,0.125
Norway,1974,0.0
Norway,1975,0.0
Norway,1976,0.0
Norway,1977,0.0
Norway,1978,0.0
Norway,1979,0.0
Norway,1980,0.0
Norway,1981,0.0
Norway,1982,0.0
Norway,1983,0.0
Norway,1984,0.0
Norway,1985,0.0
Norway,1986,0.5
Norway,1987,0.375
Norway,1988,0.5
Norway,1989,0.375
Norway,1990,0.375
Norway,1991,0.5
Norway,1992,0.375
Norway,1993,0.0
Norway,1994,0.0
Norway,1995,0.0
Norway,1996,0.0
Norway,1997,0.0
Norway,1998,0.0
Norway,1999,0.0
Norway,2000,0.0
Norway,2001,0.125
Norway,2002,0.125
Norway,2003,0.125
Norway,2004,0.125
Norway,2005,0.125
Norway,2006,0.125
Norway,2007,0.125
Norway,2008,0.125
Norway,2009,0.125
Norway,2010,0.125
Norway,2011,0.125
Norway,2012,0.125
Norway,2013,0.125
Norway,2014,0.375
Norway,2015,0.375
Norway,2016,0.125
Norway,2017,0.125
Norway,2018,0.125
Norway,2019,0.125
Norway,2020,0.25
Norway,2021,0.125
Norway,2022,0.125
Norway,2023,0.125
Norway,2024,0.0
Norway,2025,0.125
Pakistan,1947,1.0
Pakistan,1948,0.875
Pakistan,1949,0.625
Pakistan,1950,0.125
Pakistan,1951,0.0
Pakistan,1952,0.0
Pakistan,1953,0.0
Pakistan,1954,0.0
Pakistan,1955,0.0
Pakistan,1956,0.0
Pakistan,1957,0.0
Pakistan,1958,0.0
Pakistan,1959,0.0
Pakistan,1960,0.0
Pakistan,1961,0.0
Pakistan,1962,0.0
Pakistan,1963,0.0
Pakistan,1964,0.0
Pakistan,1965,0.0
Pakistan,1966,0.0
Pakistan,1967,0.0
Pakistan,1968,0.0
Pakistan,1969,0.0
Pakistan,1970,0.0
Pakistan,1971,0.0
Pakistan,1972,1.0
Pakistan,1973,1.0
Pakistan,1974,1.0
Pakistan,1975,1.0
Pakistan,1976,0.0
Pakistan,1977,0.0
Pakistan,1978,0.0
Pakistan,1979,0.0
Pakistan,1980,0.0
Pakistan,1981,0.0
Pakistan,1982,0.0
Pakistan,1983,0.0
Pakistan,1984,0.0
Pakistan,1985,0.0
Pakistan,1986,0.0
Pakistan,1987,0.0
Pakistan,1988,0.0
Pakistan,1989,0.0
Pakistan,1990,0.0
Pakistan,1991,0.0
Pakistan,1992,0.0
Pakistan,1993,0.0
Pakistan,1994,0.0
Pakistan,1995,0.0
Pakistan,1996,0.0
Pakistan,1997,0.0
Pakistan,1998,0.0
Pakistan,1999,0.0
Pakistan,2000,0.0
Pakistan,2001,0.0
Pakistan,2002,0.0
Pakistan,2003,0.0
Pakistan,2004,0.0
Pakistan,2005,0.0
Pakistan,2006,0.0
Pakistan,2007,0.0
Pakistan,2008,0.0
Pakistan,2009,0.0
Pakistan,2010,0.0
Pakistan,2011,0.0
Pakistan,2012,0.0
Pakistan,2013,0.0
Pakistan,2014,0.0
Pakistan,2015,0.0
Pakistan,2016,0.0
Pakistan,2017,0.0
Pakistan,2018,0.0
Pakistan,2019,0.0
Pakistan,2020,0.0
Pakistan,2021,0.0
Pakistan,2022,0.0
Pakistan,2023,0.0
Pakistan,2024,0.0
Palestine,1945,1.0
Palestine,1946,1.0
Palestine,1947,0.5
Palestine,1948,0.125
Palestine,1949,0.0
Palestine,1950,0.0
Palestine,1951,0.0
Palestine,1952,0.0
Palestine,1953,0.0
Palestine,1954,0.0
Palestine,1955,0.0
Palestine,1956,0.0
Palestine,1957,0.0
Palestine,1958,0.0
Palestine,1959,0.0
Palestine,1960,0.0
Palestine,1961,0.0
Palestine,1962,0.0
Palestine,1963,0.0
Palestine,1964,0.0
Palestine,1965,0.0
Palestine,1966,0.0
Palestine,1967,0.0
Palestine,1968,0.0
Palestine,1969,0.0
Palestine,1970,0.0
Palestine,1971,0.0
Palestine,1972,0.0
Palestine,1973,0.625
Palestine,1974,0.625
Palestine,1975,0.625
Palestine,1976,1.0
Palestine,1977,1.0
Palestine,1978,1.0
Palestine,1979,1.0
Palestine,1980,1.0
Palestine,1981,1.0
Palestine,1982,1.0
Palestine,1983,1.0
Palestine,1984,1.0
Palestine,1985,1.0
Palestine,1986,1.0
Palestine,1987,1.0
Palestine,1988,1.0
Palestine,1989,1.0
Palestine,1990,1.0
Palestine,1991,1.0
Palestine,1992,1.0
Palestine,1993,1.0
Palestine,1994,1.0
Palestine,1995,1.0
Palestine,1996,1.0
Palestine,1997,1.0
Palestine,1998,1.0
Palestine,1999,1.0
Palestine,2000,1.0
Palestine,2001,1.0
Palestine,2002,1.0
Palestine,2003,1.0
Palestine,2004,1.0
Palestine,2005,1.0
Palestine,2006,1.0
Palestine,2007,1.0
Palestine,2008,1.0
Palestine,2009,1.0
Palestine,2010,1.0
Palestine,2011,1.0
Palestine,2012,1.0
Palestine,2013,1.0
Palestine,2014,1.0
Palestine,2015,1.0
Palestine,2016,1.0
Palestine,2017,1.0
Palestine,2018,1.0
Palestine,2019,1.0
Palestine,2020,1.0
Palestine,2021,1.0
Palestine,2022,1.0
Palestine,2023,1.0
Palestine,2024,1.0
Palestine,2025,1.0
Philippines,1900,1.0
Philippines,1901,0.875
Philippines,1902,0.375
Philippines,1903,0.375
Philippines,1904,0.125
Philippines,1905,0.125
Philippines,1906,0.125
Philippines,1907,0.0
Philippines,1908,0.0
Philippines,1909,0.0
Philippines,1910,0.0
Philippines,1911,0.0
Philippines,1912,0.0
Philippines,1913,0.0
Philippines,1914,0.125
Philippines,1915,0.125
Philippines,1916,0.0
Philippines,1917,0.0
Philippines,1918,0.125
Philippines,1919,0.125
Philippines,1920,0.5
Philippines,1921,0.5
Philippines,1922,0.375
Philippines,1923,0.25
Philippines,1924,0.125
Philippines,1925,0.125
Philippines,1926,0.125
Philippines,1927,0.125
Philippines,1928,0.125
Philippines,1929,0.125
Philippines,1930,0.25
Philippines,1931,0.375
Philippines,1932,0.375
Philippines,1933,0.25
Philippines,1934,0.125
Philippines,1935,0.125
Philippines,1936,0.25
Philippines,1937,0.125
Philippines,1938,0.125
Philippines,1939,0.125
Philippines,1940,0.25
Philippines,1941,0.875
Philippines,1942,1.0
Philippines,1943,1.0
Philippines,1944,1.0
Philippines,1945,0.875
Philippines,1946,1.0
Philippines,1947,0.625
Philippines,1948,0.625
Philippines,1949,0.875
Philippines,1950,0.75
Philippines,1951,0.5
Philippines,1952,0.25
Philippines,1953,0.125
Philippines,1954,0.0
Philippines,1955,0.0
Philippines,1956,0.0
Philippines,1957,0.0
Philippines,1958,0.125
Philippines,1959,0.25
Philippines,1960,0.25
Philippines,1961,0.25
Philippines,1962,0.25
Philippines,1963,0.125
Philippines,1964,0.125
Philippines,1965,0.125
Philippines,1966,0.125
Philippines,1967,0.125
Philippines,1968,0.125
Philippines,1969,0.25
Philippines,1970,0.375
Philippines,1971,0.75
Philippines,1972,0.875
Philippines,1973,0.25
Philippines,1974,0.375
Philippines,1975,0.375
Philippines,1976,0.125
Philippines,1977,0.125
Philippines,1978,0.125
Philippines,1979,0.125
Philippines,1980,0.25
Philippines,1981,0.375
Philippines,1982,0.375
Philippines,1983,0.75
Philippines,1984,0.75
Philippines,1985,0.75
Philippines,1986,0.875
Philippines,1987,0.75
Philippines,1988,0.25
Philippines,1989,0.625
Philippines,1990,0.5
Philippines,1991,0.875
Philippines,1992,0.875
Philippines,1993,0.375
Philippines,1994,0.125
Philippines,1995,0.125
Philippines,1996,0.125
Philippines,1997,0.375
Philippines,1998,0.5
Philippines,1999,0.5
Philippines,2000,0.75
Philippines,2001,0.875
Philippines,2002,0.5
Philippines,2003,0.625
Philippines,2004,0.5
Philippines,2005,0.875
Philippines,2006,0.5
Philippines,2007,0.5
Philippines,2008,0.625
Philippines,2009,0.625
Philippines,2010,0.25
Philippines,2011,0.125
Philippines,2012,0.125
Philippines,2013,0.125
Philippines,2014,0.125
Philippines,2015,0.375
Philippines,2016,0.25
Poland,1900,0.625
Poland,1901,0.625
Poland,1902,0.625
Poland,1903,0.625
Poland,1904,0.625
Poland,1905,1.0
Poland,1906,0.875
Poland,1907,0.875
Poland,1908,0.875
Poland,1909,0.875
Poland,1910,0.875
Poland,1911,0.875
Poland,1912,0.875
Poland,1913,0.875
Poland,1914,1.0
Poland,1915,1.0
Poland,1916,1.0
Poland,1917,1.0
Poland,1918,1.0
Poland,1919,1.0
Poland,1920,1.0
Poland,1921,0.625
Poland,1922,0.375
Poland,1923,0.5
Poland,1924,0.25
Poland,1925,0.125
Poland,1926,0.25
Poland,1927,0.125
Poland,1928,0.0
Poland,1929,0.375
Poland,1930,0.625
Poland,1931,0.625
Poland,1932,0.625
Poland,1933,0.625
Poland,1934,0.375
Poland,1935,0.25
Poland,1936,0.5
Poland,1937,0.625
Poland,1938,0.875
Poland,1939,1.0
Poland,1940,1.0
Poland,1941,1.0
Poland,1942,1.0
Poland,1943,1.0
Poland,1944,1.0
Poland,1945,1.0
Poland,1946,1.0
Poland,1947,1.0
Poland,1948,1.0
Poland,1949,0.625
Poland,1950,0.125
Poland,1951,0.125
Poland,1952,0.125
Poland,1953,0.125
Poland,1954,0.125
Poland,1955,0.0
Poland,1956,0.875
Poland,1957,0.0
Poland,1958,0.0
Poland,1959,0.0
Poland,1960,0.0
Poland,1961,0.0
Poland,1962,0.0
Poland,1963,0.0
Poland,1964,0.0
Poland,1965,0.0
Poland,1966,0.0
Poland,1967,0.0
Poland,1968,0.5
Poland,1969,0.0
Poland,1970,0.5
Poland,1971,0.0
Poland,1972,0.0
Poland,1973,0.0
Poland,1974,0.0
Poland,1975,0.0
Poland,1976,0.5
Poland,1977,0.0
Poland,1978,0.0
Poland,1979,0.375
Poland,1980,0.625
Poland,1981,1.0
Poland,1982,0.875
Poland,1983,0.875
Poland,1984,0.625
Poland,1985,0.625
Poland,1986,0.625
Poland,1987,1.0
Poland,1988,1.0
Poland,1989,0.875
Poland,1990,1.0
Poland,1991,1.0
Poland,1992,1.0
Poland,1993,0.625
Poland,1994,0.5
Poland,1995,0.125
Poland,1996,0.0
Poland,1997,0.0
Poland,1998,0.0
Poland,1999,0.0
Poland,2000,0.0
Poland,2001,0.0
Poland,2002,0.0
Poland,2003,0.0
Poland,2004,0.0
Poland,2005,0.0
Poland,2006,0.0
Poland,2007,0.0
Poland,2008,0.0
Poland,2009,0.0
Poland,2010,0.0
Poland,2011,0.0
Poland,2012,0.0
Poland,2013,0.0
Poland,2014,0.0
Poland,2015,0.0
Poland,2016,0.0
Poland,2017,0.0
Poland,2018,0.0
Poland,2019,0.0
Poland,2020,0.25
Poland,2021,0.0
Poland,2022,0.125
Poland,2023,0.0
Poland,2024,0.0
Poland,2025,0.0
Russia,1900,0.25
Russia,1901,0.375
Russia,1902,0.375
Russia,1903,0.375
Russia,1904,0.5
Russia,1905,0.875
Russia,1906,0.625
Russia,1907,0.625
Russia,1908,0.625
Russia,1909,0.625
Russia,1910,0.5
Russia,1911,0.5
Russia,1912,0.375
Russia,1913,0.375
Russia,1914,0.375
Russia,1915,0.75
Russia,1916,0.75
Russia,1917,1.0
Russia,1918,1.0
Russia,1919,1.0
Russia,1920,0.875
Russia,1921,0.75
Russia,1922,0.625
Russia,1923,0.5
Russia,1924,0.5
Russia,1925,0.5
Russia,1926,0.5
Russia,1927,0.625
Russia,1928,0.625
Russia,1929,0.875
Russia,1930,0.875
Russia,1931,0.875
Russia,1932,0.875
Russia,1933,0.875
Russia,1934,0.875
Russia,1935,0.875
Russia,1936,0.875
Russia,1937,0.875
Russia,1938,0.875
Russia,1939,0.875
Russia,1940,0.875
Russia,1941,1.0
Russia,1942,1.0
Russia,1943,0.875
Russia,1944,0.875
Russia,1945,0.75
Russia,1946,0.75
Russia,1947,0.75
Russia,1948,0.75
Russia,1949,0.75
Russia,1950,0.75
Russia,1951,0.75
Russia,1952,0.75
Russia,1953,0.75
Russia,1954,0.75
Russia,1955,0.75
Russia,1956,0.75
Russia,1957,0.75
Russia,1958,0.75
Russia,1959,0.75
Russia,1960,0.75
Russia,1961,0.75
Russia,1962,0.75
Russia,1963,0.875
Russia,1964,0.875
Russia,1965,0.75
Russia,1966,0.75
Russia,1967,0.75
Russia,1968,0.875
Russia,1969,0.875
Russia,1970,0.875
Russia,1971,0.875
Russia,1972,0.875
Russia,1973,0.875
Russia,1974,0.875
Russia,1975,0.875
Russia,1976,0.875
Russia,1977,0.875
Russia,1978,0.875
Russia,1979,0.875
Russia,1980,0.875
Russia,1981,0.875
Russia,1982,0.875
Russia,1983,0.875
Russia,1984,0.875
Russia,1985,0.875
Russia,1986,0.875
Russia,1987,0.875
Russia,1988,0.875
Russia,1989,0.875
Russia,1990,0.875
Russia,1991,0.875
Russia,1992,0.875
Russia,1993,0.875
Russia,1994,0.875
Russia,1995,0.875
Russia,1996,0.875
Russia,1997,0.875
Russia,1998,0.875
Russia,1999,0.875
Russia,2000,0.875
Russia,2001,0.875
Russia,2002,0.875
Russia,2003,0.875
Russia,2004,0.875
Russia,2005,0.875
Russia,2006,0.875
Russia,2007,0.875
Russia,2008,0.875
Russia,2009,0.875
Russia,2010,0.875
Russia,2011,0.875
Russia,2012,0.875
Russia,2013,0.875
Russia,2014,0.75
Russia,2015,0.75
Russia,2016,0.625
Russia,2017,0.625
Russia,2018,0.625
Russia,2019,0.625
Russia,2020,0.625
Russia,2021,0.625
Russia,2022,0.75
Russia,2023,0.75
Russia,2024,0.75
Russia,2025,0.75
Saudi Arabia,1900,0.75
Saudi Arabia,1901,0.75
Saudi Arabia,1902,0.75
Saudi Arabia,1903,0.75
Saudi Arabia,1904,0.875
Saudi Arabia,1905,0.75
Saudi Arabia,1906,0.5
Saudi Arabia,1907,0.5
Saudi Arabia,1908,0.5
Saudi Arabia,1909,0.5
Saudi Arabia,1910,0.5
Saudi Arabia,1911,0.5
Saudi Arabia,1912,0.5
Saudi Arabia,1913,0.25
Saudi Arabia,1914,0.5
Saudi Arabia,1915,0.5
Saudi Arabia,1916,0.5
Saudi Arabia,1917,0.25
Saudi Arabia,1918,0.25
Saudi Arabia,1919,0.25
Saudi Arabia,1920,0.25
Saudi Arabia,1921,0.25
Saudi Arabia,1922,0.25
Saudi Arabia,1923,0.25
Saudi Arabia,1924,0.25
Saudi Arabia,1925,0.25
Saudi Arabia,1926,0.25
Saudi Arabia,1927,0.25
Saudi Arabia,1928,0.375
Saudi Arabia,1929,0.375
Saudi Arabia,1930,0.25
Saudi Arabia,1931,0.25
Saudi Arabia,1932,0.125
Saudi Arabia,1933,0.125
Saudi Arabia,1934,0.125
Saudi Arabia,1935,0.125
Saudi Arabia,1936,0.125
Saudi Arabia,1937,0.125
Saudi Arabia,1938,0.0
Saudi Arabia,1939,0.0
Saudi Arabia,1940,0.0
Saudi Arabia,1941,0.0
Saudi Arabia,1942,0.0
Saudi Arabia,1943,0.0
Saudi Arabia,1944,0.0
Saudi Arabia,1945,0.0
Saudi Arabia,1946,0.0
Saudi Arabia,1947,0.0
Saudi Arabia,1948,0.0
Saudi Arabia,1949,0.0
Saudi Arabia,1950,0.0
Saudi Arabia,1951,0.0
Saudi Arabia,1952,0.0
Saudi Arabia,1953,0.0
Saudi Arabia,1954,0.0
Saudi Arabia,1955,0.0
Saudi Arabia,1956,0.0
Saudi Arabia,1957,0.0
Saudi Arabia,1958,0.125
Saudi Arabia,1959,0.125
Saudi Arabia,1960,0.125
Saudi Arabia,1961,0.125
Saudi Arabia,1962,0.125
Saudi Arabia,1963,0.125
Saudi Arabia,1964,0.0
Saudi Arabia,1965,0.0
Saudi Arabia,1966,0.0
Saudi Arabia,1967,0.0
Saudi Arabia,1968,0.0
Saudi Arabia,1969,0.0
Saudi Arabia,1970,0.0
Saudi Arabia,1971,0.0
Saudi Arabia,1972,0.0
Saudi Arabia,1973,0.0
Saudi Arabia,1974,0.0
Saudi Arabia,1975,0.0
Saudi Arabia,1976,0.0
Saudi Arabia,1977,0.0
Saudi Arabia,1978,0.0
Saudi Arabia,1979,0.125
Saudi Arabia,1980,0.0
Saudi Arabia,1981,0.0
Saudi Arabia,1982,0.0
Saudi Arabia,1983,0.0
Saudi Arabia,1984,0.0
Saudi Arabia,1985,0.0
Saudi Arabia,1986,0.0
Saudi Arabia,1987,0.0
Saudi Arabia,1988,0.0
Saudi Arabia,1989,0.0
Saudi Arabia,1990,0.0
Saudi Arabia,1991,0.0
Saudi Arabia,1992,0.125
Saudi Arabia,1993,0.125
Saudi Arabia,1994,0.125
Saudi Arabia,1995,0.125
Saudi Arabia,1996,0.125
Saudi Arabia,1997,0.125
Saudi Arabia,1998,0.0
Saudi Arabia,1999,0.0
Saudi Arabia,2000,0.125
Saudi Arabia,2001,0.125
Saudi Arabia,2002,0.25
Saudi Arabia,2003,0.25
Saudi Arabia,2004,0.125
Saudi Arabia,2005,0.125
Saudi Arabia,2006,0.0
Saudi Arabia,2007,0.0
Saudi Arabia,2008,0.0
Saudi Arabia,2009,0.0
Saudi Arabia,2010,0.125
Saudi Arabia,2011,0.125
Saudi Arabia,2012,0.125
Saudi Arabia,2013,0.125
Saudi Arabia,2014,0.125
Saudi Arabia,2015,0.125
Saudi Arabia,2016,0.125
Saudi Arabia,2017,0.125
Saudi Arabia,2018,0.125
Saudi Arabia,2019,0.125
Saudi Arabia,2020,0.0
Saudi Arabia,2021,0.0
Saudi Arabia,2022,0.0
Saudi Arabia,2023,0.0
Saudi Arabia,2024,0.0
Singapore,1930,0.25
Singapore,1931,0.625
Singapore,1932,0.625
Singapore,1933,0.5
Singapore,1934,0.125
Singapore,1935,0.125
Singapore,1936,0.125
Singapore,1937,0.25
Singapore,1938,0.0
Singapore,1939,0.0
Singapore,1940,0.25
Singapore,1941,0.625
Singapore,1942,1.0
Singapore,1943,0.75
Singapore,1944,1.0
Singapore,1945,1.0
Singapore,1946,1.0
Singapore,1947,0.875
Singapore,1948,0.875
Singapore,1949,0.125
Singapore,1950,0.375
Singapore,1951,0.0
Singapore,1952,0.0
Singapore,1953,0.0
Singapore,1954,0.0
Singapore,1955,0.5
Singapore,1956,0.625
Singapore,1957,0.5
Singapore,1958,0.25
Singapore,1959,0.5
Singapore,1960,0.0
Singapore,1961,0.25
Singapore,1962,0.0
Singapore,1963,0.625
Singapore,1964,0.75
Singapore,1965,0.875
Singapore,1966,0.25
Singapore,1967,0.0
Singapore,1968,0.0
Singapore,1969,0.0
Singapore,1970,0.0
Singapore,1971,0.0
Singapore,1972,0.0
Singapore,1973,0.0
Singapore,1974,0.375
Singapore,1975,0.0
Singapore,1976,0.0
Singapore,1977,0.0
Singapore,1978,0.0
Singapore,1979,0.0
Singapore,1980,0.0
Singapore,1981,0.0
Singapore,1982,0.0
Singapore,1983,0.0
Singapore,1984,0.0
Singapore,1985,0.125
Singapore,1986,0.0
Singapore,1987,0.0
Singapore,1988,0.0
Singapore,1989,0.0
Singapore,1990,0.0
Singapore,1991,0.0
Singapore,1992,0.0
Singapore,1993,0.0
Singapore,1994,0.0
Singapore,1995,0.0
Singapore,1996,0.0
Singapore,1997,0.0
Singapore,1998,0.375
Singapore,1999,0.0
Singapore,2000,0.0
Singapore,2001,0.0
Singapore,2002,0.0
Singapore,2003,0.125
Singapore,2004,0.0
Singapore,2005,0.0
Singapore,2006,0.0
